"men_mean","men_median","women_mean","women_median","t_statistic","p_value","wilcox_result","wilcox_p_value"
40912.0032460496,18725.3788280123,36317.8433110372,22036.441356501,0.392993846770184,0.695398024170678,723.5,0.41723402124962
