"","age","median_dist_mean","median_dist_median","max_dist_mean","max_dist_median"
"1","Adolescent",14.6678439897979,12.7966505218314,14.6678439897979,12.7966505218314
"2","Adulte",47.6821598493669,23.3522033650519,48.6890245947301,24.1567445854683
"3","Personne âgée",17.5101053629126,13.3803346973944,18.1268511542043,13.3803346973944
