"","age","median_dist_mean","median_dist_median","max_dist_mean","max_dist_median"
"1","Adolescent",7.06690640155894,8.16658045220154,7.29830124542689,8.16658045220154
"2","Adulte",30.3087453258814,10.628759322427,34.3979390579451,14.3788147186411
"3","Personne âgée",19.2117713803688,12.0437477284257,20.815676458743,14.3483944236845
