"men_mean","men_median","women_mean","women_median","t_statistic","p_value","wilcox_result","wilcox_p_value"
27524.9097684146,20479.4948801221,23997.7925005297,23317.8380072542,0.696793883118272,0.487458715921351,1662,0.451051261457779
