"Region","men_mean","men_median","women_mean","women_median","t_statistic","t_p_value","wilcox_statistic","wilcox_p_value","men_n","women_n"
"Enyelle",22722.6319246077,3139.53928314682,15432.2562277623,3093.35346390866,0.481386564239219,0.640831752078507,71.5,0.860330210235157,8,17
