"","age","sex","median_dist_mean","median_dist_median","max_dist_mean","max_dist_median"
"1","Adolescent","F",47.7900727684909,20.030300121231,47.7900727684909,20.030300121231
"2","Adolescent","M",16.827801307326,14.724632836011,17.9782536813686,20.3328587070465
"3","Adulte","F",25.6298104729618,11.6622982910836,26.2220949480908,13.8855853888148
"4","Adulte","M",85.3961642160436,15.1849828678057,92.2872590128313,15.1849828678057
"5","Personne âgée","F",13.9638240245287,9.36126392717986,15.8674082344346,18.1015448824699
"6","Personne âgée","M",19.0158784160855,16.531689780252,21.4637431502323,20.4705867014215
