"","age","sex","median_dist_mean","median_dist_median","max_dist_mean","max_dist_median"
"1","Adolescent","F",4.5383376488617,1.18962061529255,4.55314516260486,1.18962061529255
"2","Adolescent","M",9.27940406016903,9.63966805141352,9.70031281789617,9.63966805141352
"3","Adulte","F",11.8811789857247,9.97379790889685,12.9421850867031,13.5635585566147
"4","Adulte","M",51.6679699474267,12.9757022861547,59.2671084337029,14.6745662616089
"5","Personne âgée","F",10.3471005862088,11.4930096592971,11.5957686794621,13.9102290684609
"6","Personne âgée","M",34.408349884643,12.0437477284257,36.621232651796,16.862126657249
