,X,residence_camp,ref,sex,birthplace,age,children_alive,median_dist,max_dist,region,Lieu.de.naissance.de.leur.mère.coded,Lieu.de.naissance.de.leur.père.coded,Lieu.où.leur.mère.habite.coded,Lieu.où.leur.père.habite.coded,spouse_bp,mom_inlaw_bp,dad_inlaw_bp,dad_inlaw_living,mom_inlaw_living,spouse_myref,dist_bp_mom_bp,dist_living_mom_bp,dist_bp_dad_bp,dist_living_dad_bp,dist_living_own_bp,dist_living_mum_living,dist_living_dad_living,dist_bp_spouse_bp,dist_living_spouse_bp,dist_living_mum_inlaw_living,dist_living_dad_inlaw_living,dist_bp_mom_inlaw_bp,dist_living_mom_inlaw_bp,dist_bp_dad_inlaw_bp,dist_living_dad_inlaw_bp,camp_region.x,loc.x,people_number_2022.x,set_type
501,843,Misseke_MI,MI150,M,Attention,Adulte,3,148297.5455,156612.8882,Minganga,Attention,Minganga,Attention,,Attention,Attention,Ikelemba,,,MI151,0,133391.886,134923.0138,14447.53663,133391.886,133391.886,NA,0,133391.886,NA,NA,0,133391.886,79900.84973,64376.12336,C,F,9,forest_camp
502,844,Misseke_MI,MI151,F,Attention,Adulte,3,148297.5455,156612.8882,Minganga,Attention,Ikelemba,,,Attention,Attention,Minganga,,Attention,MI150,0,133391.886,79900.84973,64376.12336,133391.886,NA,NA,0,133391.886,133391.886,NA,0,133391.886,134923.0138,14447.53663,C,F,9,forest_camp
503,847,Mongo,MI134,M,Minganga,Adulte,5,24386.90755,76117.73686,Minganga,Minganga,Minganga,Komo,,Minganga,Attention,Minganga,Mongo,Mongo,MI135,0,6143.720126,0,6143.720126,6143.720126,14674.56626,NA,0,6143.720126,0,0,134923.0138,134866.0892,0,6143.720126,C,F,15,forest_camp
504,849,Mongo,MI136,F,Mossombo,Adulte,5,17957.66823,80668.58321,Minganga,Mossombo,Mossombo,Mongo,,Mbili,Mossombo,Mbili,,Mbili,MI138,0,5400.058363,0,5400.058363,5400.058363,0,NA,6793.813757,6143.720126,6143.720126,NA,0,5400.058363,6793.813757,6143.720126,C,F,15,forest_camp
505,850,Mongo,MI137,F,Mossombo,Personne âgee,4,18070.28159,80668.58321,Minganga,Pokola,Bangui,,,,,,,,0,80668.58321,75418.36409,94150.26417,98829.73219,5400.058363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,F,15,forest_camp
506,851,Mongo,MI138,M,Mbili,Adulte,5,24568.87027,99418.75723,Minganga,Mossombo,Mbili,Mbili,,Mossombo,Mossombo,Mossombo,,Mongo,MI136,6793.813757,5400.058363,0,6143.720126,6143.720126,6143.720126,NA,6793.813757,5400.058363,0,NA,6793.813757,5400.058363,6793.813757,5400.058363,C,F,15,forest_camp
507,856,Mongo,MI143,M,Mossombo,Adulte,0,18794.64731,107290.8118,Minganga,Mossombo,Mossombo,Mongo,,,,,,,0,0,5400.058363,0,5400.058363,5400.058363,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,F,15,forest_camp
508,857,Mossombo,MI144,M,Mossombo,Adulte,2,19519.01303,118722.9691,Minganga,Mossombo,Mossombo,Mossombo,,,,,,,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,,NA,village_camp
510,859,Ngata,MI183,F,Mbili,Personne âgee,6,24386.90755,76117.73686,Minganga,Mossombo,Ikelemba,,,Ikelemba,,,,,MI184,6793.813757,19415.52475,72313.01248,58782.71991,14532.8917,NA,NA,72313.01248,58782.71991,NA,NA,NA,NA,NA,NA,C,V,14,village_camp
511,860,Ngata,MI184,M,Ikelemba,Adulte,0,NA,#NAME?,Minganga,,,,,Mbili,Mossombo,Ikelemba,,,MI183,NA,NA,NA,NA,58782.71991,NA,NA,72313.01248,14532.8917,NA,NA,74701.28187,19415.52475,0,58782.71991,C,V,14,village_camp
512,861,Ngata,MI185,M,Mbili,Adolescent,1,76117.73686,125215.0675,Minganga,Mossombo,Minganga,Mbila,Mbila,,,,,,0,6793.813757,19415.52475,0,14532.8917,14532.8917,80.41816295,80.41816295,NA,NA,NA,NA,NA,NA,NA,NA,C,V,14,village_camp
513,864,Makossa1,MI10,M,Minganga,Adulte,2,10152.0582,100502.4043,Minganga,Bène,Toukoulaka,Minganga,Minganga,Minganga,Mossombo,Attention,Mbili,Mbili,MI13,24386.90755,34795.06942,14953.41271,25820.38402,12367.84613,12367.84613,12367.84613,0,12367.84613,12367.84613,12367.84613,6793.813757,17314.57507,134923.0138,122777.9924,C,F,9,forest_camp
514,870,VMA,MI105,F,Mbili,Personne âgee,,24386.90755,76117.73686,Minganga,Mbili,,,,,,,,,0,0,3173.711342,NA,NA,3173.711342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,F,16,forest_camp
515,871,VMA,MI106,F,Mossombo,Adulte,,7694.909517,107290.8118,Minganga,Mossombo,Mossombo,Komo,Mossombo,Attention,Mbili,Bène,,VMA,MI98,0,3656.971772,0,3656.971772,3656.971772,16992.43327,3656.971772,139983.0656,137489.8713,0,NA,6793.813757,3173.711342,17845.05488,21239.88479,C,F,16,forest_camp
516,872,Bokeya1,MI107,M,Attention,Adolescent,,139568.1845,253409.7534,Minganga,Pokola,Minganga,,,Bène,Mbili,Bène,,VMA,MI115,60094.35505,77553.79863,134923.0138,9659.071517,137252.5499,NA,NA,156612.8882,19394.16801,7584.786571,NA,134923.0138,9659.071517,156612.8882,19394.16801,C,F,20,forest_camp
517,874,Bokeya1,MI109,M,Attention,Adulte,,136183.3824,156612.8882,Minganga,,Attention,Attention,,Minganga,Attention,Attention,Attention,Attention,MI116,NA,NA,0,137252.5499,137252.5499,137252.5499,NA,134923.0138,9659.071517,137252.5499,137252.5499,0,137252.5499,0,137252.5499,C,F,20,forest_camp
518,875,Makossa3,MI11,F,Mossombo,Personne âgee,3,14610.04959,115705.0425,Minganga,Mossombo,Minganga,,,,,,,,0,0,17700.63249,6793.813757,12846.54611,17700.63249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,F,16,forest_camp
519,876,Bokeya1,MI110,F,Toukoulaka,Adulte,,12405.06438,27991.64378,Minganga,Minganga,Bène,Minganga,,Attention,Bène,Attention,Bokeya1,Bokeya1,MI113,14953.41271,9659.071517,9447.213055,19394.16801,11467.3403,9659.071517,NA,148297.5455,137252.5499,0,0,9447.213055,19394.16801,148297.5455,137252.5499,C,F,20,forest_camp
520,879,Bokeya1,MI113,M,Attention,Adulte,,136183.3824,156612.8882,Minganga,Bène,Attention,Bokeya1,Bokeya1,Toukoulaka,Minganga,Bène,,Minganga,MI110,156612.8882,19394.16801,0,137252.5499,137252.5499,0,137252.5499,148297.5455,11467.3403,9659.071517,NA,134923.0138,9659.071517,156612.8882,19394.16801,C,F,20,forest_camp
521,880,Moundouala1,MI114,M,,Adulte,,NA,#NAME?,Minganga,Attention,Attention,Pokola,Attention,Toukoulaka,Toukoulaka,Toukoulaka,Toukoulaka,Attention,MI117,NA,139645.0829,NA,139645.0829,NA,79973.45401,139645.0829,NA,9036.417678,139645.0829,9036.417678,NA,9036.417678,NA,9036.417678,C,F,5,forest_camp
522,881,Bokeya1,MI115,F,Bène,Adulte,,22624.9778,96817.27436,Minganga,Mbili,Bène,VMA,,Attention,Pokola,Minganga,,,MI107,24386.90755,9659.071517,0,19394.16801,19394.16801,7584.786571,NA,156612.8882,137252.5499,NA,NA,96817.27436,77553.79863,24386.90755,9659.071517,C,F,20,forest_camp
523,882,Bokeya1,MI116,F,Minganga,Adulte,,9940.24187,24750.83299,Minganga,Attention,Attention,Attention,Attention,Attention,,Attention,,Attention,MI109,134923.0138,137252.5499,134923.0138,137252.5499,9659.071517,137252.5499,137252.5499,134923.0138,137252.5499,137252.5499,NA,NA,NA,134923.0138,137252.5499,C,F,20,forest_camp
524,883,Moundouala1,MI117,F,Toukoulaka,Adulte,,12405.06438,27991.64378,Minganga,Toukoulaka,Toukoulaka,Attention,Toukoulaka,,Attention,Attention,Attention,Pokola,MI114,0,9036.417678,0,9036.417678,9036.417678,139645.0829,9036.417678,NA,NA,79973.45401,139645.0829,148297.5455,139645.0829,148297.5455,139645.0829,C,F,5,forest_camp
525,886,Makossa3,MI12,F,Mossombo,Personne âgee,5,6947.899232,80668.58321,Minganga,Mossombo,Mossombo,,,Mossombo,Mossombo,Minganga,,,MI7,0,17700.63249,0,17700.63249,17700.63249,NA,NA,0,17700.63249,NA,NA,0,17700.63249,6793.813757,12846.54611,C,F,16,forest_camp
526,889,Ndemiko,MI122,F,Toukoulaka,Adulte,3,13441.2848,88787.57259,Minganga,,Toukoulaka,Attention,,Minganga,Minganga,Mbandza,Minganga,Minganga,MI123,NA,NA,0,12405.06438,12405.06438,136183.3824,NA,14953.41271,9043.563216,9043.563216,9043.563216,14953.41271,9043.563216,NA,NA,C,R,12,village_camp
527,890,Ndemiko,MI123,M,Minganga,Adulte,,12846.54611,230074.9085,Minganga,Minganga,Mbandza,Minganga,Minganga,Toukoulaka,,Toukoulaka,,Attention,MI122,0,9043.563216,NA,NA,9043.563216,9043.563216,9043.563216,14953.41271,12405.06438,136183.3824,NA,NA,NA,14953.41271,12405.06438,C,R,12,village_camp
528,892,Ndemiko,MI125,M,Attention,Adulte,,136335.7092,156612.8882,Minganga,Bène,Minganga,Ndemiko,Attention,Bène,,Mobangui,Mobangui,,MI129,156612.8882,20488.40306,134923.0138,9043.563216,136183.3824,0,136183.3824,156612.8882,20488.40306,NA,209787.6135,NA,NA,84000.00927,209787.6135,C,R,12,village_camp
529,893,Ndemiko,MI126,M,Attention,Adolescent,,136335.7092,156612.8882,Minganga,Attention,Minganga,Ndemiko,Attention,,,,,,0,0,136183.3824,134923.0138,9043.563216,136183.3824,0,136183.3824,NA,NA,NA,NA,NA,NA,NA,NA,C,R,12,village_camp
530,894,Epope,MI127,M,Attention,Adulte,,136259.5458,187507.1624,Minganga,Mbandza,Attention,Attention,,Minganga,Minganga,Attention,,,MI133,NA,NA,0,139406.9145,139406.9145,139406.9145,NA,134923.0138,9739.371922,NA,NA,134923.0138,9739.371922,0,139406.9145,C,F,3,forest_camp
531,895,Ndemiko,MI128,F,Attention,Adulte,,136335.7092,156612.8882,Minganga,Mossombo,Attention,,,,,,,,0,139983.0656,5942.024838,0,136183.3824,136183.3824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,R,12,village_camp
532,896,Ndemiko,MI129,F,Bène,Adulte,,21239.88479,36886.12537,Minganga,,Mobangui,,Mobangui,Attention,Bène,Minganga,Attention,Ndemiko,MI125,NA,NA,229318.0839,209787.6135,20488.40306,NA,209787.6135,156612.8882,136183.3824,0,136183.3824,0,20488.40306,24386.90755,9043.563216,C,R,12,village_camp
533,897,Makossa1,MI13,F,Minganga,Adulte,2,12367.84613,24386.90755,Minganga,Mossombo,Attention,Mbili,Mbili,Minganga,Bène,Toukoulaka,Minganga,Minganga,MI10,6793.813757,17314.57507,134923.0138,122777.9924,12367.84613,12367.84613,12367.84613,0,12367.84613,12367.84613,12367.84613,24386.90755,34795.06942,14953.41271,25820.38402,C,F,9,forest_camp
534,901,Epope,MI133,F,Minganga,Adulte,,11265.42536,125215.0675,Minganga,Minganga,Attention,,,Attention,Mbandza,Attention,,Attention,MI127,0,9739.371922,134923.0138,139406.9145,9739.371922,NA,NA,134923.0138,139406.9145,139406.9145,NA,NA,NA,134923.0138,139406.9145,C,F,3,forest_camp
535,903,Mbaya,MI15,F,Mbili,Adolescent,,12395.77899,76117.73686,Minganga,Mbili,Likelemba,Mbili,Mbili,,,,,,0,0,6482.711479,NA,NA,6482.711479,6482.711479,6482.711479,NA,NA,NA,NA,NA,NA,NA,NA,C,R,35,village_camp
536,905,Mbaya,MI17,M,Mossombo,Personne âgee,6,11905.52412,157666.0203,Minganga,Ouesso,Mossombo,,,Mossombo,Mossombo,Bène,,,MI21,105367.5546,93473.44963,0,11905.52412,11905.52412,NA,NA,0,11905.52412,NA,NA,0,11905.52412,17845.05488,29693.50146,C,R,35,village_camp
537,906,Mbaya,MI18,F,Mbili,Adulte,1,9699.22172,24750.83299,Minganga,Mossombo,Mbili,,,,,,,,0,6793.813757,11905.52412,0,6482.711479,6482.711479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,R,35,village_camp
538,907,VMA,MI19,M,Minganga,Adolescent,,10141.11182,76117.73686,Minganga,Minganga,Minganga,,,,,,,,0,0,3173.711342,0,3173.711342,3173.711342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,F,16,forest_camp
539,909,Mbaya,MI20,F,Mbaya,Adolescent,,6369.207902,69643.10043,Minganga,Minganga,Minganga,Mbaya,Mbaya,,Mbaya,Djaka,,Kabo,MI203,6482.711479,6482.711479,6482.711479,6482.711479,0,0,0,NA,NA,96480.42175,NA,0,0,51576.61256,51576.61256,C,R,35,village_camp
540,910,Mbaya,MI21,F,Mossombo,Personne âgee,6,17369.90517,115705.0425,Minganga,Mossombo,Bène,,,Mossombo,Ouesso,Mossombo,,,MI17,0,11905.52412,17845.05488,29693.50146,11905.52412,NA,NA,0,11905.52412,NA,NA,105367.5546,93473.44963,0,11905.52412,C,R,35,village_camp
541,911,Mbaya,MI22,M,Minganga,Adulte,1,9940.24187,76117.73686,Minganga,Minganga,Attention,,,Mossombo,Mossombo,Mbili,Ngata,,MI189,0,6482.711479,134923.0138,128538.4204,6482.711479,NA,NA,6793.813757,11905.52412,NA,8050.232408,6793.813757,11905.52412,0,6482.711479,C,R,35,village_camp
542,914,VMA,MI25,M,Minganga,Personne âgee,6,9739.371922,100502.4043,Minganga,Minganga,Minganga,,,Minganga,Minganga,Minganga,,Komo,MI26,0,3173.711342,0,3173.711342,3173.711342,NA,NA,0,3173.711342,16992.43327,NA,0,3173.711342,0,3173.711342,C,F,16,forest_camp
543,915,VMA,MI26,F,Minganga,Personne âgee,6,12423.71186,76117.73686,Minganga,Minganga,Minganga,Komo,,Minganga,Minganga,Minganga,,,MI25,0,3173.711342,0,3173.711342,3173.711342,16992.43327,NA,0,3173.711342,NA,NA,0,3173.711342,0,3173.711342,C,F,16,forest_camp
544,916,Bylikombo2,MI27,F,Minganga,Adolescent,,6482.711479,14649.14626,Minganga,Minganga,Minganga,Bylikombo2,Bylikombo2,,,,,,0,0,1241.301714,0,1241.301714,1241.301714,0,1241.301714,NA,NA,NA,NA,NA,NA,NA,NA,C,R,18,village_camp
545,917,Bylikombo2,MI28,F,Minganga,Personne âgee,4,12423.71186,76117.73686,Minganga,Minganga,Mossombo,,,Minganga,Minganga,Minganga,Bylikombo2,Bylikombo2,MI27,0,1241.301714,6793.813757,7101.984706,1241.301714,NA,NA,0,1241.301714,0,0,0,1241.301714,0,1241.301714,C,R,18,village_camp
546,918,Bylikombo2,MI29,M,Minganga,Adulte,3,12635.12898,160890.9746,Minganga,Minganga,Mossombo,Bylikombo2,,Minganga,Minganga,Minganga,Bylikombo2,Bylikombo2,MI24,0,1241.301714,6793.813757,7101.984706,1241.301714,0,NA,0,1241.301714,0,0,0,1241.301714,0,1241.301714,C,R,18,village_camp
547,919,Makossa3,MI3,F,,Adolescent,,NA,#NAME?,Minganga,Mbili,,Makossa3,Mboua,,,,,,0,NA,12846.54611,NA,NA,NA,0,35003.81177,NA,NA,NA,NA,NA,NA,NA,NA,C,F,16,forest_camp
548,920,Avocat,MI30,M,Toukoulaka,Adolescent,0,13510.1758,88787.57259,Minganga,Bène,Minganga,Avocat,Avocat,,,,,,0,9447.213055,20332.85871,14953.41271,9116.406965,12267.28239,0,12267.28239,NA,NA,NA,NA,NA,NA,NA,NA,C,F,16,forest_camp
549,921,Epope,MI31,F,Toukoulaka,Personne âgee,5,12336.17339,26187.73181,Minganga,Bène,Toukoulaka,,,,,,,,0,9447.213055,17323.89092,0,9175.106172,9175.106172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,F,3,forest_camp
550,922,Avocat,MI32,M,Attention,Adolescent,,138371.918,156612.8882,Minganga,Bène,Minganga,Avocat,Avocat,,,,,,0,156612.8882,20332.85871,134923.0138,9116.406965,136335.7092,0,136335.7092,NA,NA,NA,NA,NA,NA,NA,NA,C,F,16,forest_camp
551,923,Avocat,MI34,M,Toukoulaka,Adolescent,0,13510.1758,88787.57259,Minganga,Bène,Minganga,Avocat,Avocat,,,,,,0,9447.213055,20332.85871,14953.41271,9116.406965,12267.28239,0,12267.28239,NA,NA,NA,NA,NA,NA,NA,NA,C,F,16,forest_camp
552,927,Avocat,MI38,F,Attention,Adulte,4,136183.3824,156612.8882,Minganga,Bène,Minganga,Avocat,Avocat,Attention,Toukoulaka,Minganga,,Attention,MI39,156612.8882,20332.85871,134923.0138,9116.406965,136335.7092,0,136335.7092,0,136335.7092,136335.7092,NA,148297.5455,12267.28239,134923.0138,9116.406965,C,F,16,forest_camp
553,928,Avocat,MI39,M,Attention,Adulte,4,136183.3824,156612.8882,Minganga,Toukoulaka,Minganga,Attention,,Attention,Bène,Minganga,Avocat,Avocat,MI38,148297.5455,12267.28239,134923.0138,9116.406965,136335.7092,136335.7092,NA,0,136335.7092,0,0,156612.8882,20332.85871,134923.0138,9116.406965,C,F,16,forest_camp
554,931,Avocat,MI41,M,Minganga,Personne âgee,8,11265.42536,99418.75723,Minganga,Mbanza,Minganga,,,Bène,Bène,Bène,,,MI44,367817.8735,360975.307,0,9116.406965,9116.406965,NA,NA,24386.90755,20332.85871,NA,NA,24386.90755,20332.85871,24386.90755,20332.85871,C,F,16,forest_camp
555,932,Avocat,MI42,F,Attention,Adolescent,,137371.2106,156612.8882,Minganga,Attention,Aucun,Avocat,Minganga,,,,,,0,0,136335.7092,NA,NA,136335.7092,0,9116.406965,NA,NA,NA,NA,NA,NA,NA,NA,C,F,16,forest_camp
556,933,Avocat,MI43,F,Attention,Adulte,2,136259.5458,156612.8882,Minganga,Bène,Minganga,Avocat,Avocat,Attention,Bène,Attention,,Attention,MI45,156612.8882,20332.85871,134923.0138,9116.406965,136335.7092,0,136335.7092,0,136335.7092,136335.7092,NA,156612.8882,20332.85871,0,136335.7092,C,F,16,forest_camp
557,934,Avocat,MI44,F,Bène,Personne âgee,8,22624.9778,96817.27436,Minganga,Bène,Bène,,,Minganga,Mbanza,Minganga,,,MI41,0,20332.85871,0,20332.85871,20332.85871,NA,NA,24386.90755,9116.406965,NA,NA,370487.2334,360975.307,24386.90755,9116.406965,C,F,16,forest_camp
558,935,Avocat,MI45,M,Attention,Adulte,1,136183.3824,156612.8882,Minganga,Bène,Attention,Attention,,Attention,Bène,Minganga,Avocat,Avocat,MI43,156612.8882,20332.85871,0,136335.7092,136335.7092,136335.7092,NA,0,136335.7092,0,0,156612.8882,20332.85871,134923.0138,9116.406965,C,F,16,forest_camp
559,937,Moundouala2,MI47,M,Attention,Adolescent,,136183.3824,156612.8882,Minganga,,Attention,Moundouala2,Moundouala2,Attention,Attention,Minganga,,,MI48,NA,NA,0,139491.2861,139491.2861,0,139491.2861,0,139491.2861,NA,NA,0,139491.2861,134923.0138,10163.00459,C,R,2,village_camp
560,938,Moundouala2,MI48,F,Attention,Adolescent,,136335.7092,156612.8882,Minganga,Attention,Minganga,,,Attention,,Attention,Moundouala2,Moundouala2,MI47,0,139491.2861,134923.0138,10163.00459,139491.2861,NA,NA,0,139491.2861,0,0,NA,NA,0,139491.2861,C,R,2,village_camp
561,939,Moundouala2,MI49,F,Attention,Adolescent,,137252.5499,148297.5455,Minganga,,Attention,Moundouala2,Moundouala2,,,,,,0,NA,NA,0,139491.2861,139491.2861,0,139491.2861,NA,NA,NA,NA,NA,NA,NA,NA,C,R,2,village_camp
562,941,Moundouala2,MI50,M,Attention,Adulte,5,135553.1981,156612.8882,Minganga,Mbanza,Midjoubou,,,,,Moundongo,,,MI53,313286.3574,362639.0304,NA,NA,139491.2861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,R,2,village_camp
563,944,Moundouala2,MI53,F,,Adulte,5,NA,#NAME?,Minganga,,Moundongo,,,Attention,Mbanza,Midjoubou,,,MI50,NA,NA,NA,NA,NA,NA,NA,NA,139491.2861,NA,NA,NA,362639.0304,NA,NA,C,R,2,village_camp
564,946,Bokeya2,MI55,M,Attention,Adulte,4,136183.3824,156612.8882,Minganga,Minganga,Attention,Bokeya2,,Attention,Attention,Moundongo,Bokeya2,,MI62,134923.0138,9446.028594,0,136902.7585,136902.7585,0,NA,0,136902.7585,NA,0,0,136902.7585,NA,NA,C,F,15,forest_camp
565,948,Bokeya2,MI57,F,Minganga,Personne âgee,5,9659.071517,14953.41271,Minganga,Minganga,Minganga,,,,,,,,0,0,9446.028594,0,9446.028594,9446.028594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,F,15,forest_camp
566,949,Bokeya2,MI58,M,,Personne âgee,,NA,#NAME?,Minganga,,Moundongo,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,F,15,forest_camp
567,951,Makossa3,MI6,F,Mbili,Adulte,3,12423.71186,76117.73686,Minganga,Mbili,Mbili,Mbili,,,,,,,0,0,12846.54611,0,12846.54611,12846.54611,12846.54611,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,F,16,forest_camp
568,954,Bokeya2,MI62,F,Attention,Adulte,4,136183.3824,156612.8882,Minganga,Attention,Moundongo,,Bokeya2,Attention,Minganga,Attention,,Bokeya2,MI55,0,136902.7585,NA,NA,136902.7585,NA,136902.7585,0,136902.7585,0,NA,134923.0138,9446.028594,0,136902.7585,C,F,15,forest_camp
569,955,Epope,MI63,M,Attention,Adulte,4,136183.3824,156612.8882,Minganga,Minganga,Attention,Epope,Epope,Attention,Toukoulaka,Attention,Epope,Epope,MI66,134923.0138,9739.371922,0,139406.9145,139406.9145,0,139406.9145,0,139406.9145,0,0,148297.5455,9175.106172,0,139406.9145,C,F,3,forest_camp
570,959,Epope,MI67,F,Toukoulaka,Adulte,4,13510.1758,90632.80875,Minganga,Toukoulaka,,Epope,,Attention,Minganga,Attention,Epope,Epope,MI63,0,9175.106172,NA,NA,9175.106172,0,NA,148297.5455,139406.9145,0,0,14953.41271,9739.371922,148297.5455,139406.9145,C,F,3,forest_camp
571,960,Makossa2,MI68,F,Minganga,Adulte,,11013.45882,76117.73686,Minganga,Mossombo,Mbandza,Mossombo,,,,,,,0,6793.813757,17369.90517,NA,NA,12423.71186,17369.90517,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,F,8,forest_camp
572,962,Makossa3,MI7,M,Mossombo,Personne âgee,4,14610.04959,80668.58321,Minganga,Mossombo,Minganga,,,Mossombo,Mossombo,Mossombo,,,MI12,0,17700.63249,6793.813757,12846.54611,17700.63249,NA,NA,0,17700.63249,NA,NA,0,17700.63249,0,17700.63249,C,F,16,forest_camp
573,963,Makossa2,MI70,M,Mbili,Adulte,,9739.371922,76117.73686,Minganga,,Toukoulaka,,,Mbili,Mossombo,Mbili,,,MI71,NA,NA,14953.41271,25875.14254,12423.71186,NA,NA,0,12423.71186,NA,NA,6793.813757,17369.90517,0,12423.71186,C,F,8,forest_camp
574,964,Makossa2,MI71,F,Mbili,Adulte,,9739.371922,76117.73686,Minganga,Mossombo,Mbili,,,Mbili,,Toukoulaka,,,MI70,6793.813757,17369.90517,0,12423.71186,12423.71186,NA,NA,0,12423.71186,NA,NA,NA,NA,14953.41271,25875.14254,C,F,8,forest_camp
575,969,Makossa3,MI76,M,Mossombo,Adulte,,11905.52412,80668.58321,Minganga,Mossombo,Mossombo,,Makossa3,Mbili,Mbili,Mbili,Mbili,Mbili,MI77,0,17700.63249,0,17700.63249,17700.63249,NA,17700.63249,6793.813757,12846.54611,12846.54611,12846.54611,6793.813757,12846.54611,6793.813757,12846.54611,C,F,16,forest_camp
576,970,Makossa3,MI77,F,Mbili,Adulte,,12395.77899,76117.73686,Minganga,Mbili,Mbili,Mbili,Mbili,Mossombo,Mossombo,Mossombo,Makossa3,,MI76,0,12846.54611,0,12846.54611,12846.54611,12846.54611,12846.54611,6793.813757,17700.63249,NA,0,6793.813757,17700.63249,6793.813757,17700.63249,C,F,16,forest_camp
577,971,Makossa3,MI78,F,Mossombo,Adulte,,17314.57507,107290.8118,Minganga,Mossombo,Mossombo,,Mossombo,,,,,,0,0,17700.63249,0,17700.63249,17700.63249,NA,17700.63249,NA,NA,NA,NA,NA,NA,NA,NA,C,F,16,forest_camp
578,973,Makossa3,MI8,F,Mossombo,Adulte,,8426.81296,19519.01303,Minganga,Mossombo,Mossombo,Makossa3,Makossa3,Mbili,Mossombo,Minganga,Mbila,Mbila,MI185,0,17700.63249,0,17700.63249,17700.63249,0,17700.63249,6793.813757,12846.54611,1785.573407,1785.573407,0,17700.63249,6793.813757,12846.54611,C,F,16,forest_camp
579,975,Makossa3,MI81,M,Mossombo,Adolescent,,14610.04959,80668.58321,Minganga,Mossombo,Bène,Makossa3,Mboua,,,,,,0,0,17700.63249,17845.05488,35122.97712,17700.63249,0,35003.81177,NA,NA,NA,NA,NA,NA,NA,NA,C,F,16,forest_camp
580,980,Mbaya,MI86,F,,Adulte,,NA,#NAME?,Minganga,Mossombo,Mossombo,Mbaya,Mbaya,,,,,,0,NA,11905.52412,NA,11905.52412,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,R,35,village_camp
581,982,Mbaya,MI88,M,Minganga,Adulte,,10163.00459,160890.9746,Minganga,Toukoulaka,Minganga,Minganga,,Minganga,Mossombo,Mossombo,Mbaya,Mbaya,MI92,14953.41271,20470.5867,0,6482.711479,6482.711479,6482.711479,NA,0,6482.711479,0,0,6793.813757,11905.52412,6793.813757,11905.52412,C,R,35,village_camp
582,985,Mbaya,MI90,M,Mossombo,Adulte,,17314.57507,80668.58321,Minganga,Mossombo,,,,,,,,,0,0,11905.52412,NA,NA,11905.52412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,R,35,village_camp
583,987,Mbaya,MI92,F,Minganga,Adulte,,9940.24187,100502.4043,Minganga,Mossombo,Mossombo,Mbaya,Mbaya,Minganga,Toukoulaka,Minganga,,Minganga,MI88,6793.813757,11905.52412,6793.813757,11905.52412,6482.711479,0,6482.711479,0,6482.711479,6482.711479,NA,14953.41271,20470.5867,0,6482.711479,C,R,35,village_camp
584,991,Bylikombo2,MI96,M,Minganga,Adulte,,10163.00459,99418.75723,Minganga,Minganga,Minganga,,,Minganga,Minganga,Minganga,Bylikombo2,Bylikombo2,MI99,0,1241.301714,0,1241.301714,1241.301714,NA,NA,0,1241.301714,0,0,0,1241.301714,0,1241.301714,C,R,18,village_camp
585,993,VMA,MI98,M,Attention,Adulte,,136183.3824,213874.7968,Minganga,Mbili,Bène,VMA,,Mossombo,Mossombo,Mossombo,Mossombo,Komo,MI106,134923.0138,3173.711342,156612.8882,21239.88479,137489.8713,0,NA,139983.0656,3656.971772,16992.43327,3656.971772,139983.0656,3656.971772,139983.0656,3656.971772,C,F,16,forest_camp
586,994,Bylikombo2,MI99,F,Minganga,Adulte,,12635.12898,99418.75723,Minganga,Minganga,Minganga,Bylikombo2,Bylikombo2,Minganga,Minganga,Minganga,,,MI96,0,1241.301714,0,1241.301714,1241.301714,0,1241.301714,0,1241.301714,NA,NA,0,1241.301714,0,1241.301714,C,R,18,village_camp
