,X,residence_camp,ref,sex,birthplace,age,children_alive,median_dist,max_dist,region,Lieu.de.naissance.de.leur.mère.coded,Lieu.de.naissance.de.leur.père.coded,Lieu.où.leur.mère.habite.coded,Lieu.où.leur.père.habite.coded,spouse_bp,mom_inlaw_bp,dad_inlaw_bp,dad_inlaw_living,mom_inlaw_living,spouse_myref,dist_bp_mom_bp,dist_living_mom_bp,dist_bp_dad_bp,dist_living_dad_bp,dist_living_own_bp,dist_living_mum_living,dist_living_dad_living,dist_bp_spouse_bp,dist_living_spouse_bp,dist_living_mum_inlaw_living,dist_living_dad_inlaw_living,dist_bp_mom_inlaw_bp,dist_living_mom_inlaw_bp,dist_bp_dad_inlaw_bp,dist_living_dad_inlaw_bp,camp_region.x,loc.x,people_number_2022.x,set_type
296,594,Bonga2,M202,M,Bangui,Adulte,3,95966.91579,162268.2931,Macao,Bangui,Bangui,,,Bonga2,Mboule,Mboule,,Bonga2,M203,0,1365.664499,0,1365.664499,1365.664499,NA,NA,1365.664499,0,0,NA,620.9829719,812.0730563,620.9829719,812.0730563,C,V,31,village_camp
297,595,Bonga2,M203,F,Bonga2,Adulte,3,1365.664499,1365.664499,Macao,Mboule,Mboule,Bonga2,,Bangui,Bangui,Bangui,,,M202,812.0730563,812.0730563,812.0730563,812.0730563,0,0,NA,1365.664499,1365.664499,NA,NA,1365.664499,1365.664499,1365.664499,1365.664499,C,V,31,village_camp
298,596,Bonga2,M204,F,Bonga2,Adulte,3,46588.98731,163069.4207,Macao,Pape_village,Bobate,,Bonga2,,,,,,0,269.758897,269.758897,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,C,V,31,village_camp
299,597,Bonga2,M205,F,Bangui,Adulte,7,47606.64384,47606.64384,Macao,Bangui,Seke,,Seke,,,,,,0,0,1365.664499,28692.68551,27823.39991,1365.664499,NA,27823.39991,NA,NA,NA,NA,NA,NA,NA,NA,C,V,31,village_camp
300,598,Bonga2,M401,F,Bangui,Adulte,,NA,#NAME?,Macao,,,,,,,,,,0,NA,NA,NA,NA,1365.664499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,V,31,village_camp
301,599,Bonga2,M206,F,Bonga2,Personne âgee,,69215.59165,91842.19599,Macao,,Ngombe,,,,,,,,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,V,31,village_camp
302,600,Bonga2,M207,M,Bonga2,Adulte,0,69215.59165,91842.19599,Macao,Bonga2,Bai,Bonga2,,,,,,,0,0,0,78171.6979,78171.6979,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,V,31,village_camp
303,601,Bate,M208,M,Bate,Adulte,3,84102.75377,128341.4922,Macao,Bate,Bate,,,,,,,,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,V,11,village_camp
304,603,Bonga1,M210,M,,Adulte,4,NA,#NAME?,Macao,Bangui,,Loundoungou,,Bangui,Bangui,Bangui,,Mboule,M211,NA,1485.686649,NA,NA,NA,91569.69888,NA,NA,1485.686649,1115.336438,NA,NA,1485.686649,NA,1485.686649,C,V,34,village_camp
305,604,Bonga1,M211,F,Bangui,Adulte,5,32988.3727,47606.64384,Macao,Bangui,Bangui,Mboule,,,Bangui,,,Loundoungou,M210,0,1485.686649,0,1485.686649,1485.686649,1115.336438,NA,NA,NA,91569.69888,NA,0,1485.686649,NA,NA,C,V,34,village_camp
306,605,Bonga1,M212,M,Bangui,Adulte,4,67063.269,162268.2931,Macao,Bangui,Bangui,Bonga1,Bonga1,,,,,,0,0,1485.686649,0,1485.686649,1485.686649,0,1485.686649,NA,NA,NA,NA,NA,NA,NA,NA,C,V,34,village_camp
307,606,Bonga1,M213,M,Bangui,Personne âgee,3,87166.13738,127175.4169,Macao,Bangui,Bangui,,,,,,,,0,0,1485.686649,0,1485.686649,1485.686649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,V,34,village_camp
308,607,Bonga1,M214,M,Bangui,Adulte,1,79676.80877,127175.4169,Macao,Bangui,Bangui,,,Bangui,Bangui,,Bonga1,Bonga1,M260,0,1485.686649,0,1485.686649,1485.686649,NA,NA,0,1485.686649,0,0,0,1485.686649,NA,NA,C,V,34,village_camp
309,613,Payo,M220,M,Bangui,Adolescent,0,104937.4685,162268.2931,Macao,Bangui,Bangui,Bonga1,Bonga1,Bangui,Bangui,Bangui,Payo,Payo,M257,0,1597.32125,0,1597.32125,1597.32125,165.6923463,165.6923463,0,1597.32125,0,0,0,1597.32125,0,1597.32125,C,V,28,village_camp
310,614,Payo,M221,F,,Personne âgee,2,NA,#NAME?,Macao,,Bangui,Boua,,,,,,,0,NA,NA,NA,1597.32125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,V,28,village_camp
311,615,Payo,M222,M,,Personne âgee,3,NA,#NAME?,Macao,Bangui,,,,,,Bangui,,Boua,M221,NA,1597.32125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1597.32125,C,V,28,village_camp
312,616,Payo,M223,F,,Adulte,8,NA,#NAME?,Macao,,Djoube,Payo,Impfondo,Bangui,Bangui,Minganga,Loundoungou,Loundoungou,M224,NA,NA,NA,20316.4836,NA,0,128746.5326,NA,1597.32125,91735.34455,91735.34455,NA,1597.32125,NA,95292.51174,C,V,28,village_camp
313,617,Payo,M224,M,Bangui,Adulte,7,83421.47307,228911.9205,Macao,Bangui,Minganga,Loundoungou,Loundoungou,,,Djoube,Impfondo,Payo,M223,0,1597.32125,94401.15677,95292.51174,1597.32125,91735.34455,91735.34455,NA,NA,0,128746.5326,NA,NA,19048.91822,20316.4836,C,V,28,village_camp
314,619,Payo,M227,F,Bangui,Adulte,1,49148.20283,145508.9765,Macao,Djoube,Bangui,Payo,Payo,Macao,Seke,Macao,Bomassa,Loundoungou,M230,19048.91822,20316.4836,0,1597.32125,1597.32125,0,1597.32125,47606.64384,46141.22181,91735.34455,128681.4587,28692.68551,27338.82464,47606.64384,46141.22181,C,V,28,village_camp
315,620,Payo,M228,F,Djoube,Adulte,7,51640.16909,170148.2931,Macao,,Djoube,Payo,Djoube,Bangui,Bangui,Bangui,,Loundoungou,M229,NA,NA,0,20316.4836,20316.4836,0,20316.4836,19048.91822,1597.32125,91735.34455,NA,19048.91822,1597.32125,19048.91822,1597.32125,C,V,28,village_camp
316,621,Payo,M229,M,Bangui,Adulte,5,83421.47307,162268.2931,Macao,Bangui,Bangui,Loundoungou,,Djoube,,Djoube,Djoube,Payo,M228,0,1597.32125,0,1597.32125,1597.32125,91735.34455,NA,19048.91822,20316.4836,0,20316.4836,NA,NA,19048.91822,20316.4836,C,V,28,village_camp
317,622,Payo,M230,M,Macao,Adulte,Erreur,126168.4064,164626.8908,Macao,Seke,Macao,Loundoungou,Bomassa,Bangui,Djoube,Bangui,Payo,Payo,M227,19626.65182,27338.82464,0,46141.22181,46141.22181,91735.34455,128681.4587,47606.64384,1597.32125,0,0,66135.80625,20316.4836,47606.64384,1597.32125,C,V,28,village_camp
318,629,Bate,M237,F,Bangui,Adulte,3,32988.3727,47606.64384,Macao,Bangui,Bangui,Bate,Bate,Bandza,Bangui,Bangui,Mboule,Mboule,M238,0,1351.896731,0,1351.896731,1351.896731,0,1351.896731,50689.76183,52024.63123,787.3189204,787.3189204,0,1351.896731,0,1351.896731,C,V,11,village_camp
319,630,Bate,M238,M,Bandza,Adulte,3,50689.76183,63186.21577,Macao,Bangui,Bangui,Mboule,Mboule,Bangui,Bangui,Bangui,Bate,Bate,M237,50689.76183,1351.896731,50689.76183,1351.896731,52024.63123,787.3189204,787.3189204,50689.76183,1351.896731,0,0,50689.76183,1351.896731,50689.76183,1351.896731,C,V,11,village_camp
320,631,Bete3,M239,M,Bangui,Adulte,2,87166.13738,162268.2931,Macao,Bangui,Bangui,,,Bangui,Mboule,Bangui,Mboule,,M240,0,1418.610903,0,1418.610903,1418.610903,NA,NA,0,1418.610903,NA,989.2176475,620.9829719,989.2176475,0,1418.610903,C,V,8,village_camp
321,632,Bete3,M240,F,Bangui,Adulte,2,47606.64384,90648.67513,Macao,Mboule,Bangui,,Mboule,Bangui,Bangui,Bangui,,,M239,620.9829719,989.2176475,0,1418.610903,1418.610903,NA,989.2176475,0,1418.610903,NA,NA,0,1418.610903,0,1418.610903,C,V,8,village_camp
322,633,Bete3,M241,F,Bangui,Adulte,2,17541.07699,17541.07699,Macao,Bangui,Bangui,Bete3,,,,,,,0,0,1418.610903,0,1418.610903,1418.610903,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,V,8,village_camp
323,634,Bete1,M242,M,Bangui,Adulte,5,87166.13738,162268.2931,Macao,Mboule,Bangui,Bete1,Bete1,Bangui,,Bangui,,,M244,620.9829719,1131.54254,0,1515.127843,1515.127843,0,1515.127843,0,1515.127843,NA,NA,NA,NA,0,1515.127843,C,V,15,village_camp
324,635,Bete1,M243,F,Mboule,Adulte,5,47313.79647,91262.01276,Macao,Bete1,Mboule,Bete2,Mboule,Bangui,Mboule,Bangui,Bete1,Bete1,M242,1131.54254,0,0,1131.54254,1131.54254,241.4488088,1131.54254,620.9829719,1515.127843,0,0,0,1131.54254,620.9829719,1515.127843,C,V,15,village_camp
325,636,Bete1,M244,F,Bangui,Personne âgee,3,32988.3727,47606.64384,Macao,,Bangui,,,,,,,,0,NA,NA,0,1515.127843,1515.127843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,V,15,village_camp
326,637,Bete1,M245,M,Bangui,Adulte,4,67063.269,127175.4169,Macao,Mboule,Bate,Bete1,,,,,,,0,620.9829719,1131.54254,1351.896731,605.5728859,1515.127843,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,V,15,village_camp
327,638,Payo,M246,M,Boua,Adulte,5,NA,#NAME?,Macao,Boua,Bangui,Payo,Payo,Bangui,Bangui,Bangui,,,M248,NA,NA,NA,1597.32125,NA,0,NA,NA,1597.32125,NA,NA,NA,1597.32125,NA,1597.32125,C,V,28,village_camp
328,639,Payo,M247,F,,Personne âgee,3,NA,#NAME?,Macao,,Bangui,,,,,,,,0,NA,NA,NA,1597.32125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,V,28,village_camp
329,640,Payo,M248,F,Bangui,Adulte,5,32988.3727,47606.64384,Macao,Bangui,Bangui,,,,,Bangui,,,M247,0,1597.32125,0,1597.32125,1597.32125,NA,NA,NA,NA,NA,NA,NA,NA,0,1597.32125,C,V,28,village_camp
331,644,Bete1,M252,F,Bangui,Adolescent,1,47606.64384,47606.64384,Macao,Macao,Bangui,,Bete1,,,,,,0,47606.64384,46182.50408,0,1515.127843,1515.127843,NA,1515.127843,NA,NA,NA,NA,NA,NA,NA,NA,C,V,15,village_camp
332,645,Bete1,M253,F,Bangui,Adulte,6,49148.20283,162268.2931,Macao,Bangui,Pape_village,,,Bangui,Mboule,Bate,,Bete1,M245,0,1515.127843,1383.548858,829.737762,1515.127843,NA,NA,0,1515.127843,0,NA,620.9829719,1131.54254,1351.896731,605.5728859,C,V,15,village_camp
333,646,Bete1,M254,M,Bangui,Adolescent,1,49148.20283,162268.2931,Macao,Bangui,Bangui,,,Bangui,Bangui,Bangui,Bete1,Bete1,M255,0,1515.127843,0,1515.127843,1515.127843,NA,NA,0,1515.127843,0,0,0,1515.127843,0,1515.127843,C,V,15,village_camp
334,647,Bete1,M255,F,Bangui,Adolescent,1,47606.64384,90648.67513,Macao,Bangui,Bangui,Bete1,Bete1,,,,,,0,0,1515.127843,0,1515.127843,1515.127843,0,1515.127843,NA,NA,NA,NA,NA,NA,NA,NA,C,V,15,village_camp
335,648,Payo,M257,F,Bangui,Adolescent,0,47606.64384,47606.64384,Macao,Bangui,Bangui,Payo,Payo,Bangui,Bangui,Bangui,Bonga1,Bonga1,M220,0,1597.32125,0,1597.32125,1597.32125,0,1597.32125,0,1597.32125,165.6923463,165.6923463,0,1597.32125,0,1597.32125,C,V,28,village_camp
336,649,Bonga1,M258,F,Bangui,Personne âgee,3,32988.3727,47606.64384,Macao,Bangui,Bangui,Bonga2,,,,,,,0,0,1485.686649,0,1485.686649,1485.686649,574.9795332,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,V,34,village_camp
337,651,Bonga1,M259,F,Bangui,Adulte,1,90319.19735,162268.2931,Macao,Bangui,Bangui,Bonga2,Bangui,,,,,,0,0,1485.686649,0,1485.686649,1485.686649,574.9795332,1485.686649,NA,NA,NA,NA,NA,NA,NA,NA,C,V,34,village_camp
338,652,Bonga1,M260,F,Bangui,Adulte,1,162268.2931,245156.8641,Macao,Bangui,,Bonga1,Bonga1,Bangui,Bangui,Bangui,,,M214,0,1485.686649,NA,NA,1485.686649,0,1485.686649,0,1485.686649,NA,NA,0,1485.686649,0,1485.686649,C,V,34,village_camp
339,653,Bonga1,M261,F,Bangui,Adulte,4,47606.64384,90648.67513,Macao,Bangui,Bangui,,,,,,,,0,0,1485.686649,0,1485.686649,1485.686649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,V,34,village_camp
340,654,Bete2,M262,F,Bangui,Adulte,5,47606.64384,47606.64384,Macao,Bangui,Bangui,Bete2,,Bangui,Bangui,Bandza,Payo,,M267,0,1394.784146,0,1394.784146,1394.784146,0,NA,0,1394.784146,NA,238.5426188,0,1394.784146,50689.76183,51962.40912,C,V,25,village_camp
341,655,Bete2,M263,F,Bangui,Adulte,5,50689.76183,50689.76183,Macao,Bandza,Bangui,,,,,,,,0,50689.76183,51962.40912,0,1394.784146,1394.784146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,V,25,village_camp
342,656,Bete2,M264,F,Bangui,Personne âgee,1,NA,#NAME?,Macao,,Mboule,Dead,,,,,,,0,NA,NA,620.9829719,942.7217834,1394.784146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,V,25,village_camp
343,657,Bete2,M265,M,Bangui,Adulte,4,104220.8882,235071.674,Macao,Bangui,Bangui,Loundoungou,Loundoungou,Bangui,Bangui,Bangui,,,M266,0,1394.784146,0,1394.784146,1394.784146,91679.21671,91679.21671,0,1394.784146,NA,NA,0,1394.784146,0,1394.784146,C,V,25,village_camp
344,658,Bete2,M266,F,Bangui,Adulte,4,54509.38835,90648.67513,Macao,Bangui,Bangui,,,,,,,,0,0,1394.784146,0,1394.784146,1394.784146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,V,25,village_camp
345,659,Bete2,M267,M,Bangui,Adulte,10,50689.76183,162268.2931,Macao,Bangui,Bandza,,Payo,,,,,,0,0,1394.784146,50689.76183,51962.40912,1394.784146,NA,238.5426188,NA,NA,NA,NA,NA,NA,NA,NA,C,V,25,village_camp
346,660,Bete3,M268,F,Bangui,Adulte,3,32573.86042,47606.64384,Macao,Bangui,Bangui,Bete3,,,,,,,0,0,1418.610903,0,1418.610903,1418.610903,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,V,8,village_camp
347,661,Bete2,M269,F,Bangui,Personne âgee,2,NA,#NAME?,Macao,Bangui,Bangui,,,,,,,,0,0,1394.784146,0,1394.784146,1394.784146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,V,25,village_camp
348,663,Mboule,M271,M,Bangui,Adulte,4,21223.66746,47606.64384,Macao,Bangui,Bangui,Mboule,Mboule,Mboule,Mboule,,Bangui,Bangui,M272,0,620.9829719,0,620.9829719,620.9829719,0,620.9829719,620.9829719,0,620.9829719,620.9829719,620.9829719,0,NA,NA,C,V,59,village_camp
349,664,Mboule,M272,M,Mboule,Adulte,4,83547.79561,162783.3621,Macao,Mboule,,Bangui,Bangui,Bangui,Bangui,Bangui,Mboule,Mboule,M271,0,0,NA,NA,0,620.9829719,620.9829719,620.9829719,620.9829719,0,0,620.9829719,620.9829719,620.9829719,620.9829719,C,V,59,village_camp
350,665,Mboule,M273,F,Bangui,Adolescent,0,47606.64384,47606.64384,Macao,Bangui,Bangui,Mboule,Mboule,Mboule,Mboule,Bangui,,,M274,0,620.9829719,0,620.9829719,620.9829719,0,620.9829719,620.9829719,0,NA,NA,620.9829719,0,0,620.9829719,C,V,59,village_camp
351,666,Mboule,M274,M,Mboule,Adolescent,0,47313.79647,162783.3621,Macao,Mboule,Bangui,,,Bangui,Bangui,Bangui,Mboule,Mboule,M273,0,0,620.9829719,620.9829719,0,NA,NA,620.9829719,620.9829719,0,0,620.9829719,620.9829719,620.9829719,620.9829719,C,V,59,village_camp
352,667,Mboule,M275,M,Bangui,Personne âgee,3,NA,#NAME?,Macao,,Bai,,,,,,,,0,NA,NA,78675.89119,78658.06394,620.9829719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,V,59,village_camp
353,668,Mboule,M277,F,,Personne âgee,7,NA,#NAME?,Macao,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,V,59,village_camp
354,669,Mboule,M279,F,Mboule,Adulte,3,9361.263927,18101.54488,Macao,,Bangui,Thanry,,Mboule,Mboule,Bangui,,Loundoungou,M278,NA,NA,620.9829719,620.9829719,0,20830.89448,NA,0,0,91262.01276,NA,0,0,620.9829719,620.9829719,C,V,59,village_camp
355,670,Mboule,M278,M,Mboule,Adulte,3,54681.77882,91262.01276,Macao,Mboule,Bangui,Loundoungou,,,,,,,0,0,0,620.9829719,620.9829719,0,91262.01276,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,V,59,village_camp
356,671,Mboule,M280,F,Mboule,Adulte,1,32707.67068,91262.01276,Macao,,Bangui,,,,,,,,0,NA,NA,620.9829719,620.9829719,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,V,59,village_camp
357,672,Mboule,M281,F,Mboule,Adulte,2,50889.23969,91262.01276,Macao,,Mboule,Mboule,Mboule,,,,,,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,C,V,59,village_camp
358,673,Mboule,M282,M,Bangui,Adulte,4,54509.38835,90648.67513,Macao,Mboule,Bangui,,Boua,Bangui,Bangui,Bangui,,Mboule,M283,620.9829719,0,0,620.9829719,620.9829719,NA,NA,0,620.9829719,0,NA,0,620.9829719,0,620.9829719,C,V,59,village_camp
359,674,Mboule,M283,F,Bangui,Adulte,2,18370.10157,18370.10157,Macao,Bangui,Bangui,Mboule,,Bangui,Mboule,Bangui,Boua,,M282,0,620.9829719,0,620.9829719,620.9829719,0,NA,0,620.9829719,NA,NA,620.9829719,0,0,620.9829719,C,V,59,village_camp
360,675,Mboule,M284,F,Bangui,Adulte,3,47606.64384,115469.1537,Macao,,Bangui,,Mboule,Bangui,Mboule,Bangui,Boua,,M282,NA,NA,0,620.9829719,620.9829719,NA,620.9829719,0,620.9829719,NA,NA,620.9829719,0,0,620.9829719,C,V,59,village_camp
361,676,Mboule,M285,M,Bangui,Adolescent,0,32988.3727,47606.64384,Macao,Bangui,Bangui,,Mboule,,,,,,0,0,620.9829719,0,620.9829719,620.9829719,NA,620.9829719,NA,NA,NA,NA,NA,NA,NA,NA,C,V,59,village_camp
362,677,Mboule,M286,F,Bangui,Adulte,2,18370.10157,18370.10157,Macao,Bangui,Bangui,,Mboule,Bangui,Bangui,Bangui,,Mboule,M287,0,620.9829719,0,620.9829719,620.9829719,NA,620.9829719,0,620.9829719,0,NA,0,620.9829719,0,620.9829719,C,V,59,village_camp
363,678,Mboule,M287,F,Bangui,Adolescent,0,21223.66746,47606.64384,Macao,Bangui,Bangui,Mboule,,,,,,,0,0,620.9829719,0,620.9829719,620.9829719,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,V,59,village_camp
364,679,Goumakoungou2,M288,M,Mboule,Personne âgee,6,54464.6829,162783.3621,Macao,Pape,,Goumakongou2,,Bangui,Bangui,Bangui,,Goumakongou2,M289,NA,NA,NA,NA,7956.346164,NA,NA,620.9829719,7603.19023,NA,NA,620.9829719,7603.19023,620.9829719,7603.19023,C,F,12,forest_camp
365,680,Goumakoungou2,M373,F,Bangui,Personne âgee,1,47606.64384,47606.64384,Macao,Bangui,,,,,,,,,0,0,7603.19023,NA,NA,7603.19023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,F,12,forest_camp
366,681,Goumakoungou2,M289,F,Bangui,Adulte,7,47606.64384,90648.67513,Macao,Bangui,Bangui,Goumakongou2,,Mboule,Pape,,,Goumakongou2,M288,0,7603.19023,0,7603.19023,7603.19023,NA,NA,620.9829719,7956.346164,NA,NA,NA,NA,NA,NA,C,F,12,forest_camp
367,682,Goumakoungou2,M290,F,Bangui,Personne âgee,3,18370.10157,18370.10157,Macao,Bangui,Bangui,,,,,,,,0,0,7603.19023,0,7603.19023,7603.19023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,F,12,forest_camp
368,683,Goumakoungou2,M291,M,Mboule,Adulte,1,51302.92979,162783.3621,Macao,Bangui,Bangui,Goumakongou2,,,,,,,0,620.9829719,7603.19023,620.9829719,7603.19023,7956.346164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,F,12,forest_camp
370,685,Goumakoungou2,M294,F,Bangui,Adolescent,0,34415.15565,47606.64384,Macao,Bangui,Bangui,Goumakoungou2,Goumakoungou2,Bangui,Bangui,Djoube,Loumani,,M293,0,7603.19023,0,7603.19023,7603.19023,0,7603.19023,0,7603.19023,NA,4146.085314,0,7603.19023,19048.91822,12195.40852,C,F,12,forest_camp
371,686,Goumakoungou2,M295,F,Bangui,Adolescent,0,34415.15565,47606.64384,Macao,Bangui,Bangui,Goumakoungou2,Goumakoungou2,,,,,,0,0,7603.19023,0,7603.19023,7603.19023,0,7603.19023,NA,NA,NA,NA,NA,NA,NA,NA,C,F,12,forest_camp
372,687,Keke,M296,M,Djoube,Adulte,7,64886.44895,170148.2931,Macao,Djoube,Djoube,,,Bangui,Bangui,Bangui,,,M297,0,11337.51148,0,11337.51148,11337.51148,NA,NA,19048.91822,13339.20208,NA,NA,19048.91822,13339.20208,19048.91822,13339.20208,C,F,39,forest_camp
373,688,Keke,M297,F,Bangui,Adulte,6,30281.76822,41514.61821,Macao,Bangui,Bangui,,,Djoube,Djoube,Djoube,,,M296,0,13339.20208,0,13339.20208,13339.20208,NA,NA,19048.91822,11337.51148,NA,NA,19048.91822,11337.51148,19048.91822,11337.51148,C,F,39,forest_camp
374,689,Mboule,M298,M,Bangui,Adolescent,0,47606.64384,162268.2931,Macao,Bangui,Bangui,Mboule,Mboule,,,,,,0,0,620.9829719,0,620.9829719,620.9829719,0,620.9829719,NA,NA,NA,NA,NA,NA,NA,NA,C,V,59,village_camp
375,692,Keke,M299,M,Djoube,Adulte,3,66135.80625,110801.2929,Macao,Djoube,Djoube,,Djoube,Djoube,Djoube,Djoube,Keke,Keke,M300,0,11337.51148,0,11337.51148,11337.51148,NA,11337.51148,0,11337.51148,0,0,0,11337.51148,0,11337.51148,C,F,39,forest_camp
376,693,Keke,M300,F,Djoube,Adulte,3,19048.91822,19048.91822,Macao,Djoube,Djoube,Keke,Keke,Djoube,Djoube,Djoube,Djoube,,M299,0,11337.51148,0,11337.51148,11337.51148,0,11337.51148,0,11337.51148,NA,11337.51148,0,11337.51148,0,11337.51148,C,F,39,forest_camp
377,694,Keke,M301,M,Mboule,Adulte,8,79763.17307,162783.3621,Macao,,Bonguinda,,,,,,,,0,NA,NA,NA,NA,13809.69478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,F,39,forest_camp
379,696,Keke,M303,F,Moumbelou,Adulte,3,NA,#NAME?,Macao,,Bangui,,,Mboule,,Bonguinda,,,M301,NA,NA,NA,13339.20208,NA,NA,NA,NA,13809.69478,NA,NA,NA,NA,NA,NA,C,F,39,forest_camp
380,697,Keke,M503,F,Mboule,Personne âgee,0,NA,#NAME?,Macao,,,,,,,,,,0,NA,NA,NA,NA,13809.69478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,F,39,forest_camp
381,698,Keke,M304,F,Bobate,Adulte,1,31994.70544,91842.19599,Macao,Bobate,Mboule,Keke,Keke,Bangui,Bangui,Pape_village,,Keke,M305,0,14619.62572,812.0730563,13809.69478,14619.62572,0,14619.62572,1365.664499,13339.20208,0,NA,1365.664499,13339.20208,269.758897,14524.10108,C,F,39,forest_camp
382,699,Keke,M305,M,Bangui,Adulte,1,98099.36916,162268.2931,Macao,Bangui,Pape_village,Keke,,Bobate,Bobate,Mboule,Keke,Keke,M304,0,13339.20208,1383.548858,14524.10108,13339.20208,0,NA,1365.664499,14619.62572,0,0,1365.664499,14619.62572,620.9829719,13809.69478,C,F,39,forest_camp
383,700,Keke,M306,M,,Adulte,5,NA,#NAME?,Macao,,Bangui,,Loundoungou,Mboule,,Bonguinda,,,M301,NA,NA,NA,13339.20208,NA,NA,82832.69819,NA,13809.69478,NA,NA,NA,NA,NA,NA,C,F,39,forest_camp
384,701,Keke,M307,F,Mafouete,Adulte,4,NA,#NAME?,Macao,Mafouete,Manfouete,,Manfouete,,,Bangui,Loundoungou,,M306,NA,NA,NA,31564.10866,NA,NA,31564.10866,NA,NA,NA,82832.69819,NA,NA,NA,13339.20208,C,F,39,forest_camp
385,702,Keke,M308,M,Bangui,Adulte,2,106479.0275,245156.8641,Macao,,Bangui,Loundoungou,,,,,,,0,NA,NA,0,13339.20208,13339.20208,82832.69819,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,F,39,forest_camp
386,703,Keke,M309,F,Bangui,Adulte,2,47982.17373,54449.72924,Macao,,Bangui,Mboule,,Bangui,,Bangui,,Loundoungou,M308,NA,NA,0,13339.20208,13339.20208,13809.69478,NA,0,13339.20208,82832.69819,NA,NA,NA,0,13339.20208,C,F,39,forest_camp
387,704,Ngomo,M310,F,Mboule,Personne âgee,4,25961.95638,51302.92979,Macao,Mboule,Bangui,,,,,,,,0,0,5576.226226,620.9829719,5041.432107,5576.226226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,F,8,forest_camp
388,705,Ngomo,M311,F,Mboule,Adulte,2,20830.89448,47313.79647,Macao,Bangui,Bangui,Ngomo,,Bangui,Bobate,Bangui,,,M312,620.9829719,5041.432107,620.9829719,5041.432107,5576.226226,0,NA,620.9829719,5041.432107,NA,NA,812.0730563,6383.419557,620.9829719,5041.432107,C,F,8,forest_camp
389,706,Ngomo,M312,M,Bangui,Adulte,6,92063.47728,295781.2885,Macao,Bobate,Bangui,,,Mboule,Bangui,Bangui,,Ngomo,M311,1365.664499,6383.419557,0,5041.432107,5041.432107,NA,NA,620.9829719,5576.226226,0,NA,0,5041.432107,0,5041.432107,C,F,8,forest_camp
390,707,Ngomo,M313,M,Bangui,Adulte,0,89320.64004,162268.2931,Macao,Bangui,Bangui,Goumakoungou2,,Bangui,Bangui,Bangui,,Ngomo,M314,0,5041.432107,0,5041.432107,5041.432107,3703.400288,NA,0,5041.432107,0,NA,0,5041.432107,0,5041.432107,C,F,8,forest_camp
391,708,Ngomo,M314,F,Bangui,Adulte,1,21223.66746,21223.66746,Macao,Bangui,Bangui,Ngomo,,Bangui,Bangui,Bangui,,Goumakoungou2,M313,0,5041.432107,0,5041.432107,5041.432107,0,NA,0,5041.432107,3703.400288,NA,0,5041.432107,0,5041.432107,C,F,8,forest_camp
392,709,Ngomo,M315,M,Mboule,Adolescent,0,47313.79647,162783.3621,Macao,Bangui,Bangui,Ngomo,,,,,,,0,620.9829719,5041.432107,620.9829719,5041.432107,5576.226226,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,F,8,forest_camp
393,710,Ngomo,M316,M,Bangui,Adolescent,0,NA,#NAME?,Macao,Bangui,Bangui,Ngomo,Ngomo,,,,,,0,0,5041.432107,0,5041.432107,5041.432107,0,5041.432107,NA,NA,NA,NA,NA,NA,NA,NA,C,F,8,forest_camp
