,camp_name,house_num,house_ppl,time_camp,sex,age_group,ref,region,year
1245,Misseke_MI,1,4,1,M,Adulte,MI145,Minganga,2023
1246,Misseke_MI,1,4,1,F,Adulte,MI146,Minganga,2023
1247,Misseke_MI,1,4,1,M,Enfant,MI147,Minganga,2023
1248,Misseke_MI,1,4,1,M,Enfant,MI148,Minganga,2023
1249,Misseke_MI,2,1,3,M,Personne agée,MI149,Minganga,2023
1250,Misseke_MI,3,4,1,M,Adulte,MI150,Minganga,2023
1251,Misseke_MI,3,4,1,F,Adulte,MI151,Minganga,2023
1252,Misseke_MI,3,4,1,F,Enfant,MI152,Minganga,2023
1253,Misseke_MI,3,4,1,F,Enfant,MI153,Minganga,2023
1254,Mongo,1,8,5,M,Adulte,MI134,Minganga,2023
1255,Mongo,1,8,5,F,Enfant,MI135,Minganga,2023
1256,Mongo,2,7,5,F,Adulte,MI136,Minganga,2023
1257,Mongo,3,2,5,F,Personne agée,MI137,Minganga,2023
1258,Mongo,2,7,5,M,Adulte,MI138,Minganga,2023
1259,Mongo,2,7,5,F,Enfant,MI139,Minganga,2023
1260,Mongo,2,7,5,M,Enfant,MI140,Minganga,2023
1261,Mongo,2,7,5,M,Enfant,MI141,Minganga,2023
1262,Mongo,2,7,5,M,Enfant,MI142,Minganga,2023
1263,Mongo,3,2,5,M,Adulte,MI143,Minganga,2023
1264,Mossombo,NA,4,5,M,Adulte,MI144,Minganga,2023
1265,Ngata,1,5,1,F,,MI182,Minganga,2023
1266,Ngata,1,5,2,F,Personne agée,MI183,Minganga,2023
1267,Ngata,NA,NA,NA,M,Adulte,MI184,Minganga,2023
1268,Ngata,2,3,2,M,Adolescent,MI185,Minganga,2023
1269,Ngata,1,5,NA,F,Enfant,MI194,Minganga,2023
1270,Bylikombo1,1,6,2,M,Adulte,MI205,Minganga,2023
1271,Bylikombo1,1,6,2,F,Adulte,MI206,Minganga,2023
1272,Bylikombo1,2,6,1,F,Adulte,MI209,Minganga,2023
1273,Bylikombo1,4,5,1,F,Adulte,MI211,Minganga,2023
1274,Bylikombo1,5,1,1,M,Adolescent,MI212,Minganga,2023
1275,Bylikombo2,1,1,2,F,Personne agée,MI210,Minganga,2023
1276,Bouma,1,7,2,M,Adulte,MI154,Minganga,2023
1277,Bouma,1,6,2,F,Adulte,MI155,Minganga,2023
1278,Bouma,1,6,2,F,Enfant,MI156,Minganga,2023
1279,Bouma,1,6,1,M,Enfant,MI157,Minganga,2023
1280,Bouma,1,6,1,M,Enfant,MI158,Minganga,2023
1281,Bouma,1,6,1,F,Enfant,MI159,Minganga,2023
1282,Bouma,2,6,2,M,Adulte,MI160,Minganga,2023
1283,Bouma,2,6,1,F,Adulte,MI161,Minganga,2023
1284,Bouma,5,1,2,F,Personne agée,MI162,Minganga,2023
1285,Bouma,2,6,1,F,Enfant,MI163,Minganga,2023
1286,Bouma,2,6,1,M,Enfant,MI164,Minganga,2023
1287,Bouma,2,6,1,F,Enfant,MI165,Minganga,2023
1288,Bouma,2,6,1,M,Enfant,MI166,Minganga,2023
1289,Bouma,3,2,2,F,Adolescent,MI178,Minganga,2023
1290,Bouma,3,2,2,F,Adolescent,MI179,Minganga,2023
1291,Bouma,4,5,2,F,Adulte,MI180,Minganga,2023
1292,Bouma,4,5,2,M,Adulte,MI181,Minganga,2023
1293,Bylikombo1,NA,NA,NA,M,Enfant,MI204,Minganga,2023
1294,Bylikombo1,2,6,1,M,Adulte,MI207,Minganga,2023
1295,Bylikombo1,3,3,1,F,Personne agée,MI208,Minganga,2023
1296,Bylikombo1,NA,NA,NA,M,Enfant,MI213,Minganga,2023
1297,Bylikombo1,NA,NA,NA,F,Enfant,MI214,Minganga,2023
1298,Bylikombo1,NA,NA,NA,F,Enfant,MI215,Minganga,2023
1299,Bylikombo1,NA,NA,NA,M,Enfant,MI217,Minganga,2023
1300,Bylikombo1,NA,NA,NA,F,Enfant,MI218,Minganga,2023
1301,Bylikombo1,NA,NA,NA,M,Enfant,MI219,Minganga,2023
1302,Bylikombo1,NA,NA,NA,F,Enfant,MI220,Minganga,2023
1303,Bylikombo1,NA,NA,NA,M,Enfant,MI221,Minganga,2023
1304,Bylikombo2,2,3,1,M,Adulte,MI216,Minganga,2023
1305,Bylikombo2,NA,NA,NA,M,Enfant,MI222,Minganga,2023
1306,Bylikombo2,NA,NA,NA,F,Enfant,MI223,Minganga,2023
1307,Bylikombo2,NA,NA,NA,M,Enfant,MI224,Minganga,2023
1308,Bylikombo2,NA,NA,NA,M,Enfant,MI225,Minganga,2023
1309,Bylikombo2,3,6,1,F,Adulte,MI226,Minganga,2023
1310,Essesse,1,6,2,M,Adulte,MI187,Minganga,2023
1311,Essesse,1,6,2,F,Adulte,MI188,Minganga,2023
1312,Essesse,2,4,2,F,Adolescent,MI189,Minganga,2023
1313,Essesse,NA,NA,NA,M,Enfant,MI190,Minganga,2023
1314,Essesse,NA,NA,NA,M,Enfant,MI191,Minganga,2023
1315,Essesse,3,2,2,F,Adolescent,MI192,Minganga,2023
1316,Essesse,7,1,NA,F,Personne agée,MI193,Minganga,2023
1317,Essesse,4,5,1,M,Adulte,MI195,Minganga,2023
1318,Essesse,3,2,2,F,Adolescent,MI196,Minganga,2023
1319,Essesse,3,2,2,F,Adulte,MI197,Minganga,2023
1320,Essesse,4,3,2,F,Adulte,MI198,Minganga,2023
1321,Essesse,NA,NA,NA,M,Enfant,MI199,Minganga,2023
1322,Essesse,NA,NA,NA,F,Enfant,MI200,Minganga,2023
1323,Essesse,NA,NA,NA,M,Enfant,MI201,Minganga,2023
1324,Essesse,NA,NA,NA,,,MI227,Minganga,2023
1325,Mbaya,1,2,2,F,Adolescent,MI202,Minganga,2023
1326,Mbaya,1,2,2,M,Adolescent,MI203,Minganga,2023
1327,Mbila,1,1,2,F,Personne agée,MI167,Minganga,2023
1328,Mbila,2,7,2,M,Adulte,MI168,Minganga,2023
1329,Mbila,2,7,2,F,Adulte,MI169,Minganga,2023
1330,Mbila,2,7,2,M,Enfant,MI170,Minganga,2023
1331,Mbila,2,7,2,M,Enfant,MI171,Minganga,2023
1332,Mbila,2,7,2,M,Enfant,MI172,Minganga,2023
1333,Mbila,2,7,2,F,Enfant,MI173,Minganga,2023
1334,Mbila,2,7,2,F,Enfant,MI174,Minganga,2023
1335,Mbila,3,4,2,M,Adulte,MI175,Minganga,2023
1336,Mbila,3,4,2,F,Adulte,MI176,Minganga,2023
1337,Mbila,4,1,2,M,Adulte,MI177,Minganga,2023
1338,Misseke_MI,1,4,1,M,Adulte,MI145,Minganga,2023
1339,Misseke_MI,1,4,1,F,Adulte,MI146,Minganga,2023
1340,Misseke_MI,1,4,1,M,Enfant,MI147,Minganga,2023
1341,Misseke_MI,1,4,1,M,Enfant,MI148,Minganga,2023
1342,Misseke_MI,2,1,3,M,Personne agée,MI149,Minganga,2023
1343,Misseke_MI,3,4,1,M,Adulte,MI150,Minganga,2023
1344,Misseke_MI,3,4,1,F,Adulte,MI151,Minganga,2023
1345,Misseke_MI,3,4,1,F,Enfant,MI152,Minganga,2023
1346,Misseke_MI,3,4,1,F,Enfant,MI153,Minganga,2023
1347,Mongo,1,8,5,M,Adulte,MI134,Minganga,2023
1348,Mongo,1,8,5,F,Enfant,MI135,Minganga,2023
1349,Mongo,2,7,5,F,Adulte,MI136,Minganga,2023
1350,Mongo,3,2,5,F,Personne agée,MI137,Minganga,2023
1351,Mongo,2,7,5,M,Adulte,MI138,Minganga,2023
1352,Mongo,2,7,5,F,Enfant,MI139,Minganga,2023
1353,Mongo,2,7,5,M,Enfant,MI140,Minganga,2023
1354,Mongo,2,7,5,M,Enfant,MI141,Minganga,2023
1355,Mongo,2,7,5,M,Enfant,MI142,Minganga,2023
1356,Mongo,3,2,5,M,Adulte,MI143,Minganga,2023
1357,Mossombo,NA,4,5,M,Adulte,MI144,Minganga,2023
1358,Ngata,1,5,1,F,,MI182,Minganga,2023
1359,Ngata,1,5,2,F,Personne agée,MI183,Minganga,2023
1360,Ngata,NA,NA,NA,M,Adulte,MI184,Minganga,2023
1361,Ngata,2,3,2,M,Adolescent,MI185,Minganga,2023
1362,Ngata,1,5,NA,F,Enfant,MI194,Minganga,2023
1363,Bonga2,1,5,1,M,Adulte,M202,Macao,2023
1364,Bonga2,1,5,1,F,Adulte,M203,Macao,2023
1365,Bonga2,2,5,2,F,Adulte,M204,Macao,2023
1366,Bonga2,3,8,2,F,Adulte,M205,Macao,2023
1367,Bonga2,4,5,NA,F,Adulte,M401,Macao,2023
1368,Bonga2,4,6,2,F,Personne agée,M206,Macao,2023
1369,Bonga2,4,6,2,M,Adulte,M207,Macao,2023
1370,Bate,1,5,1,M,Adulte,M208,Macao,2023
1371,Bonga2,1,3,NA,F,Enfant,M209,Macao,2023
1372,Bonga1,1,4,2,M,Adulte,M210,Macao,2023
1373,Bonga1,1,4,2,F,Adulte,M211,Macao,2023
1374,Bonga1,2,5,3,M,Adulte,M212,Macao,2023
1375,Bonga1,7,3,3,M,Personne agée,M213,Macao,2023
1376,Bonga1,3,3,2,M,Adulte,M214,Macao,2023
1377,Bonga1,7,1,NA,M,Enfant,M215,Macao,2023
1378,Bonga1,1,4,NA,F,Enfant,M216,Macao,2023
1379,Bonga1,1,4,NA,M,Enfant,M217,Macao,2023
1380,Bonga1,NA,NA,NA,M,Enfant,M218,Macao,2023
1381,Bonga1,2,5,NA,F,Enfant,M219,Macao,2023
1382,Payo,1,2,1,M,Adolescent,M220,Macao,2023
1383,Payo,2,4,1,F,Personne agée,M221,Macao,2023
1384,Payo,2,4,1,M,Personne agée,M222,Macao,2023
1385,Payo,3,10,1,F,Adulte,M223,Macao,2023
1386,Payo,3,10,1,M,Adulte,M224,Macao,2023
1387,Payo,3,10,1,M,Enfant,M225,Macao,2023
1388,Payo,4,3,1,F,Adulte,M227,Macao,2023
1389,Payo,5,5,1,F,Adulte,M228,Macao,2023
1390,Payo,5,6,1,M,Adulte,M229,Macao,2023
1391,Payo,4,3,1,M,Adulte,M230,Macao,2023
1392,Payo,5,6,NA,F,Enfant,M231,Macao,2023
1393,Payo,5,6,NA,F,Enfant,M232,Macao,2023
1394,Payo,5,6,NA,M,Enfant,M233,Macao,2023
1395,Payo,3,10,NA,F,Enfant,M234,Macao,2023
1396,Payo,3,10,NA,F,Enfant,M235,Macao,2023
1397,Payo,3,10,NA,M,Enfant,M236,Macao,2023
1398,Bate,2,5,2,F,Adulte,M237,Macao,2023
1399,Bate,2,5,2,M,Adulte,M238,Macao,2023
1400,Bete3,1,6,1,M,Adulte,M239,Macao,2023
1401,Bete3,1,4,2,F,Adulte,M240,Macao,2023
1402,Bete3,NA,NA,NA,F,Adulte,M241,Macao,2023
1403,Bete1,1,3,1,M,Adulte,M242,Macao,2023
1404,Bete1,1,3,1,F,Adulte,M243,Macao,2023
1405,Bete1,2,4,1,F,Personne agée,M244,Macao,2023
1406,Bete1,2,4,1,M,Adulte,M245,Macao,2023
1407,Payo,6,2,1,M,Adulte,M246,Macao,2023
1408,Payo,7,2,2,F,Personne agée,M247,Macao,2023
1409,Payo,6,2,1,F,Adulte,M248,Macao,2023
1410,Bete3,NA,NA,NA,M,Enfant,M249,Macao,2023
1411,Bete3,NA,NA,NA,M,Enfant,M250,Macao,2023
1412,Bonga1,4,7,1,,Adulte,M251,Macao,2023
1413,Bete1,3,4,1,F,Adolescent,M252,Macao,2023
1414,Bete1,2,4,1,F,Adulte,M253,Macao,2023
1415,Bete1,4,3,2,M,Adolescent,M254,Macao,2023
1416,Bete1,4,3,1,F,Adolescent,M255,Macao,2023
1417,Payo,1,2,1,F,Adolescent,M257,Macao,2023
1418,Bonga1,4,4,1,F,Personne agée,M258,Macao,2023
1419,Payo,5,6,NA,M,Enfant,M256,Macao,2023
1420,Bonga1,5,3,1,F,Adulte,M259,Macao,2023
1421,Bonga1,3,3,2,F,Adulte,M260,Macao,2023
1422,Bonga1,6,4,1,F,Adulte,M261,Macao,2023
1423,Bete2,1,7,5,F,Adulte,M262,Macao,2023
1424,Bete2,3,3,5,F,Adulte,M263,Macao,2023
1425,Bete2,4,2,5,F,Personne agée,M264,Macao,2023
1426,Bete2,5,6,5,M,Adulte,M265,Macao,2023
1427,Bete2,NA,6,5,F,Adulte,M266,Macao,2023
1428,Bete2,1,7,3,M,Adulte,M267,Macao,2023
1429,Bete3,NA,NA,NA,F,Adulte,M268,Macao,2023
1430,Bete2,6,5,3,F,Personne agée,M269,Macao,2023
1431,Payo,3,10,NA,F,Enfant,M270,Macao,2023
1432,Mboule,2,6,5,M,Adulte,M271,Macao,2023
1433,Mboule,2,6,5,M,Adulte,M272,Macao,2023
1434,Mboule,3,2,5,F,Adolescent,M273,Macao,2023
1435,Mboule,3,2,2,M,Adolescent,M274,Macao,2023
1436,Mboule,4,1,5,M,Personne agée,M275,Macao,2023
1437,Mboule,8,10,5,F,Personne agée,M277,Macao,2023
1438,Mboule,10,5,2,F,Adulte,M279,Macao,2023
1439,Mboule,10,5,2,M,Adulte,M278,Macao,2023
1440,Mboule,11,2,2,F,Adulte,M280,Macao,2023
1441,Mboule,8,10,5,F,Adulte,M281,Macao,2023
1442,Mboule,13,2,1,M,Adulte,M282,Macao,2023
1443,Mboule,13,2,2,F,Adulte,M283,Macao,2023
1444,Mboule,14,4,2,F,Adulte,M284,Macao,2023
1445,Mboule,NA,NA,NA,M,Adolescent,M285,Macao,2023
1446,Mboule,NA,4,2,F,Adulte,M286,Macao,2023
1447,Mboule,NA,2,1,F,Adolescent,M287,Macao,2023
1448,Goumakoungou2,1,3,1,M,Personne agée,M288,Macao,2023
1449,Goumakoungou2,4,4,1,F,Personne agée,M373,Macao,2023
1450,Goumakoungou2,1,3,1,F,Adulte,M289,Macao,2023
1451,Goumakoungou2,2,2,1,F,Personne agée,M290,Macao,2023
1452,Goumakoungou2,3,1,1,M,Adulte,M291,Macao,2023
1453,Goumakoungou2,5,2,1,M,,M293,Macao,2023
1454,Goumakoungou2,5,2,1,F,Adolescent,M294,Macao,2023
1455,Goumakoungou2,4,4,2,F,Adolescent,M295,Macao,2023
1456,Keke,1,6,2,M,Adulte,M296,Macao,2023
1457,Keke,1,6,2,F,Adulte,M297,Macao,2023
1458,Mboule,NA,NA,2,M,Adolescent,M298,Macao,2023
1459,Keke,1,6,2,M,Enfant,M501,Macao,2023
1460,Keke,1,6,2,F,Enfant,M502,Macao,2023
1461,Keke,2,5,1,M,Adulte,M299,Macao,2023
1462,Keke,2,5,2,F,Adulte,M300,Macao,2023
1463,Keke,3,6,1,M,Adulte,M301,Macao,2023
1464,Keke,3,6,NA,F,,M302,Macao,2023
1465,Keke,3,6,2,F,Adulte,M303,Macao,2023
1466,Keke,4,4,1,F,Personne agée,M503,Macao,2023
1467,Keke,6,3,2,F,Adulte,M304,Macao,2023
1468,Keke,6,3,1,M,Adulte,M305,Macao,2023
1469,Keke,7,6,1,M,Adulte,M306,Macao,2023
1470,Keke,7,6,1,F,Adulte,M307,Macao,2023
1471,Keke,8,4,2,M,Adulte,M308,Macao,2023
1472,Keke,8,4,2,F,Adulte,M309,Macao,2023
1473,Ngomo,1,1,1,F,Personne agée,M310,Macao,2023
1474,Ngomo,2,2,2,F,Adulte,M311,Macao,2023
1475,Ngomo,2,2,2,M,Adulte,M312,Macao,2023
1476,Ngomo,3,2,2,M,Adulte,M313,Macao,2023
1477,Ngomo,3,2,2,F,Adulte,M314,Macao,2023
1478,Ngomo,4,3,2,M,Adolescent,M315,Macao,2023
1479,Ngomo,4,3,2,M,Adolescent,M316,Macao,2023
1480,Midiba,1,1,1,M,Adolescent,M317,Macao,2023
1481,Bayamoto,1,5,2,M,Personne agée,M318,Macao,2023
1482,Bayamoto,1,5,2,F,Personne agée,M319,Macao,2023
1483,Bayamoto,2,5,1,F,Adulte,M321,Macao,2023
1484,Bayamoto,2,5,2,M,Adulte,M322,Macao,2023
1485,Bayamoto,3,1,2,M,Adulte,M323,Macao,2023
1486,Bayamoto,4,3,2,M,Adolescent,M324,Macao,2023
1487,Bayamoto,4,3,1,F,Adolescent,M325,Macao,2023
1488,Lango,1,6,2,F,Adulte,M326,Macao,2023
1489,Lango,1,6,2,M,Adulte,M327,Macao,2023
1490,Lango,2,5,4,M,Personne agée,M328,Macao,2023
1491,Lango,4,5,5,M,Adulte,M329,Macao,2023
1492,Lango,6,4,2,M,Adulte,M330,Macao,2023
1493,Mbila_MA,1,2,5,M,Personne agée,M331,Macao,2023
1494,Banga,1,5,2,F,Adulte,M332,Macao,2023
1495,Banga,1,5,2,M,Adulte,M333,Macao,2023
1496,Banga,2,4,NA,M,Adulte,M334,Macao,2023
1497,Banga,3,1,1,M,Adolescent,M335,Macao,2023
1498,Ndobalikanbo,1,3,1,F,Adulte,M336,Macao,2023
1499,Ndobalikanbo,1,3,1,M,Adulte,M337,Macao,2023
1500,Ndobalikanbo,2,4,2,M,Adulte,M338,Macao,2023
1501,Ndobalikanbo,NA,4,2,F,Adulte,M339,Macao,2023
1502,Macao_camp1,1,2,2,M,Adulte,M340,Macao,2023
1503,Macao_camp1,NA,2,5,F,Adulte,M341,Macao,2023
1504,Macao_camp3,1,3,1,F,Adulte,M342,Macao,2023
1505,Macao_camp3,2,4,1,F,Adulte,M343,Macao,2023
1506,Macao_camp3,2,4,1,M,Adulte,M344,Macao,2023
1507,Macao_camp3,1,3,1,M,Adolescent,M345,Macao,2023
1508,Macao_camp5,1,7,5,M,Personne agée,M346,Macao,2023
1509,Macao_camp5,1,7,5,F,Personne agée,M347,Macao,2023
1510,Macao_camp4,NA,4,5,M,Adulte,M348,Macao,2023
1511,Macao_camp6,NA,2,5,F,Adulte,M349,Macao,2023
1512,Macao_camp1,NA,1,5,F,Personne agée,M350,Macao,2023
1513,Macao_camp7,1,5,1,F,Adulte,M351,Macao,2023
1514,Macao_camp7,NA,7,5,M,Adulte,M352,Macao,2023
1515,Macao_camp6,2,5,5,F,Adulte,M353,Macao,2023
1516,Macao_camp8,1,9,2,F,Adulte,M354,Macao,2023
1517,Macao_camp8,1,9,NA,M,Adolescent,M355,Macao,2023
1518,Macao_camp2,1,3,5,,,M356,Macao,2023
1519,Macao_camp9,1,6,1,,Adulte,M357,Macao,2023
1520,Macao_camp9,1,6,1,M,Adulte,M359,Macao,2023
1521,Macao_camp10,1,5,5,F,Adulte,M360,Macao,2023
1522,Macao_camp4,1,4,3,F,Adolescent,M361,Macao,2023
1523,Pape_village,1,4,2,M,Adulte,M362,Macao,2023
1524,Macao_camp10,1,3,3,M,Adulte,M363,Macao,2023
1525,Pape_village,1,4,5,F,Adolescent,M364,Macao,2023
1526,Pape_village,1,4,1,M,Adolescent,M365,Macao,2023
1527,Pape_village,1,4,5,F,Adolescent,M366,Macao,2023
1528,Pape_village,3,1,2,M,Personne agée,M367,Macao,2023
1529,Pape_village,5,5,5,M,Adulte,M368,Macao,2023
1530,Pape_village,5,5,5,F,Adolescent,M369,Macao,2023
1531,Pape_village,7,4,5,F,Adulte,M370,Macao,2023
1532,Pape_village,8,12,3,F,Personne agée,M370,Macao,2023
1533,Pape_village,8,12,5,M,Personne agée,M372,Macao,2023
1534,Bayamoto,NA,NA,2,F,,M400,Macao,2023
1535,Bete2,NA,6,3,,Adolescent,M375,Macao,2023
1536,Bete1,NA,NA,NA,M,Adulte,M374,Macao,2023
1537,,NA,NA,NA,,,,Macao,2023
