,camp_name,house_num,house_ppl,time_camp,sex,age_group,ref,region,year
1,Safou,2,7,2,F,Enfant,D1,Dongou,2022
2,Safou,2,7,2,M,Adulte,D10,Dongou,2022
3,Bokombo4,1,4,5,F,Personne agée,D100,Dongou,2022
4,Bokombo4,3,2,5,F,Personne agée,D101,Dongou,2022
5,Bokombo4,1,4,5,F,Enfant,D102,Dongou,2022
6,Bokombo2,2,2,5,F,Adulte,D103,Dongou,2022
7,Bokombo3,1,2,5,M,Adulte,D104,Dongou,2022
8,Bokombo4,1,4,5,M,Personne agée,D105,Dongou,2022
9,Bokombo3,1,2,5,F,Adulte,D106,Dongou,2022
10,Bokombo1,5,5,5,M,Adulte,D107,Dongou,2022
11,Bokombo1,5,5,5,M,Enfant,D108,Dongou,2022
12,Bokombo1,5,5,5,F,Adulte,D109,Dongou,2022
13,Safou,1,3,2,F,Personne agée,D11,Dongou,2022
14,Bokombo1,5,5,5,M,Adulte,D110,Dongou,2022
15,Bokombo1,3,6,5,M,Enfant,D111,Dongou,2022
16,Bokombo1,1,2,4,F,Adulte,D112,Dongou,2022
17,Bokombo1,3,6,5,M,Enfant,D113,Dongou,2022
18,Bokombo1,3,6,5,M,Personne agée,D114,Dongou,2022
19,Bokombo1,3,6,5,F,Adulte,D115,Dongou,2022
20,Bokombo1,3,6,5,M,Adolescent,D116,Dongou,2022
21,Bokombo1,3,6,5,F,Personne agée,D117,Dongou,2022
22,Bokombo1,1,2,3,F,Enfant,D118,Dongou,2022
23,Bokombo6,9,4,2,M,Enfant,D119,Dongou,2022
24,Cacao,3,8,NA,F,Enfant,D12,Dongou,2022
25,Bokombo6,9,4,2,F,Adulte,D120,Dongou,2022
26,Bokombo6,9,4,2,M,Enfant,D121,Dongou,2022
27,Bokombo6,9,4,2,M,Adulte,D122,Dongou,2022
28,Bokombo6,8,8,2,M,Enfant,D123,Dongou,2022
29,Bokombo6,8,8,2,M,Enfant,D124,Dongou,2022
30,Bokombo6,8,8,2,M,Enfant,D125,Dongou,2022
31,Bokombo6,8,8,2,M,Enfant,D126,Dongou,2022
32,Bokombo6,8,8,2,M,Enfant,D127,Dongou,2022
33,Bokombo6,8,8,2,M,Adolescent,D128,Dongou,2022
34,Bokombo6,8,8,2,F,Adulte,D129,Dongou,2022
35,Cacao,3,8,NA,M,Enfant,D13,Dongou,2022
36,Bokombo6,8,8,2,M,Adulte,D130,Dongou,2022
37,Bokombo6,4,4,2,F,Adolescent,D131,Dongou,2022
38,Bokombo6,4,4,3,M,Personne agée,D132,Dongou,2022
39,Bokombo6,4,4,2,M,Enfant,D133,Dongou,2022
40,Bokombo6,4,4,2,M,Enfant,D134,Dongou,2022
41,Bokombo6,2,4,2,F,Personne agée,D135,Dongou,2022
42,Bokombo6,2,4,2,F,Enfant,D136,Dongou,2022
43,Bokombo6,2,4,2,F,Enfant,D137,Dongou,2022
44,Bokombo6,7,8,2,M,Personne agée,D138,Dongou,2022
45,Bokombo6,2,4,2,M,Enfant,D139,Dongou,2022
46,Cacao,3,8,NA,F,Enfant,D14,Dongou,2022
47,Bokombo6,7,8,2,M,Enfant,D140,Dongou,2022
48,Bokombo6,7,8,2,F,Enfant,D141,Dongou,2022
49,Bokombo6,7,8,2,M,Enfant,D142,Dongou,2022
50,Bokombo6,7,8,2,F,Personne agée,D143,Dongou,2022
51,Bokombo6,7,8,2,F,Adolescent,D144,Dongou,2022
52,Bokombo6,7,8,2,F,Personne agée,D145,Dongou,2022
53,Bokombo6,6,4,2,M,Enfant,D146,Dongou,2022
54,Bokombo6,6,4,2,M,Adolescent,D147,Dongou,2022
55,Bokombo6,6,4,2,F,Adulte,D148,Dongou,2022
56,Bokombo6,6,4,2,M,Adulte,D149,Dongou,2022
57,Tangassi,1,8,5,F,Enfant,D15,Dongou,2022
58,Bokombo6,5,4,4,M,Enfant,D150,Dongou,2022
59,Bokombo6,5,5,2,M,Adolescent,D151,Dongou,2022
60,Bokombo6,5,4,2,F,Adulte,D152,Dongou,2022
61,Bokombo6,5,4,2,M,Adulte,D153,Dongou,2022
62,Bokombo4,2,7,2,M,Enfant,D154,Dongou,2022
63,Bokombo5,2,7,5,M,Adulte,D155,Dongou,2022
64,Bokombo3,2,5,2,F,Adolescent,D156,Dongou,2022
65,Bokombo3,2,7,2,F,Adulte,D157,Dongou,2022
66,Bokombo5,2,7,4,M,Enfant,D158,Dongou,2022
67,Bokombo5,2,7,4,M,Enfant,D159,Dongou,2022
68,Tangassi,1,8,4,F,Enfant,D16,Dongou,2022
69,Bokombo5,2,7,5,F,Adulte,D160,Dongou,2022
70,Bokombo5,2,7,5,M,Enfant,D161,Dongou,2022
71,Bokombo5,2,7,5,F,Adulte,D162,Dongou,2022
72,Bokombo4,4,6,2,F,Enfant,D163,Dongou,2022
73,Bokombo4,4,6,2,F,Enfant,D164,Dongou,2022
74,Bokombo4,4,6,2,M,Enfant,D165,Dongou,2022
75,Bokombo4,4,6,2,F,Enfant,D166,Dongou,2022
76,Bokombo4,4,6,2,F,Adulte,D167,Dongou,2022
77,Bokombo4,4,6,2,M,Adulte,D168,Dongou,2022
78,Bokombo4,2,7,5,M,Adulte,D169,Dongou,2022
79,Cacao,3,8,5,F,Adulte,D17,Dongou,2022
80,Bokombo4,2,7,4,M,Enfant,D170,Dongou,2022
81,Bokombo4,2,7,4,M,Enfant,D171,Dongou,2022
82,Bokombo4,2,7,4,F,Enfant,D172,Dongou,2022
83,Bokombo4,2,7,4,M,Enfant,D173,Dongou,2022
84,Bokombo3,2,5,5,M,Adulte,D174,Dongou,2022
85,Bokombo3,2,5,4,M,Enfant,D175,Dongou,2022
86,Bokombo3,2,5,4,M,Adolescent,D176,Dongou,2022
87,Bokombo4,2,7,4,F,Adulte,D177,Dongou,2022
88,Bokombo2,1,4,2,M,Adolescent,D178,Dongou,2022
89,Bokombo1,4,8,5,F,Personne agée,D179,Dongou,2022
90,Tangassi,1,8,4,M,Enfant,D18,Dongou,2022
91,Bokombo2,1,4,4,F,Adulte,D180,Dongou,2022
92,Bokombo2,1,4,3,F,Enfant,D181,Dongou,2022
93,Bokombo2,1,4,1,F,Adolescent,D182,Dongou,2022
94,Bokombo1,4,8,2,M,Enfant,D183,Dongou,2022
95,Bokombo1,4,8,NA,F,Enfant,D184,Dongou,2022
96,Bokombo1,4,8,2,M,Enfant,D185,Dongou,2022
97,Bokombo1,4,8,2,M,Enfant,D186,Dongou,2022
98,Bokombo1,4,8,2,M,Enfant,D187,Dongou,2022
99,Bokombo1,4,8,5,F,Adulte,D188,Dongou,2022
100,Bokombo1,2,7,5,F,Personne agée,D189,Dongou,2022
101,Tangassi,1,8,4,M,Enfant,D19,Dongou,2022
102,Bokombo1,2,7,4,F,Enfant,D190,Dongou,2022
103,Bokombo1,4,8,5,M,Adulte,D191,Dongou,2022
104,Bokombo1,2,7,4,F,Enfant,D192,Dongou,2022
105,Bokombo1,2,7,5,M,Adulte,D193,Dongou,2022
106,Bokombo1,2,7,2,F,Enfant,D194,Dongou,2022
107,Bokombo1,2,7,4,F,Enfant,D195,Dongou,2022
108,Bokombo1,2,7,5,F,Adulte,D196,Dongou,2022
109,Mabanga2,3,7,2,F,Enfant,D197,Dongou,2022
110,Mabanga2,3,7,4,M,Enfant,D198,Dongou,2022
111,Mabanga2,3,7,4,M,Enfant,D199,Dongou,2022
112,Safou,2,7,2,M,Enfant,D2,Dongou,2022
113,Tangassi,1,8,4,F,Enfant,D20,Dongou,2022
114,Mabanga2,3,7,5,M,Adulte,D200,Dongou,2022
115,Mabanga2,3,7,4,M,Enfant,D201,Dongou,2022
116,Mabanga2,3,7,4,F,Enfant,D202,Dongou,2022
117,Mabanga2,3,7,4,M,Enfant,D203,Dongou,2022
118,Mabanga2,3,7,5,F,Adulte,D204,Dongou,2022
119,Bele,6,3,4,F,Adulte,D205,Dongou,2022
120,Bele,6,3,2,M,Enfant,D206,Dongou,2022
121,Bele,6,3,5,M,Adulte,D207,Dongou,2022
122,Bele,5,3,2,F,Enfant,D208,Dongou,2022
123,Bele,5,3,5,M,Adolescent,D209,Dongou,2022
124,Tangassi,1,8,4,M,Enfant,D21,Dongou,2022
125,Bele,5,3,5,F,Adulte,D210,Dongou,2022
126,Bele,4,4,2,M,Enfant,D211,Dongou,2022
127,Bele,4,4,2,F,Adulte,D212,Dongou,2022
128,Bele,4,4,2,M,Adulte,D213,Dongou,2022
129,Bele,2,5,5,M,Adulte,D214,Dongou,2022
130,Bele,4,4,2,M,Adolescent,D215,Dongou,2022
131,Bele,2,5,4,M,Enfant,D216,Dongou,2022
132,Bele,2,5,4,M,Enfant,D217,Dongou,2022
133,Bele,2,5,4,F,Enfant,D218,Dongou,2022
134,Bele,2,5,5,F,Adulte,D219,Dongou,2022
135,Tangassi,1,8,4,F,Adulte,D22,Dongou,2022
136,Mokelegnegne,1,5,5,F,Adulte,D220,Dongou,2022
137,Mokelegnegne,1,5,5,M,Adulte,D221,Dongou,2022
138,Mokelegnegne,1,5,2,M,Enfant,D222,Dongou,2022
139,Mokelegnegne,1,5,4,F,Enfant,D223,Dongou,2022
140,Massendjo,3,4,4,F,Adulte,D224,Dongou,2022
141,Mokelegnegne,1,5,4,F,Enfant,D225,Dongou,2022
142,Ndzoumbele,1,4,5,M,Adulte,D226,Dongou,2022
143,Massendjo,3,3,2,F,Enfant,D227,Dongou,2022
144,Ndzoumbele,1,3,5,F,Adulte,D228,Dongou,2022
145,Massendjo,3,3,4,F,Enfant,D229,Dongou,2022
146,Tangassi,1,8,4,M,Adulte,D23,Dongou,2022
147,Ndzoumbele,2,3,2,F,Enfant,D230,Dongou,2022
148,Ndzoumbele,2,3,4,F,Enfant,D231,Dongou,2022
149,Ndzoumbele,2,3,4,F,Adulte,D232,Dongou,2022
150,Ndzoumbele,1,3,4,M,Enfant,D233,Dongou,2022
151,Ndzoumbele,1,3,4,M,Enfant,D234,Dongou,2022
152,Mabanga1,2,7,2,F,Enfant,D235,Dongou,2022
153,Mabanga1,2,7,4,F,Enfant,D236,Dongou,2022
154,Mabanga1,2,7,4,F,Enfant,D237,Dongou,2022
155,Mabanga1,2,7,4,F,Enfant,D238,Dongou,2022
156,Mabanga1,1,6,5,M,Adulte,D239,Dongou,2022
157,Cacao,3,8,5,M,Adulte,D24,Dongou,2022
158,Mabanga1,2,7,5,F,Adulte,D240,Dongou,2022
159,Mabanga1,2,7,5,M,Adulte,D241,Dongou,2022
160,Mabanga1,1,6,2,F,Enfant,D242,Dongou,2022
161,Mabanga1,1,6,4,F,Enfant,D243,Dongou,2022
162,Mabanga1,1,6,5,F,Enfant,D244,Dongou,2022
163,Mabanga1,1,6,5,F,Adulte,D245,Dongou,2022
164,Kokosso,11,5,2,F,Enfant,D246,Dongou,2022
165,Kokosso,11,5,4,M,Enfant,D247,Dongou,2022
166,Kokosso,11,5,4,M,Adolescent,D248,Dongou,2022
167,Kokosso,11,5,4,M,Enfant,D249,Dongou,2022
168,Cacao,3,8,5,M,Adulte,D25,Dongou,2022
169,Kokosso,11,5,4,F,Adulte,D250,Dongou,2022
170,Kokosso,6,3,2,F,Enfant,D251,Dongou,2022
171,Kokosso,6,3,2,F,Adulte,D252,Dongou,2022
172,Kokosso,12,3,4,F,Adulte,D253,Dongou,2022
173,Kokosso,6,3,4,M,Adulte,D254,Dongou,2022
174,Kokosso,6,3,1,F,Enfant,D255,Dongou,2022
175,Kokosso,12,3,2,F,Enfant,D256,Dongou,2022
176,Kokosso,12,3,4,M,Adulte,D257,Dongou,2022
177,Kokosso,6,3,1,F,Adolescent,D258,Dongou,2022
178,Boleike,9,5,5,M,Personne agée,D259,Dongou,2022
179,Cacao,3,8,NA,M,Enfant,D26,Dongou,2022
180,Kokosso,6,3,1,F,Adolescent,D260,Dongou,2022
181,Boleike,9,9,4,F,Enfant,D261,Dongou,2022
182,Boleike,9,9,4,F,Enfant,D262,Dongou,2022
183,Boleike,9,5,5,F,Adulte,D263,Dongou,2022
184,Boleike,9,9,4,M,Enfant,D264,Dongou,2022
185,Boleike,10,3,5,M,Adulte,D265,Dongou,2022
186,Boleike,10,3,4,F,Adulte,D266,Dongou,2022
187,Boleike,10,3,2,F,Enfant,D267,Dongou,2022
188,Mabanga2,2,5,5,F,Enfant,D268,Dongou,2022
189,Mabanga2,2,5,5,M,Enfant,D269,Dongou,2022
190,Cacao,3,8,NA,F,Enfant,D27,Dongou,2022
191,Mabanga2,2,5,5,F,Enfant,D270,Dongou,2022
192,Mabanga2,2,5,5,F,Adulte,D271,Dongou,2022
193,Mabanga2,2,5,5,M,Adulte,D272,Dongou,2022
194,Mabanga2,1,7,5,F,Enfant,D273,Dongou,2022
195,Mabanga2,1,7,5,F,Enfant,D274,Dongou,2022
196,Mabanga2,1,7,5,F,Enfant,D275,Dongou,2022
197,Mabanga2,1,7,5,F,Personne agée,D276,Dongou,2022
198,Bele,1,7,5,F,Enfant,D277,Dongou,2022
199,Bele,3,5,5,F,Enfant,D278,Dongou,2022
200,Bele,1,7,5,M,Enfant,D279,Dongou,2022
201,Cacao,2,8,5,M,Enfant,D28,Dongou,2022
202,Bele,1,7,5,M,Adolescent,D280,Dongou,2022
203,Bele,3,5,5,M,Enfant,D281,Dongou,2022
204,Bele,3,5,5,M,Adulte,D282,Dongou,2022
205,Bele,3,5,5,F,Adulte,D283,Dongou,2022
206,Bele,3,5,5,F,Enfant,D284,Dongou,2022
207,Bele,1,7,5,M,Enfant,D285,Dongou,2022
208,Bele,1,7,5,M,Personne agée,D286,Dongou,2022
209,Massendjo,4,7,5,M,Adulte,D287,Dongou,2022
210,Massendjo,4,7,5,F,Enfant,D288,Dongou,2022
211,Massendjo,4,7,5,M,Enfant,D289,Dongou,2022
212,Cacao,2,8,NA,M,Enfant,D29,Dongou,2022
213,Massendjo,4,7,5,M,Enfant,D290,Dongou,2022
214,Massendjo,4,7,5,M,Enfant,D291,Dongou,2022
215,Massendjo,3,3,5,F,Adulte,D292,Dongou,2022
216,Massendjo,4,7,5,F,Adulte,D293,Dongou,2022
217,Massendjo,4,7,5,F,Enfant,D294,Dongou,2022
218,Massendjo,3,3,5,F,Adulte,D295,Dongou,2022
219,Massendjo,3,3,5,M,Enfant,D296,Dongou,2022
220,Massendjo,2,7,5,M,Enfant,D297,Dongou,2022
221,Massendjo,2,7,5,M,Enfant,D298,Dongou,2022
222,Massendjo,2,7,5,M,Enfant,D299,Dongou,2022
223,Safou,2,7,2,M,Enfant,D3,Dongou,2022
224,Cacao,2,8,NA,F,Enfant,D30,Dongou,2022
225,Massendjo,2,7,5,M,Enfant,D300,Dongou,2022
226,Massendjo,2,7,5,M,Enfant,D301,Dongou,2022
227,Massendjo,2,7,5,F,Adulte,D302,Dongou,2022
228,Kokosso,10,12,5,F,Enfant,D303,Dongou,2022
229,Kokosso,10,12,5,F,Enfant,D304,Dongou,2022
230,Massendjo,2,7,5,M,Adulte,D305,Dongou,2022
231,Massendjo,1,1,5,F,Personne agée,D306,Dongou,2022
232,Kokosso,10,12,5,F,Enfant,D307,Dongou,2022
233,Kokosso,10,12,5,M,Enfant,D308,Dongou,2022
234,Kokosso,10,12,5,M,Enfant,D309,Dongou,2022
235,Cacao,2,8,NA,F,Enfant,D31,Dongou,2022
236,Kokosso,10,12,5,F,Adolescent,D310,Dongou,2022
237,Kokosso,10,12,5,F,Adulte,D311,Dongou,2022
238,Kokosso,10,12,5,M,Adolescent,D312,Dongou,2022
239,Kokosso,10,12,5,M,Enfant,D313,Dongou,2022
240,Kokosso,10,12,5,M,Enfant,D314,Dongou,2022
241,Kokosso,10,12,5,M,Adulte,D315,Dongou,2022
242,Kokosso,10,12,5,F,Adulte,D316,Dongou,2022
243,Kokosso,10,12,5,F,Personne agée,D317,Dongou,2022
244,Kokosso,10,12,5,M,Personne agée,D318,Dongou,2022
245,Kokosso,9,7,5,F,Enfant,D319,Dongou,2022
246,Cacao,2,8,NA,M,Enfant,D32,Dongou,2022
247,Kokosso,9,7,5,F,Enfant,D320,Dongou,2022
248,Kokosso,9,7,5,F,Enfant,D321,Dongou,2022
249,Kokosso,9,7,5,F,Adulte,D322,Dongou,2022
250,Kokosso,9,7,5,M,Enfant,D323,Dongou,2022
251,Kokosso,9,7,5,M,Adulte,D324,Dongou,2022
252,Kokosso,7,6,5,F,Enfant,D325,Dongou,2022
253,Kokosso,8,2,5,F,Adolescent,D326,Dongou,2022
254,Kokosso,7,6,5,M,Enfant,D327,Dongou,2022
255,Kokosso,7,6,5,F,Enfant,D328,Dongou,2022
256,Kokosso,7,6,5,M,Enfant,D329,Dongou,2022
257,Cacao,1,3,2,F,Adulte,D33,Dongou,2022
258,Kokosso,5,8,5,M,Adulte,D330,Dongou,2022
259,Kokosso,7,6,5,F,Adulte,D331,Dongou,2022
260,Kokosso,5,8,5,M,Enfant,D332,Dongou,2022
261,Kokosso,5,8,5,M,Enfant,D333,Dongou,2022
262,Kokosso,5,8,5,M,Enfant,D334,Dongou,2022
263,Kokosso,5,8,5,M,Enfant,D335,Dongou,2022
264,Kokosso,5,8,5,F,Enfant,D336,Dongou,2022
265,Kokosso,5,8,5,F,Adulte,D337,Dongou,2022
266,Kokosso,5,8,5,F,Enfant,D338,Dongou,2022
267,Boleike2,5,6,5,F,Enfant,D339,Dongou,2022
268,Cacao,2,8,5,F,Adulte,D34,Dongou,2022
269,Boleike2,5,6,5,M,Enfant,D340,Dongou,2022
270,Boleike2,5,6,5,M,Enfant,D341,Dongou,2022
271,Boleike2,5,6,5,M,Enfant,D342,Dongou,2022
272,Boleike2,4,3,5,F,Adolescent,D343,Dongou,2022
273,Boleike2,5,6,5,F,Adulte,D344,Dongou,2022
274,Boleike2,5,6,5,M,Adulte,D345,Dongou,2022
275,Boleike2,4,3,5,F,Personne agée,D346,Dongou,2022
276,Boleike2,4,3,5,M,Personne agée,D347,Dongou,2022
277,Boleike2,3,3,5,F,Enfant,D348,Dongou,2022
278,Boleike2,3,3,5,F,Adolescent,D349,Dongou,2022
279,Cacao,2,8,5,M,Adulte,D35,Dongou,2022
280,Boleike2,3,3,5,F,Adolescent,D350,Dongou,2022
281,Boleike2,2,3,5,M,Enfant,D351,Dongou,2022
282,Boleike2,2,3,5,F,Personne agée,D352,Dongou,2022
283,Boleike2,2,3,5,M,Personne agée,D353,Dongou,2022
284,Boleike2,1,6,1,F,Enfant,D354,Dongou,2022
285,Boleike2,1,6,5,F,Enfant,D355,Dongou,2022
286,Boleike2,1,6,5,F,Enfant,D356,Dongou,2022
287,Boleike2,1,6,5,F,Adolescent,D357,Dongou,2022
288,Boleike2,3,2,2,F,Adulte,D358,Dongou,2022
289,Boleike2,3,2,2,M,Adulte,D359,Dongou,2022
290,Cacao,1,3,2,F,Enfant,D36,Dongou,2022
291,Boleike2,1,6,5,M,Personne agée,D360,Dongou,2022
292,Boleike2,1,6,5,F,Personne agée,D361,Dongou,2022
293,Kokosso,1,5,2,M,Enfant,D362,Dongou,2022
294,Kokosso,2,2,2,F,Personne agée,D363,Dongou,2022
295,Kokosso,1,5,2,M,Enfant,D364,Dongou,2022
296,Kokosso,1,5,2,F,Adolescent,D365,Dongou,2022
297,Kokosso,1,5,2,F,Personne agée,D366,Dongou,2022
298,Kokosso,1,5,2,M,Personne agée,D367,Dongou,2022
299,Boleike1,1,2,5,F,Personne agée,D368,Dongou,2022
300,Boleike1,1,2,5,M,Personne agée,D369,Dongou,2022
301,Cacao,1,3,2,M,Adolescent,D37,Dongou,2022
302,Boleike,4,5,5,F,Enfant,D370,Dongou,2022
303,Boleike,4,5,5,F,Enfant,D371,Dongou,2022
304,Boleike,4,5,5,F,Enfant,D372,Dongou,2022
305,Boleike,4,5,5,F,Adulte,D373,Dongou,2022
306,Boleike,3,6,5,F,Enfant,D374,Dongou,2022
307,Boleike,3,6,5,M,Adolescent,D375,Dongou,2022
308,Boleike,4,5,5,M,Adulte,D376,Dongou,2022
309,Boleike,3,6,5,M,Enfant,D377,Dongou,2022
310,Boleike,1,4,5,M,Enfant,D378,Dongou,2022
311,Boleike,3,6,5,M,Personne agée,D379,Dongou,2022
312,Bokoko,3,2,4,F,Adulte,D38,Dongou,2022
313,Boleike,3,6,5,F,Personne agée,D380,Dongou,2022
314,Boleike,1,4,5,F,Adulte,D381,Dongou,2022
315,Boleike,1,4,5,F,Enfant,D382,Dongou,2022
316,Mokombo1,2,6,5,M,Enfant,D383,Dongou,2022
317,Mokombo1,1,2,3,F,Adulte,D384,Dongou,2022
318,Mokombo1,2,6,5,F,Enfant,D385,Dongou,2022
319,Mokombo1,1,2,3,M,Adulte,D386,Dongou,2022
320,Mokombo2,1,6,5,M,Enfant,D387,Dongou,2022
321,Mokombo2,1,6,5,F,Personne agée,D388,Dongou,2022
322,Mokombo2,1,6,5,F,Enfant,D389,Dongou,2022
323,Bokoko,2,2,5,M,Adulte,D39,Dongou,2022
324,Mokombo2,1,6,5,F,Enfant,D390,Dongou,2022
325,Bagorhe,1,2,5,F,Personne agée,D391,Dongou,2022
326,Bagorhe,4,5,5,F,Enfant,D392,Dongou,2022
327,Bagorhe,4,5,5,M,Enfant,D393,Dongou,2022
328,Bagorhe,4,5,5,F,Adulte,D394,Dongou,2022
329,Bagorhe,1,2,5,M,Personne agée,D395,Dongou,2022
330,Bagorhe,5,1,5,M,Adolescent,D396,Dongou,2022
331,Mossimbi2,3,12,5,M,Enfant,D397,Dongou,2022
332,Mossimbi2,3,12,5,M,Enfant,D398,Dongou,2022
333,Mossimbi2,3,12,5,F,Enfant,D399,Dongou,2022
334,Safou,1,3,2,M,Personne agée,D4,Dongou,2022
335,Bokoko,2,3,4,F,Adulte,D40,Dongou,2022
336,Mossimbi2,3,12,5,F,Enfant,D400,Dongou,2022
337,Mossimbi2,1,12,5,F,Adolescent,D401,Dongou,2022
338,Mossimbi2,6,4,5,F,Adulte,D402,Dongou,2022
339,Mossimbi2,6,4,2,F,Enfant,D403,Dongou,2022
340,Mossimbi2,6,4,5,M,Adulte,D404,Dongou,2022
341,Mossimbi2,5,5,2,F,Enfant,D405,Dongou,2022
342,Mossimbi2,1,5,5,F,Enfant,D406,Dongou,2022
343,Mossimbi2,1,5,5,F,Enfant,D407,Dongou,2022
344,Mossimbi2,5,5,5,M,Enfant,D408,Dongou,2022
345,Mossimbi2,5,5,5,F,Adulte,D409,Dongou,2022
346,Bokoko,2,3,2,M,Enfant,D41,Dongou,2022
347,Mossimbi2,5,5,5,M,Adulte,D410,Dongou,2022
348,Mossimbi2,5,5,5,F,Enfant,D411,Dongou,2022
349,Mossimbi2,1,7,4,F,Enfant,D412,Dongou,2022
350,Mossimbi2,4,2,5,F,Adolescent,D413,Dongou,2022
351,Mossimbi2,1,5,5,F,Adulte,D414,Dongou,2022
352,Mossimbi2,3,12,5,M,Adulte,D415,Dongou,2022
353,Mossimbi2,3,12,5,F,Adulte,D416,Dongou,2022
354,Mossimbi2,3,12,5,F,Enfant,D417,Dongou,2022
355,Mossimbi2,2,2,4,M,Enfant,D418,Dongou,2022
356,Mossimbi2,2,2,5,F,Adolescent,D419,Dongou,2022
357,Bokoko,1,1,4,M,Adulte,D42,Dongou,2022
358,Mossimbi1,1,7,5,F,Adulte,D420,Dongou,2022
359,Mossimbi1,1,7,4,M,Enfant,D421,Dongou,2022
360,Mossimbi1,1,7,3,F,Enfant,D422,Dongou,2022
361,Mokombo1,2,6,3,F,Enfant,D423,Dongou,2022
362,Mokombo1,2,6,3,F,Adulte,D424,Dongou,2022
363,Mokombo1,2,6,3,M,Enfant,D425,Dongou,2022
364,Bokoko,2,3,4,M,Adulte,D43,Dongou,2022
365,Tangassi,3,4,5,M,Adulte,D44,Dongou,2022
366,Tangassi,3,4,4,F,Enfant,D45,Dongou,2022
367,Tangassi,3,4,5,M,Enfant,D46,Dongou,2022
368,Ngomba,3,2,5,F,Personne agée,D47,Dongou,2022
369,Ngomba,1,3,5,M,Adulte,D48,Dongou,2022
370,Ngomba,1,3,4,M,Adolescent,D49,Dongou,2022
371,Safou,2,7,2,M,Enfant,D5,Dongou,2022
372,Ngomba,2,1,2,F,Adolescent,D50,Dongou,2022
373,Ngomba,3,2,5,M,Personne agée,D51,Dongou,2022
374,Ngomba,2,3,5,F,Adulte,D52,Dongou,2022
375,Tali,2,2,4,F,Adulte,D53,Dongou,2022
376,Tali,1,15,2,M,Enfant,D54,Dongou,2022
377,Tali,1,15,4,F,Enfant,D55,Dongou,2022
378,Tali,2,2,5,M,Adulte,D56,Dongou,2022
379,Tali,1,15,4,F,Enfant,D57,Dongou,2022
380,Tali,1,15,5,F,Adolescent,D58,Dongou,2022
381,Tali,1,15,2,M,Enfant,D59,Dongou,2022
382,Safou,2,7,2,M,Enfant,D6,Dongou,2022
383,Tali,1,15,4,M,Enfant,D60,Dongou,2022
384,Tali,1,15,4,F,Adolescent,D61,Dongou,2022
385,Tali,1,15,4,F,Enfant,D62,Dongou,2022
386,Tali,1,15,2,F,Enfant,D63,Dongou,2022
387,Tali,1,15,4,M,Enfant,D64,Dongou,2022
388,Tali,1,15,5,M,Adulte,D65,Dongou,2022
389,Tali,1,15,4,M,Enfant,D66,Dongou,2022
390,Tali,1,15,4,F,Adolescent,D67,Dongou,2022
391,Tali,1,15,5,F,Personne agée,D68,Dongou,2022
392,Tali,1,15,4,F,Enfant,D69,Dongou,2022
393,Tangassi,2,2,5,M,Personne agée,D7,Dongou,2022
394,Bokombo6,11,4,5,M,Enfant,D70,Dongou,2022
395,Bokombo6,11,4,5,M,Enfant,D71,Dongou,2022
396,Bokombo6,11,4,5,F,Adulte,D72,Dongou,2022
397,Bokombo6,10,2,5,M,Adolescent,D73,Dongou,2022
398,Bokombo6,10,2,5,M,Adulte,D74,Dongou,2022
399,Bokombo6,3,3,5,F,Enfant,D75,Dongou,2022
400,Bokombo6,3,3,5,F,Adulte,D76,Dongou,2022
401,Bokombo6,1,5,5,M,Adulte,D77,Dongou,2022
402,Bokombo6,3,3,5,F,Personne agée,D78,Dongou,2022
403,Bokombo6,1,5,5,F,Enfant,D79,Dongou,2022
404,Safou,2,7,2,F,Adulte,D8,Dongou,2022
405,Bokombo6,1,5,5,M,Enfant,D80,Dongou,2022
406,Bokombo6,1,5,5,M,Enfant,D81,Dongou,2022
407,Bokombo4,6,2,5,F,Enfant,D82,Dongou,2022
408,Bokombo6,1,5,5,F,Adulte,D83,Dongou,2022
409,Bokombo4,5,6,5,F,Adulte,D84,Dongou,2022
410,Bokombo3,3,5,5,M,Enfant,D85,Dongou,2022
411,Bokombo4,3,2,5,F,Enfant,D86,Dongou,2022
412,Bokombo4,6,2,5,F,Adulte,D87,Dongou,2022
413,Bokombo4,1,4,5,M,Adulte,D88,Dongou,2022
414,Bokombo3,3,5,5,F,Enfant,D89,Dongou,2022
415,Tangassi,2,2,5,F,Personne agée,D9,Dongou,2022
416,Bokombo3,3,5,5,F,Adulte,D90,Dongou,2022
417,Bokombo5,3,2,5,F,Adulte,D91,Dongou,2022
418,Bokombo5,1,1,4,F,Personne agée,D92,Dongou,2022
419,Bokombo3,3,5,5,M,Enfant,D93,Dongou,2022
420,Bokombo3,3,5,5,M,Adulte,D94,Dongou,2022
421,Bokombo4,5,6,5,M,Enfant,D95,Dongou,2022
422,Bokombo4,5,6,5,F,Enfant,D96,Dongou,2022
423,Bokombo4,5,6,5,F,Enfant,D97,Dongou,2022
424,Bokombo4,5,6,5,M,Enfant,D98,Dongou,2022
425,Bokombo4,5,6,5,M,Adulte,D99,Dongou,2022
426,Lokoko6,2,4,4,F,Enfant,E1,Enyelle,2022
427,Likeko,3,3,2,M,Enfant,E10,Enyelle,2022
428,Lokoko1,1,4,1,F,Enfant,E100,Enyelle,2022
429,Lokoko1,1,4,2,F,Enfant,E101,Enyelle,2022
