,residence_camp,ref,sex,birthplace,age,children_alive,median_dist,max_dist,region,Lieu.de.naissance.de.leur.mère.coded,Lieu.de.naissance.de.leur.père.coded,Lieu.où.leur.mère.habite.coded,Lieu.où.leur.père.habite.coded,spouse_bp,mom_inlaw_bp,dad_inlaw_bp,dad_inlaw_living,mom_inlaw_living,spouse_myref
326,Bagorhe,D392,F,Boucyboucy,Enfant,NA,NA,#NAME?,Dongou,Boucyboucy,NA,Bagorhe,NA,NA,NA,NA,NA,NA,0
327,Bagorhe,D393,M,Boucyboucy,Enfant,NA,NA,#NAME?,Dongou,Boucyboucy,NA,Bagorhe,NA,NA,NA,NA,NA,NA,0
328,Bagorhe,D394,F,Boucyboucy,Adulte,2,NA,#NAME?,Dongou,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
329,Bagorhe,D395,M,Mimbelli,Personne agee,NA,NA,#NAME?,Dongou,NA,NA,NA,NA,Boucyboucy,NA,NA,NA,NA,D391
330,Bagorhe,D396,M,Mimbelli,Adolescent,NA,NA,#NAME?,Dongou,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
331,Mossimbi2,D397,M,Dongou,Enfant,NA,NA,#NAME?,Dongou,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
332,Mossimbi2,D398,M,Dongou,Enfant,NA,NA,#NAME?,Dongou,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
333,Mossimbi2,D399,F,Dongou,Enfant,NA,NA,#NAME?,Dongou,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
334,Safou,D4,M,Boucyboucy,Personne agee,NA,51440.67998,74720.04786,Dongou,NA,NA,NA,NA,Bondzale,NA,NA,NA,NA,D11
335,Bokoko,D40,F,Moangouma,Adulte,1,182177.7957,245724.7509,Dongou,NA,NA,NA,NA,NA,NA,NA,NA,NA,D43
336,Mossimbi2,D400,F,Dongou,Enfant,NA,NA,#NAME?,Dongou,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
337,Mossimbi2,D401,F,Dongou,Adolescent,NA,NA,#NAME?,Dongou,Dongou,NA,Mossimbi2,NA,NA,NA,NA,NA,NA,0
338,Mossimbi2,D402,F,Botanga,Adulte,NA,NA,#NAME?,Dongou,NA,NA,NA,NA,Dongou,NA,NA,NA,NA,D404
339,Mossimbi2,D403,F,Botanga,Enfant,NA,NA,#NAME?,Dongou,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
340,Mossimbi2,D404,M,Dongou,Adulte,NA,NA,#NAME?,Dongou,NA,NA,NA,NA,Botanga,NA,NA,NA,NA,D402
341,Mossimbi2,D405,F,Dongou,Enfant,NA,NA,#NAME?,Dongou,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
342,Mossimbi2,D406,F,Dongou,Enfant,NA,NA,#NAME?,Dongou,Dongou,NA,Mossimbi2,NA,NA,NA,NA,NA,NA,0
343,Mossimbi2,D407,F,Dongou,Enfant,NA,NA,#NAME?,Dongou,Dongou,NA,Mossimbi2,NA,NA,NA,NA,NA,NA,0
344,Mossimbi2,D408,M,Dongou,Enfant,NA,NA,#NAME?,Dongou,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
345,Mossimbi2,D409,F,Dongou,Adulte,NA,NA,#NAME?,Dongou,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
346,Bokoko,D41,M,Bodzale,Enfant,NA,NA,#NAME?,Dongou,Moangouma,NA,Bokoko,Bokoko,NA,NA,NA,NA,NA,0
347,Mossimbi2,D410,M,Dongou,Adulte,NA,NA,#NAME?,Dongou,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
348,Mossimbi2,D411,F,Dongou,Enfant,NA,NA,#NAME?,Dongou,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
349,Mossimbi2,D412,F,Dongou,Enfant,NA,NA,#NAME?,Dongou,Dongou,NA,Mossimbi2,NA,NA,NA,NA,NA,NA,0
350,Mossimbi2,D413,F,Dongou,Adolescent,NA,NA,#NAME?,Dongou,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
351,Mossimbi2,D414,F,Dongou,Adulte,NA,NA,#NAME?,Dongou,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
352,Mossimbi2,D415,M,Dongou,Adulte,NA,NA,#NAME?,Dongou,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
353,Mossimbi2,D416,F,Mossimbi,Adulte,NA,NA,#NAME?,Dongou,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
354,Mossimbi2,D417,F,Dongou,Enfant,NA,NA,#NAME?,Dongou,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
355,Mossimbi2,D418,M,Dongou,Enfant,NA,NA,#NAME?,Dongou,Dongou,NA,Mossimbi2,NA,NA,NA,NA,NA,NA,0
356,Mossimbi2,D419,F,Dongou,Adolescent,NA,NA,#NAME?,Dongou,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
357,Bokoko,D42,M,Manfouete,Adulte,NA,64266.99804,72881.60312,Dongou,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
358,Mossimbi1,D420,F,Dongou,Adulte,NA,NA,#NAME?,Dongou,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
359,Mossimbi1,D421,M,Dongou,Enfant,NA,NA,#NAME?,Dongou,Dongou,NA,Mossimbi1,NA,NA,NA,NA,NA,NA,0
360,Mossimbi1,D422,F,Dongou,Enfant,NA,NA,#NAME?,Dongou,Dongou,NA,Mossimbi1,NA,NA,NA,NA,NA,NA,0
361,Mokombo1,D423,F,Dongou,Enfant,NA,NA,#NAME?,Dongou,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
362,Mokombo1,D424,F,Mokombo 1,Adulte,NA,NA,#NAME?,Dongou,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
363,Mokombo1,D425,M,Dongou,Enfant,NA,NA,#NAME?,Dongou,NA,Mokombo 1,NA,Mokombo1,NA,NA,NA,NA,NA,0
364,Bokoko,D43,M,NA,Adulte,1,NA,#NAME?,Dongou,NA,NA,NA,NA,Moangouma,NA,NA,NA,NA,D40
365,Tangassi,D44,M,Moangouma,Adulte,2,194076.7189,219186.6475,Dongou,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
366,Tangassi,D45,F,Moangouma,Enfant,NA,186706.0233,200167.8845,Dongou,Moangouma,NA,Tangassi,NA,NA,NA,NA,NA,NA,0
367,Tangassi,D46,M,Moangouma,Enfant,NA,182391.123,200167.8845,Dongou,Moangouma,NA,Tangassi,NA,NA,NA,NA,NA,NA,0
368,Ngomba,D47,F,Boucyboucy,Personne agee,NA,41603.49472,224172.027,Dongou,NA,NA,NA,NA,Moangouma,NA,NA,NA,NA,D51
369,Ngomba,D48,M,Boucyboucy,Adulte,3,40255.70547,242810.7547,Dongou,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D52,D50"
370,Ngomba,D49,M,Modzaka,Adolescent,NA,24462.8932,115966.6386,Dongou,Modzaka,Boucyboucy,Ngomba,Ngomba,NA,NA,NA,NA,NA,0
371,Safou,D5,M,Impfondo,Enfant,NA,NA,#NAME?,Dongou,Losso,NA,Safou,NA,NA,NA,NA,NA,NA,0
372,Ngomba,D50,F,Impfondo,Adolescent,NA,34579.68981,46854.66932,Dongou,NA,NA,NA,NA,Boucyboucy,NA,NA,NA,NA,D48
373,Ngomba,D51,M,Moangouma,Personne agee,NA,204068.2744,287689.5357,Dongou,NA,NA,NA,NA,Boucyboucy,NA,NA,NA,NA,D47
374,Ngomba,D52,F,Modzaka,Adulte,NA,37024.76551,186161.0586,Dongou,NA,NA,NA,NA,Boucyboucy,NA,NA,NA,NA,D48
375,Tali,D53,F,Dongou,Adulte,NA,12527.69819,200167.8845,Dongou,NA,NA,NA,NA,Moangouma,NA,NA,NA,NA,D56
376,Tali,D54,M,Moangouma,Enfant,NA,188783.0585,200167.8845,Dongou,Moangouma,NA,Tali,NA,NA,NA,NA,NA,NA,0
377,Tali,D55,F,Moangouma,Enfant,NA,188783.0585,200167.8845,Dongou,Moangouma,NA,Tali,NA,NA,NA,NA,NA,NA,0
378,Tali,D56,M,Moangouma,Adulte,3,188783.0585,235071.674,Dongou,NA,NA,NA,NA,Dongou,NA,NA,NA,NA,D53
379,Tali,D57,F,Moangouma,Enfant,NA,192645.9235,200167.8845,Dongou,Moangouma,NA,Tali,NA,NA,NA,NA,NA,NA,0
380,Tali,D58,F,Moangouma,Adolescent,3,188783.0585,200167.8845,Dongou,Dongou,Dongou,Tali,Tali,NA,NA,NA,NA,NA,0
381,Tali,D59,M,Moangouma,Enfant,NA,188783.0585,200167.8845,Dongou,Moangouma,NA,Tali,NA,NA,NA,NA,NA,NA,0
382,Safou,D6,M,Impfondo,Enfant,NA,NA,#NAME?,Dongou,Losso,NA,Safou,NA,NA,NA,NA,NA,NA,0
383,Tali,D60,M,Moangouma,Enfant,NA,188783.0585,200167.8845,Dongou,Moangouma,NA,Tali,NA,NA,NA,NA,NA,NA,0
384,Tali,D61,F,Moangouma,Adolescent,3,188866.4799,245724.7509,Dongou,Dongou,Dongou,Tali,Tali,NA,NA,NA,NA,NA,0
385,Tali,D62,F,Moangouma,Enfant,NA,186706.0233,200167.8845,Dongou,Moangouma,NA,Tali,NA,NA,NA,NA,NA,NA,0
386,Tali,D63,F,Moangouma,Enfant,NA,188783.0585,200167.8845,Dongou,Moangouma,NA,Tali,NA,NA,NA,NA,NA,NA,0
387,Tali,D64,M,Moangouma,Enfant,NA,186865.2945,188783.0585,Dongou,Moangouma,NA,Tali,NA,NA,NA,NA,NA,NA,0
388,Tali,D65,M,Dongou,Adulte,NA,25466.4265,220387.2086,Dongou,NA,NA,NA,NA,Dongou,NA,NA,NA,NA,D68
389,Tali,D66,M,Moangouma,Enfant,NA,186865.2945,188783.0585,Dongou,Moangouma,NA,Tali,NA,NA,NA,NA,NA,NA,0
390,Tali,D67,F,Moangouma,Adolescent,4,187824.1765,200167.8845,Dongou,Dongou,Dongou,Tali,Tali,NA,NA,NA,NA,NA,0
391,Tali,D68,F,Dongou,Personne agee,NA,18456.07536,200167.8845,Dongou,NA,NA,NA,NA,Dongou,NA,NA,NA,NA,D65
392,Tali,D69,F,Moangouma,Enfant,NA,188783.0585,188949.9014,Dongou,Moangouma,NA,Tali,NA,NA,NA,NA,NA,NA,0
393,Tangassi,D7,M,Moangouma,Personne agee,NA,199685.7105,287616.3116,Dongou,NA,NA,NA,NA,Dongou,NA,NA,NA,NA,D9
394,Bokombo6,D70,M,Ikouangala,Enfant,NA,74404.88397,152979.2828,Dongou,NA,NA,Bokombo6,NA,NA,NA,NA,NA,NA,0
395,Bokombo6,D71,M,Ikouangala,Enfant,NA,NA,#NAME?,Dongou,NA,NA,Bokombo6,NA,NA,NA,NA,NA,NA,0
396,Bokombo6,D72,F,NA,Adulte,NA,NA,#NAME?,Dongou,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
397,Bokombo6,D73,M,Ikouangala,Adolescent,NA,47153.44591,87166.13738,Dongou,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
398,Bokombo6,D74,M,Dongou,Adulte,NA,71410.79255,95966.91579,Dongou,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
399,Bokombo6,D75,F,Dongou,Enfant,NA,NA,#NAME?,Dongou,NA,NA,Bokombo6,NA,NA,NA,NA,NA,NA,0
400,Bokombo6,D76,F,NA,Adulte,NA,NA,#NAME?,Dongou,Bangui,NA,Bokombo6,NA,NA,NA,NA,NA,NA,0
401,Bokombo6,D77,M,Bangui,Adulte,NA,88219.06928,127175.4169,Dongou,NA,NA,NA,NA,Dongou,NA,NA,NA,NA,D83
402,Bokombo6,D78,F,Bangui,Personne agee,NA,101725.5448,148499.2984,Dongou,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
403,Bokombo6,D79,F,Ikouangala,Enfant,NA,NA,#NAME?,Dongou,Dongou,Bangui,Bokombo6,Bokombo6,NA,NA,NA,NA,NA,0
404,Safou,D8,F,Losso,Adulte,NA,92368.25093,92368.25093,Dongou,NA,NA,NA,NA,Mindjoukou,NA,NA,NA,NA,D10
405,Bokombo6,D80,M,Dongou,Enfant,NA,NA,#NAME?,Dongou,Dongou,Bangui,Bokombo6,Bokombo6,NA,NA,NA,NA,NA,0
406,Bokombo6,D81,M,Dongou,Enfant,NA,NA,#NAME?,Dongou,Dongou,Bangui,Bokombo6,Bokombo6,NA,NA,NA,NA,NA,0
407,Bokombo4,D82,F,Loudi,Enfant,NA,NA,#NAME?,Dongou,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
408,Bokombo6,D83,F,Dongou,Adulte,NA,26527.78099,46854.66932,Dongou,NA,NA,NA,NA,Bangui,NA,NA,NA,NA,D77
409,Bokombo4,D84,F,Manfouete,Adulte,NA,NA,#NAME?,Dongou,NA,NA,NA,NA,Betou,NA,NA,NA,NA,D99
410,Bokombo3,D85,M,Dongou,Enfant,NA,NA,#NAME?,Dongou,Dongou,Sambala,Bokombo3,Bokombo3,NA,NA,NA,NA,NA,0
411,Bokombo4,D86,F,Ikouangala,Enfant,NA,NA,#NAME?,Dongou,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
412,Bokombo4,D87,F,Ikouangala,Adulte,NA,14895.47617,14895.47617,Dongou,Loudi,NA,Bokombo4,NA,NA,NA,NA,NA,NA,0
413,Bokombo4,D88,M,Ikouangala,Adulte,NA,14097.48642,14895.47617,Dongou,Dongou,Manfouete,Bokombo4,Bokombo4,NA,NA,NA,NA,NA,0
414,Bokombo3,D89,F,Ikouangala,Enfant,NA,NA,#NAME?,Dongou,Dongou,Sambala,Bokombo3,Bokombo3,NA,NA,NA,NA,NA,0
415,Tangassi,D9,F,Dongou,Personne agee,NA,18356.73216,95627.68718,Dongou,NA,NA,NA,NA,Moangouma,NA,NA,NA,NA,D7
416,Bokombo3,D90,F,Dongou,Adulte,NA,37507.99071,46854.66932,Dongou,NA,NA,NA,NA,Sambala,NA,NA,NA,NA,D94
417,Bokombo5,D91,F,Ikouangala,Adulte,NA,14895.47617,61643.63055,Dongou,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
418,Bokombo5,D92,F,Manfouete,Personne agee,NA,74007.43135,92533.4575,Dongou,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
419,Bokombo3,D93,M,Ikouangala,Enfant,NA,13299.49668,13299.49668,Dongou,Dongou,Sambala,Bokombo3,Bokombo3,NA,NA,NA,NA,NA,0
420,Bokombo3,D94,M,Sambala,Adulte,NA,66335.62228,79845.88517,Dongou,NA,NA,NA,NA,Dongou,NA,NA,NA,NA,D90
421,Bokombo4,D95,M,Ikouangala,Enfant,NA,NA,#NAME?,Dongou,Manfouete,Betou,Bokombo4,Bokombo4,NA,NA,NA,NA,NA,0
422,Bokombo4,D96,F,Manfouete,Enfant,NA,NA,#NAME?,Dongou,Dongou,Betou,Bokombo3,Bokombo4,NA,NA,NA,NA,NA,0
423,Bokombo4,D97,F,Manfouete,Enfant,NA,NA,#NAME?,Dongou,Ikouangala,Betou,Bokombo4,Bokombo4,NA,NA,NA,NA,NA,0
424,Bokombo4,D98,M,Manfouete,Enfant,NA,NA,#NAME?,Dongou,Ikouangala,Betou,Bokombo4,Bokombo4,NA,NA,NA,NA,NA,0
425,Bokombo4,D99,M,Betou,Adulte,NA,148499.2984,148499.2984,Dongou,NA,NA,NA,NA,Manfouete,NA,NA,NA,NA,D84
426,Bateke2,M65,M,Macao,Enfant,NA,34000.85354,47606.64384,Macao,NA,Berandjokou,NA,NA,NA,NA,NA,NA,NA,0
427,Bakouengue,M30,F,Macao,Enfant,NA,36612.6562,162567.1446,Macao,Macao,Dongou,Bakouengue,NA,NA,NA,NA,NA,NA,0
428,Boua1,M64,F,Bangui,Enfant,NA,30961.38701,115469.1537,Macao,Bangui,Bangui,Boua1,Boua1,NA,NA,NA,NA,NA,0
429,Kakelo6,M151,F,Bangui,Adulte,NA,11509.74892,47606.64384,Macao,Bangui,Mbandza,NA,NA,Macao,NA,Goubangoye,NA,NA,M150
430,Boua2,M75,F,Bangui,FALSE,NA,11105.41551,47606.64384,Macao,Bangui,Bangui,NA,NA,Bangui,NA,Bangui,NA,NA,M74
431,Kakelo6,M113,F,Bangui,Enfant,NA,11840.29787,47606.64384,Macao,Bangui,Bangui,Kakelo6,NA,NA,NA,NA,NA,NA,0
432,Kakelo4,M167,M,Bangui,Adulte,2,11704.0883,127175.4169,Macao,Bangui,Bangui,NA,NA,NA,NA,NA,NA,NA,0
433,Boua1,M90,F,Bangui,Adulte,NA,11105.41551,90648.67513,Macao,Bangui,Bangui,NA,NA,Bangui,NA,Bangui,NA,NA,M70
434,Kakelo6,M111,F,Bangui,Adulte,2,11509.74892,145508.9765,Macao,Bangui,Bangui,NA,NA,NA,NA,NA,NA,NA,0
435,Kakelo4,M119,F,Bangui,Adolescent,NA,11307.58222,47606.64384,Macao,Bangui,Bangui,Kakelo4,NA,NA,NA,NA,NA,NA,0
436,Boua2,M78,F,Bangui,Enfant,NA,1874.172756,9328.283085,Macao,Bangui,Bangui,Boua2,Boua2,NA,NA,NA,NA,NA,0
437,Boua2,M80,F,Bangui,Enfant,NA,1874.172756,47606.64384,Macao,Bangui,Bangui,Boua2,Boua2,NA,NA,NA,NA,NA,0
438,Kakelo2,M132,F,Bangui,Adulte,NA,9328.283085,95966.91579,Macao,Bangui,Bangui,NA,NA,Bangui,Bangui,Bangui,NA,NA,M131
439,Kakelo2,M135,F,Bangui,Enfant,NA,NA,#NAME?,Macao,Bangui,Bangui,Kakelo2,Kakelo2,NA,NA,NA,NA,NA,0
440,Kakelo5,M142,M,Bangui,Adolescent,NA,11509.74892,162268.2931,Macao,Bangui,Bangui,NA,NA,NA,NA,NA,NA,NA,0
441,Kakelo2,M134,F,Bangui,Enfant,NA,NA,#NAME?,Macao,Bangui,Bangui,Kakelo2,Kakelo2,NA,NA,NA,NA,NA,0
442,Boua1,M63,F,Bangui,Personne agee,NA,11509.74892,127175.4169,Macao,Bangui,Mombelou,NA,NA,Bangui,Bangui,Bangui,NA,NA,M62
443,Bateke1,M11,M,Djoubou,Adulte,NA,199970.7601,317760.3879,Macao,Djoubou,Djoubou,NA,NA,NA,NA,NA,NA,NA,0
444,Kakelo4,M162,F,Bangui,Adulte,NA,21223.66746,47606.64384,Macao,Bangui,Bangui,NA,NA,Bangui,Bangui,Bangui,NA,NA,M161
445,Bakouengue,M27,F,Macao,Enfant,NA,25618.66856,27130.55969,Macao,Macao,Dongou,Bakouengue,NA,NA,NA,NA,NA,NA,0
446,Bakouengue,M29,F,Macao,Enfant,NA,36612.6562,162567.1446,Macao,Macao,Dongou,Bakouengue,NA,NA,NA,NA,NA,NA,0
447,Boua2,M130,M,Bangui,Adulte,NA,26677.45804,127175.4169,Macao,Bangui,Bangui,NA,NA,Bangui,Bangui,Bangui,NA,NA,M136
448,Boua2,M126,M,Bangui,Adulte,NA,11105.41551,90648.67513,Macao,Bangui,Bangui,NA,NA,Bangui,Bangui,Bangui,NA,NA,M127
449,Boua2,M72,M,Bangui,Enfant,NA,11548.92011,47606.64384,Macao,Bangui,Bangui,Boua2,Boua2,NA,NA,NA,NA,NA,0
450,Kakelo5,M101,F,Bangui,Enfant,NA,11509.74892,47606.64384,Macao,Bangui,Bangui,NA,NA,NA,NA,NA,NA,NA,0
451,Boua1,M138,F,Bangui,Enfant,NA,NA,#NAME?,Macao,Dongou,Bangui,Boua1,Boua1,NA,NA,NA,NA,NA,0
452,Boua1,M68,F,Bangui,Adulte,NA,11307.58222,90648.67513,Macao,Bangui,Bangui,NA,NA,Bangui,Bangui,Bangui,NA,NA,M67
453,Molapa_MA,M20,M,Macao,Enfant,NA,88335.38328,133965.1113,Macao,Bangui,Macao,Molapa_MA,Molapa_MA,NA,NA,NA,NA,NA,0
454,Moyimbi,M10,M,Macao,Enfant,NA,31067.17263,35003.78557,Macao,Macao,Macao,Moyimbi,Moyimbi,NA,NA,NA,NA,NA,0
455,Kakelo6,M152,M,Bangui,Enfant,NA,NA,#NAME?,Macao,Bangui,Macao,Kakelo6,Kakelo6,NA,NA,NA,NA,NA,0
456,Mopende,M36,F,Pape,Personne agee,NA,11554.85329,34925.81575,Macao,Pape,Pape,NA,NA,Pape,Macao,Pape,NA,NA,M33
457,Kakelo1,M94,M,Bangui,Personne agee,NA,10804.33597,10804.33597,Macao,Bangui,Bangui,NA,NA,Bangui,Bangui,Bangui,NA,NA,M95
458,Bakouengue,M32,F,Bayanga,Adulte,1,101907.2817,228585.4385,Macao,Bayanga,Macao,NA,NA,Berandjokou,Mimpoutou,Berandjokou,NA,NA,M31
459,Boua2,M124,M,Bangui,Enfant,NA,NA,#NAME?,Macao,Bangui,Bangui,Boua2,Boua2,NA,NA,NA,NA,NA,0
460,Kakelo2,M84,F,Bangui,Adulte,NA,11336.64712,47606.64384,Macao,Bonguinda,Bangui,NA,NA,Bangui,Bangui,Bangui,NA,NA,M83
461,Kakelo2,M85,F,Bangui,Enfant,NA,10804.33597,11105.41551,Macao,Bangui,Bangui,Kakelo2,Kakelo2,NA,NA,NA,NA,NA,0
462,Bateke2,M15,F,Maca,Adolescent,0,NA,#NAME?,Macao,NA,NA,NA,NA,Bangui,Bangui,Bangui,NA,NA,M14
463,Moyimbi,M2,M,Dongou,Adulte,6,108634.2956,149626.7674,Macao,NA,Dongou,NA,NA,Dongou,Dongou,Macao,NA,NA,M1
464,Boua2,M74,M,Bangui,Adulte,NA,11105.41551,54449.72924,Macao,NA,Bangui,NA,NA,Bangui,Bangui,Bangui,NA,NA,M75
465,Moyimbi,M5,F,Mobongo,Adulte,2,806870.6747,808211.3491,Macao,Macao,Dongou,NA,NA,NA,NA,NA,NA,NA,0
466,Bakouengue,M26,F,Macao,Adulte,4,24887.70657,198293.1717,Macao,Macao,Macao,NA,NA,NA,NA,NA,NA,NA,0
467,Kakelo6,M154,F,Bangui,Adulte,NA,11509.74892,90648.67513,Macao,Bangui,Bangui,NA,NA,Bangui,Bandza,Bangui,NA,NA,M153
468,Movossovosso,M81,M,Dongou,Personne agee,NA,95025.59517,143421.7034,Macao,Mimpoutou,NA,NA,NA,NA,NA,NA,NA,NA,0
469,Boua1,M93,M,Bangui,Adolescent,NA,10742.06965,11840.29787,Macao,Bangui,Macao,Boua1,NA,NA,NA,NA,NA,NA,0
470,Moyimbi,M9,M,Macao,Enfant,NA,31067.17263,35003.78557,Macao,Macao,Macao,Moyimbi,Moyimbi,NA,NA,NA,NA,NA,0
471,Boua2,M127,F,Bangui,Adulte,NA,11105.41551,47606.64384,Macao,Bangui,Bangui,NA,NA,Bangui,Bangui,Bangui,NA,NA,M126
472,Kakelo4,M116,F,Bangui,Adulte,4,11509.74892,47606.64384,Macao,Bangui,Bangui,NA,NA,NA,NA,NA,NA,NA,0
473,Moyimbi,M4,M,Macao,Enfant,NA,NA,#NAME?,Macao,Dongou,Dongou,Moyimbi,Moyimbi,NA,NA,NA,NA,NA,0
474,Kakelo1,M96,M,Bangui,Adulte,NA,51028.18654,162268.2931,Macao,Bangui,Mbanza,NA,NA,Bangui,Bangui,Bangui,NA,NA,M97
475,Kakelo4,M164,M,Bangui,Enfant,NA,29587.26129,47606.64384,Macao,Bangui,Bangui,Kakelo4,Kakelo4,NA,NA,NA,NA,NA,0
476,Kakelo6,M105,M,Bangui,Enfant,NA,11307.58222,47606.64384,Macao,Bangui,Bangui,Kakelo6,Kakelo6,NA,NA,NA,NA,NA,0
477,Kakelo6,M112,F,Bangui,Enfant,NA,11509.74892,47606.64384,Macao,Bangui,Bangui,Kakelo6,NA,NA,NA,NA,NA,NA,0
478,Pape,M49,F,Pape,Adolescent,NA,22565.00499,34925.81575,Macao,Pape,Bai,NA,NA,NA,NA,NA,NA,NA,0
479,Kakelo4,M168,M,Bangui,Enfant,NA,11567.87874,11567.87874,Macao,NA,Bangui,NA,Kakelo4,NA,NA,NA,NA,NA,0
480,Boua2,M128,F,Bangui,Enfant,NA,11105.41551,47606.64384,Macao,Bangui,Bangui,Boua2,Boua2,NA,NA,NA,NA,NA,0
481,Kakelo3,M140,M,Bangui,Adulte,NA,59194.93584,162268.2931,Macao,Mboule,Mombelou,NA,NA,Bangui,Bangui,Bangui,NA,NA,M148
482,Atanga,M178,M,Macao,Enfant,NA,31597.57547,47606.64384,Macao,Macao,Bangui,Atanga,NA,NA,NA,NA,NA,NA,0
483,Kakelo6,M103,M,Bangui,Adulte,2,29942.35989,145508.9765,Macao,Bangui,Bangui,NA,NA,Bangui,Bangui,Bangui,NA,NA,M104
484,Boua1,M92,F,Bangui,Adulte,2,10954.87574,47606.64384,Macao,Bangui,Macao,NA,NA,NA,NA,NA,NA,NA,0
485,Boua2,M77,M,Bangui,Enfant,NA,5540.39148,9328.283085,Macao,Bangui,Bangui,Boua2,Boua2,NA,NA,NA,NA,NA,0
486,Boua1,M91,M,Bangui,Enfant,NA,1813.336315,1874.172756,Macao,Bangui,Bangui,Boua1,Boua2,NA,NA,NA,NA,NA,0
487,Boua2,M76,,Bangui,Enfant,NA,11105.41551,47606.64384,Macao,Bangui,Bangui,Boua2,Boua2,NA,NA,NA,NA,NA,0
488,Kakelo6,M108,F,Bangui,Adulte,2,11538.81383,162268.2931,Macao,Bangui,Bangui,NA,NA,Bayanga,NA,Bangui,NA,NA,M107
489,Bakouengue,M31,M,Berandjokou,Adulte,6,77877.97681,155280.3471,Macao,Mimpoutou,Berandjokou,NA,NA,Bayanga,Bayanga,Macao,NA,NA,M32
490,Kakelo5,M99,F,Bangui,Adulte,1,11509.74892,90648.67513,Macao,Bangui,Bangui,NA,NA,NA,NA,NA,NA,NA,0
491,Boua2,M79,F,Bangui,Enfant,NA,1813.336315,1874.172756,Macao,Bangui,Bangui,Boua2,Boua2,NA,NA,NA,NA,NA,0
492,Kakelo5,M144,M,Bangui,Enfant,NA,11509.74892,47606.64384,Macao,NA,Bangui,NA,NA,NA,NA,NA,NA,NA,0
493,Kakelo6,M110,M,Bangui,Enfant,NA,11509.74892,47606.64384,Macao,Bangui,Bayanga,Kakelo6,Kakelo6,NA,NA,NA,NA,NA,0
494,Kakelo6,M106,M,Bangui,Enfant,NA,96557.81016,145508.9765,Macao,Bangui,Bangui,Kakelo6,Kakelo6,NA,NA,NA,NA,NA,0
495,Kakelo6,M155,M,Bangui,Enfant,NA,11509.74892,11509.74892,Macao,Bangui,Bangui,Kakelo6,Kakelo6,NA,NA,NA,NA,NA,0
496,Molapa_MA,M24,M,Bangui,Adulte,0,67386.39061,95966.91579,Macao,Bangui,Macao,NA,NA,Macao,Macao,Macao,NA,NA,M25
497,Kakelo4,M117,F,Bangui,Enfant,NA,11307.58222,11840.29787,Macao,Bangui,Bangui,Kakelo4,NA,NA,NA,NA,NA,NA,0
498,Kakelo2,M83,M,Bangui,Adulte,6,10954.87574,95966.91579,Macao,Bangui,Bangui,NA,NA,Bangui,Bonguinda,Bangui,NA,NA,M84
499,Bateke1,M13,F,Macao,Enfant,NA,20702.80918,27130.55969,Macao,Macao,Macao,Bateke1,NA,NA,NA,NA,NA,NA,0
500,Bateke1,M12,F,Macao,Adulte,1,20702.80918,27130.55969,Macao,Macao,Macao,NA,NA,NA,NA,NA,NA,NA,0
501,Kakelo4,M163,M,Bangui,Enfant,NA,21223.66746,47606.64384,Macao,Bangui,Bangui,Kakelo4,Kakelo4,NA,NA,NA,NA,NA,0
502,Kakelo6,M150,M,Macao,Adulte,NA,51672.50184,173945.1799,Macao,NA,Goubangoye,NA,NA,Bangui,Bangui,Mbandza,NA,NA,M151
503,Kakelo4,M169,M,Bangui,Enfant,NA,11567.87874,11567.87874,Macao,NA,Bangui,NA,Kakelo4,NA,NA,NA,NA,NA,0
