,residence_camp,ref,sex,birthplace,age,children_alive,median_dist,max_dist,region,Lieu.de.naissance.de.leur.mère.coded,Lieu.de.naissance.de.leur.père.coded,Lieu.où.leur.mère.habite.coded,Lieu.où.leur.père.habite.coded,spouse_bp,mom_inlaw_bp,dad_inlaw_bp,dad_inlaw_living,mom_inlaw_living,spouse_myref
155,Mabanga1,D238,F,Boucyboucy,Enfant,NA,NA,#NAME?,Dongou,Boucyboucy,Boucyboucy,Mabanga1,Mabanga1,NA,NA,NA,NA,NA,0
156,Mabanga1,D239,M,Manfouete,Adulte,4,37020.78885,785075.2434,Dongou,NA,NA,NA,NA,Bongoye,NA,NA,NA,NA,D245
157,Cacao,D24,M,Botanga,Adulte,NA,24009.55516,27717.79145,Dongou,NA,NA,NA,NA,Moangouma,NA,NA,NA,NA,D17
158,Mabanga1,D240,F,Boucyboucy,Adulte,NA,5333.646775,28161.31211,Dongou,NA,NA,NA,NA,Boucyboucy,NA,NA,NA,NA,D241
159,Mabanga1,D241,M,Boucyboucy,Adulte,NA,15314.44702,792500.6063,Dongou,NA,NA,NA,NA,Boucyboucy,NA,NA,NA,NA,D240
160,Mabanga1,D242,F,Boucyboucy,Enfant,NA,5431.961333,5431.961333,Dongou,Bongoye,Manfouete,Mabanga1,Mabanga1,NA,NA,NA,NA,NA,0
161,Mabanga1,D243,F,Boucyboucy,Enfant,NA,NA,#NAME?,Dongou,Bongoye,Manfouete,Mabanga1,Mabanga1,NA,NA,NA,NA,NA,0
162,Mabanga1,D244,F,Boucyboucy,Enfant,NA,5583.563324,28161.31211,Dongou,Bongoye,Manfouete,Mabanga1,Mabanga1,NA,NA,NA,NA,NA,0
163,Mabanga1,D245,F,Bongoye,Adulte,4,19072.50397,91756.54373,Dongou,NA,NA,NA,NA,Manfouete,NA,NA,NA,NA,D239
164,Kokosso,D246,F,Boucyboucy,Enfant,NA,7953.660595,28161.31211,Dongou,Boucyboucy,NA,Kokosso,NA,NA,NA,NA,NA,NA,0
165,Kokosso,D247,M,Boucyboucy,Enfant,NA,11714.22673,74720.04786,Dongou,Boucyboucy,NA,Kokosso,NA,NA,NA,NA,NA,NA,0
166,Kokosso,D248,M,Boucyboucy,Adolescent,NA,5507.762328,74720.04786,Dongou,Boucyboucy,NA,Kokosso,NA,NA,NA,NA,NA,NA,0
167,Kokosso,D249,M,Boucyboucy,Enfant,NA,8112.288371,74720.04786,Dongou,Boucyboucy,NA,Kokosso,NA,NA,NA,NA,NA,NA,0
168,Cacao,D25,M,Maoangouma,Adulte,NA,NA,#NAME?,Dongou,Moangouma,Botanga,Cacao,Cacao,NA,NA,NA,NA,NA,0
169,Kokosso,D250,F,Boucyboucy,Adulte,8,13299.49668,28161.31211,Dongou,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
170,Kokosso,D251,F,Boucyboucy,Enfant,NA,5382.804054,28161.31211,Dongou,Boucyboucy,NA,Kokosso,Kokosso,NA,NA,NA,NA,NA,0
171,Kokosso,D252,F,Boucyboucy,Adulte,1,13299.49668,28161.31211,Dongou,NA,NA,NA,NA,NA,NA,NA,NA,NA,D254
172,Kokosso,D253,F,Mafouete,Adulte,1,NA,#NAME?,Dongou,NA,NA,NA,NA,NA,NA,NA,NA,NA,D257
173,Kokosso,D254,M,NA,Adulte,1,NA,#NAME?,Dongou,NA,NA,NA,NA,Boucyboucy,NA,NA,NA,NA,D252
174,Kokosso,D255,F,NA,Enfant,NA,NA,#NAME?,Dongou,Boucyboucy,NA,Kokosso,Kokosso,NA,NA,NA,NA,NA,0
175,Kokosso,D256,F,Boucyboucy,Enfant,NA,NA,#NAME?,Dongou,Mafouete,NA,Kokosso,Kokosso,NA,NA,NA,NA,NA,0
176,Kokosso,D257,M,NA,Adulte,1,NA,#NAME?,Dongou,NA,NA,NA,NA,Mafouete,NA,NA,NA,NA,D253
177,Kokosso,D258,F,Manfouete,Adolescent,NA,35958.25135,55481.4052,Dongou,Boucyboucy,NA,Kokosso,Kokosso,NA,NA,NA,NA,NA,0
178,Boleike3,D259,M,Motaba,Personne agee,NA,20554.86518,54163.61843,Dongou,NA,NA,NA,NA,Moumbelou,NA,NA,NA,NA,D263
179,Cacao,D26,M,Bondzale,Enfant,NA,NA,#NAME?,Dongou,Moangouma,Botanga,Cacao,Cacao,NA,NA,NA,NA,NA,0
180,Kokosso,D260,F,Manfouete,Adolescent,NA,36496.40358,92533.4575,Dongou,Boucyboucy,NA,Kokosso,Kokosso,NA,NA,NA,NA,NA,0
181,Boleike3,D261,F,Boucyboucy,Enfant,NA,5431.961333,74720.04786,Dongou,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
182,Boleike3,D262,F,Boucyboucy,Enfant,NA,5382.804054,28161.31211,Dongou,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
183,Boleike3,D263,F,Moumbelou,Adulte,NA,NA,#NAME?,Dongou,NA,NA,NA,NA,Motaba,NA,NA,NA,NA,D259
184,Boleike3,D264,M,Boucyboucy,Enfant,NA,4129.363417,5583.563324,Dongou,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
185,Boleike3,D265,M,Boucyboucy,Adulte,NA,5507.762328,74720.04786,Dongou,NA,NA,NA,NA,Enyelle,NA,NA,NA,NA,D266
186,Boleike3,D266,F,Enyelle,Adulte,1,61120.03882,85789.71202,Dongou,NA,NA,NA,NA,Boucyboucy,NA,NA,NA,NA,D265
187,Boleike3,D267,F,Boucyboucy,Enfant,NA,9441.530003,28161.31211,Dongou,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
188,Mabanga2,D268,F,Boucyboucy,Enfant,NA,NA,#NAME?,Dongou,Boucyboucy,Boucyboucy,Mabanga2,Mabanga2,NA,NA,NA,NA,NA,0
189,Mabanga2,D269,M,Boucyboucy,Enfant,NA,NA,#NAME?,Dongou,Boucyboucy,Boucyboucy,Mabanga2,Mabanga2,NA,NA,NA,NA,NA,0
190,Cacao,D27,F,Bondzale,Enfant,NA,NA,#NAME?,Dongou,Moangouma,Botanga,Cacao,Cacao,NA,NA,NA,NA,NA,0
191,Mabanga2,D270,F,Boucyboucy,Enfant,NA,NA,#NAME?,Dongou,Boucyboucy,Boucyboucy,Mabanga2,Mabanga2,NA,NA,NA,NA,NA,0
192,Mabanga2,D271,F,Boucyboucy,Adulte,NA,NA,#NAME?,Dongou,NA,NA,NA,NA,Boucyboucy,NA,NA,NA,NA,D272
193,Mabanga2,D272,M,Boucyboucy,Adulte,NA,9441.530003,74720.04786,Dongou,NA,NA,NA,NA,Boucyboucy,NA,NA,NA,NA,D271
194,Mabanga2,D273,F,Boucyboucy,Enfant,NA,NA,#NAME?,Dongou,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
195,Mabanga2,D274,F,Boucyboucy,Enfant,NA,NA,#NAME?,Dongou,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
196,Mabanga2,D275,F,Boucyboucy,Enfant,NA,NA,#NAME?,Dongou,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
197,Mabanga2,D276,F,Boucyboucy,Personne agee,NA,13299.49668,74720.04786,Dongou,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
198,Bele,D277,F,Boucyboucy,Enfant,NA,NA,#NAME?,Dongou,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
199,Bele,D278,F,NA,Enfant,NA,NA,#NAME?,Dongou,Manfouete,NA,Bele,Bele,NA,NA,NA,NA,NA,0
200,Bele,D279,M,Boucyboucy,Enfant,NA,NA,#NAME?,Dongou,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
201,Cacao,D28,M,Moangouma,Enfant,NA,NA,#NAME?,Dongou,Manfouete,Maoangouma,Cacao,Cacao,NA,NA,NA,NA,NA,0
202,Bele,D280,M,Boucyboucy,Adolescent,NA,74720.04786,74720.04786,Dongou,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
203,Bele,D281,M,NA,Enfant,NA,NA,#NAME?,Dongou,Manfouete,NA,Bele,Bele,NA,NA,NA,NA,NA,0
204,Bele,D282,M,NA,Adulte,NA,NA,#NAME?,Dongou,NA,NA,NA,NA,Manfouete,NA,NA,NA,NA,D283
205,Bele,D283,F,Manfouete,Adulte,NA,92533.4575,92533.4575,Dongou,NA,NA,NA,NA,NA,NA,NA,NA,NA,D282
206,Bele,D284,F,Manfouete,Enfant,NA,NA,#NAME?,Dongou,Manfouete,NA,Bele,Bele,NA,NA,NA,NA,NA,0
207,Bele,D285,M,Boucyboucy,Enfant,NA,NA,#NAME?,Dongou,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
208,Bele,D286,M,Boucyboucy,Personne agee,NA,402900.0515,792500.6063,Dongou,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
209,Massendjo,D287,M,Losso,Adulte,NA,36928.61815,796305.4896,Dongou,NA,NA,NA,NA,Boucyboucy,NA,NA,NA,NA,D293
210,Massendjo,D288,F,Boucyboucy,Enfant,NA,NA,#NAME?,Dongou,Boucyboucy,Losso,Massendjo,Massendjo,NA,NA,NA,NA,NA,0
211,Massendjo,D289,M,Boucyboucy,Enfant,NA,NA,#NAME?,Dongou,Boucyboucy,Losso,Massendjo,Massendjo,NA,NA,NA,NA,NA,0
212,Cacao,D29,M,Bondzale,Enfant,NA,NA,#NAME?,Dongou,Manfouete,Maoangouma,Cacao,Cacao,NA,NA,NA,NA,NA,0
213,Massendjo,D290,M,Boucyboucy,Enfant,NA,NA,#NAME?,Dongou,Boucyboucy,Losso,Massendjo,Massendjo,NA,NA,NA,NA,NA,0
214,Massendjo,D291,M,Boucyboucy,Enfant,NA,NA,#NAME?,Dongou,Boucyboucy,Losso,Massendjo,Massendjo,NA,NA,NA,NA,NA,0
215,Massendjo,D292,F,Dongou,Adulte,NA,123511.2769,200167.8845,Dongou,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
216,Massendjo,D293,F,Boucyboucy,Adulte,NA,NA,#NAME?,Dongou,NA,NA,NA,NA,Losso,NA,NA,NA,NA,D287
217,Massendjo,D294,F,Boucyboucy,Enfant,NA,13299.49668,13299.49668,Dongou,Boucyboucy,Losso,Massendjo,Massendjo,NA,NA,NA,NA,NA,0
218,Massendjo,D295,F,Boucyboucy,Adulte,NA,15384.56831,28161.31211,Dongou,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
219,Massendjo,D296,M,Dongou,Enfant,NA,NA,#NAME?,Dongou,Boucyboucy,NA,Massendjo,NA,NA,NA,NA,NA,NA,0
220,Massendjo,D297,M,Boucyboucy,Enfant,NA,NA,#NAME?,Dongou,Manfouete,Boucyboucy,Massendjo,Massendjo,NA,NA,NA,NA,NA,0
221,Massendjo,D298,M,Boucyboucy,Enfant,NA,NA,#NAME?,Dongou,Manfouete,Boucyboucy,Massendjo,Massendjo,NA,NA,NA,NA,NA,0
222,Massendjo,D299,M,Boucyboucy,Enfant,NA,NA,#NAME?,Dongou,Manfouete,Boucyboucy,Massendjo,Massendjo,NA,NA,NA,NA,NA,0
223,Safou,D3,M,Impfondo,Enfant,NA,NA,#NAME?,Dongou,Losso,NA,Safou,NA,NA,NA,NA,NA,NA,0
224,Cacao,D30,F,Bondzale,Enfant,NA,NA,#NAME?,Dongou,Manfouete,Maoangouma,Cacao,Cacao,NA,NA,NA,NA,NA,0
225,Massendjo,D300,M,Boucyboucy,Enfant,NA,NA,#NAME?,Dongou,Manfouete,Boucyboucy,Massendjo,Massendjo,NA,NA,NA,NA,NA,0
226,Massendjo,D301,M,Boucyboucy,Enfant,NA,NA,#NAME?,Dongou,Manfouete,Boucyboucy,Massendjo,Massendjo,NA,NA,NA,NA,NA,0
227,Massendjo,D302,F,Manfouete,Adulte,NA,35689.66378,36496.40358,Dongou,NA,NA,NA,NA,Boucyboucy,NA,NA,NA,NA,D305
228,Kokosso,D303,F,Bele,Enfant,NA,NA,#NAME?,Dongou,Boucyboucy,NA,Kokosso,NA,NA,NA,NA,NA,NA,0
229,Kokosso,D304,F,Boucyboucy,Enfant,NA,NA,#NAME?,Dongou,Boucyboucy,NA,Kokosso,NA,NA,NA,NA,NA,NA,0
230,Massendjo,D305,M,Boucyboucy,Adulte,NA,56634.54518,792500.6063,Dongou,NA,NA,NA,NA,Manfouete,NA,NA,NA,NA,D302
231,Massendjo,D306,F,Boucyboucy,Personne agee,NA,5507.762328,79676.80877,Dongou,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
232,Kokosso,D307,F,Boucyboucy,Enfant,NA,NA,#NAME?,Dongou,Boucyboucy,NA,Kokosso,NA,NA,NA,NA,NA,NA,0
233,Kokosso,D308,M,Boucyboucy,Enfant,NA,NA,#NAME?,Dongou,Boucyboucy,NA,Kokosso,NA,NA,NA,NA,NA,NA,0
234,Kokosso,D309,M,Boucyboucy,Enfant,NA,NA,#NAME?,Dongou,Boucyboucy,NA,Kokosso,NA,NA,NA,NA,NA,NA,0
235,Cacao,D31,F,Bondzale,Enfant,NA,NA,#NAME?,Dongou,Manfouete,Maoangouma,Cacao,Cacao,NA,NA,NA,NA,NA,0
236,Kokosso,D310,F,Boucyboucy,Adolescent,NA,16872.43772,28161.31211,Dongou,Boucyboucy,NA,Kokosso,NA,NA,NA,NA,NA,NA,0
237,Kokosso,D311,F,Boucyboucy,Adulte,NA,NA,#NAME?,Dongou,Boucyboucy,Manfouete,Kokosso,Kokosso,NA,NA,NA,NA,NA,0
238,Kokosso,D312,M,Boleike,Adolescent,NA,NA,#NAME?,Dongou,Boucyboucy,Manfouete,Kokosso,Kokosso,NA,NA,NA,NA,NA,0
239,Kokosso,D313,M,Boucyboucy,Enfant,NA,NA,#NAME?,Dongou,Boucyboucy,Moangouma,Kokosso,Kokosso,NA,NA,NA,NA,NA,0
240,Kokosso,D314,M,Dongou,Enfant,NA,NA,#NAME?,Dongou,Boucyboucy,Moangouma,Kokosso,Kokosso,NA,NA,NA,NA,NA,0
241,Kokosso,D315,M,Moangouma,Adulte,NA,200167.8845,213082.6416,Dongou,NA,NA,NA,NA,Boucyboucy,Boucyboucy,Manfouete,Kokosso,Kokosso,D316
242,Kokosso,D316,F,Boucyboucy,Adulte,NA,16872.43772,28161.31211,Dongou,Boucyboucy,Manfouete,Kokosso,Kokosso,Moangouma,NA,NA,NA,NA,D315
243,Kokosso,D317,F,Boucyboucy,Personne agee,NA,NA,#NAME?,Dongou,NA,NA,NA,NA,Manfouete,NA,NA,NA,NA,D318
244,Kokosso,D318,M,Manfouete,Personne agee,NA,36496.40358,785075.2434,Dongou,NA,NA,NA,NA,Boucyboucy,NA,NA,NA,NA,D317
245,Kokosso,D319,F,Boucyboucy,Enfant,NA,NA,#NAME?,Dongou,Boucyboucy,Manfouete,Kokosso,Kokosso,NA,NA,NA,NA,NA,0
246,Cacao,D32,M,Bondzale,Enfant,NA,NA,#NAME?,Dongou,Manfouete,Maoangouma,Cacao,Cacao,NA,NA,NA,NA,NA,0
247,Kokosso,D320,F,Boucyboucy,Enfant,NA,NA,#NAME?,Dongou,Boucyboucy,Manfouete,Kokosso,Kokosso,NA,NA,NA,NA,NA,0
248,Kokosso,D321,F,Boucyboucy,Enfant,NA,NA,#NAME?,Dongou,Boucyboucy,Manfouete,Kokosso,Kokosso,NA,NA,NA,NA,NA,0
249,Kokosso,D322,F,Boucyboucy,Adulte,NA,4129.363417,5583.563324,Dongou,NA,NA,NA,NA,Manfouete,NA,NA,NA,NA,D324
250,Kokosso,D323,M,Boucyboucy,Enfant,NA,NA,#NAME?,Dongou,Boucyboucy,Manfouete,Kokosso,Kokosso,NA,NA,NA,NA,NA,0
251,Kokosso,D324,M,Manfouete,Adulte,NA,121224.327,181224.4571,Dongou,NA,NA,NA,NA,Boucyboucy,NA,NA,NA,NA,D322
252,Kokosso,D325,F,Boucyboucy,Enfant,NA,NA,#NAME?,Dongou,Bangui,NA,Kokosso,NA,NA,NA,NA,NA,NA,0
253,Kokosso,D326,F,Boucyboucy,Adolescent,NA,28161.31211,28161.31211,Dongou,Bangui,NA,Kokosso,NA,NA,NA,NA,NA,NA,0
254,Kokosso,D327,M,Boucyboucy,Enfant,NA,28161.31211,28161.31211,Dongou,Bangui,NA,Kokosso,NA,NA,NA,NA,NA,NA,0
255,Kokosso,D328,F,Boucyboucy,Enfant,NA,98302.69986,98302.69986,Dongou,Bangui,NA,Kokosso,NA,NA,NA,NA,NA,NA,0
256,Kokosso,D329,M,Boucyboucy,Enfant,NA,NA,#NAME?,Dongou,Bangui,NA,Kokosso,NA,NA,NA,NA,NA,NA,0
257,Cacao,D33,F,Manfouete,Adulte,NA,60945.28625,66409.16729,Dongou,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
258,Kokosso,D330,M,Boucyboucy,Adulte,NA,433610.3271,792500.6063,Dongou,NA,NA,NA,NA,Losso,NA,NA,NA,NA,D337
259,Kokosso,D331,F,Bangui,Adulte,NA,85751.56277,95966.91579,Dongou,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
260,Kokosso,D332,M,Boucyboucy,Enfant,NA,NA,#NAME?,Dongou,Losso,Boucyboucy,Kokosso,Kokosso,NA,NA,NA,NA,NA,0
261,Kokosso,D333,M,Boucyboucy,Enfant,NA,NA,#NAME?,Dongou,Losso,Boucyboucy,Kokosso,Kokosso,NA,NA,NA,NA,NA,0
262,Kokosso,D334,M,Boucyboucy,Enfant,NA,NA,#NAME?,Dongou,Losso,Boucyboucy,Kokosso,Kokosso,NA,NA,NA,NA,NA,0
263,Kokosso,D335,M,Boucyboucy,Enfant,NA,51440.67998,74720.04786,Dongou,Losso,Boucyboucy,Kokosso,Kokosso,NA,NA,NA,NA,NA,0
264,Kokosso,D336,F,Boucyboucy,Enfant,NA,NA,#NAME?,Dongou,NA,NA,NA,NA,Boucyboucy,NA,NA,NA,NA,D330
265,Kokosso,D337,F,Losso,Adulte,NA,24953.54843,25550.98755,Dongou,NA,NA,NA,NA,NA,NA,NA,NA,NA,D254
266,Kokosso,D338,F,Boucyboucy,Enfant,NA,28161.31211,28161.31211,Dongou,Losso,Boucyboucy,Kokosso,Kokosso,NA,NA,NA,NA,NA,0
267,Boleike2,D339,F,Boucyboucy,Enfant,NA,NA,#NAME?,Dongou,Boucyboucy,Malala,Boleike2,Boleike2,NA,NA,NA,NA,NA,0
268,Cacao,D34,F,Manfouete,Adulte,NA,43610.50287,55481.4052,Dongou,NA,NA,NA,NA,Maoangouma,NA,NA,NA,NA,D35
269,Boleike2,D340,M,Boucyboucy,Enfant,NA,NA,#NAME?,Dongou,Boucyboucy,Malala,Boleike2,Boleike2,NA,NA,NA,NA,NA,0
270,Boleike2,D341,M,Boucyboucy,Enfant,NA,NA,#NAME?,Dongou,Boucyboucy,Malala,Boleike2,Boleike2,NA,NA,NA,NA,NA,0
271,Boleike2,D342,M,Boucyboucy,Enfant,NA,NA,#NAME?,Dongou,Boucyboucy,Malala,Boleike2,Boleike2,NA,NA,NA,NA,NA,0
272,Boleike2,D343,F,Boucyboucy,Adolescent,NA,NA,#NAME?,Dongou,Boucyboucy,Manfoute,Boleike2,Boleike2,NA,NA,NA,NA,NA,0
273,Boleike2,D344,F,Boucyboucy,Adulte,NA,5507.762328,74720.04786,Dongou,NA,NA,NA,NA,Malala,NA,NA,NA,NA,D345
274,Boleike2,D345,M,Malala,Adulte,NA,56069.60233,77987.29595,Dongou,NA,NA,NA,NA,Boucyboucy,NA,NA,NA,NA,D344
275,Boleike2,D346,F,Boucyboucy,Personne agee,NA,4129.363417,5583.563324,Dongou,NA,NA,NA,NA,Manfoute,NA,NA,NA,NA,D347
276,Boleike2,D347,M,Manfoute,Personne agee,NA,NA,#NAME?,Dongou,NA,NA,NA,NA,Boucyboucy,NA,NA,NA,NA,D346
277,Boleike2,D348,F,Boucyboucy,Enfant,NA,NA,#NAME?,Dongou,Boucyboucy,Manfoute,Boleike2,Boleike2,NA,NA,NA,NA,NA,0
278,Boleike2,D349,F,Boucyboucy,Adolescent,NA,NA,#NAME?,Dongou,Boucyboucy,Malala,Boleike2,Boleike2,NA,NA,NA,NA,NA,0
279,Cacao,D35,M,Maoangouma,Adulte,NA,NA,#NAME?,Dongou,NA,NA,NA,NA,Manfouete,NA,NA,NA,NA,D34
280,Boleike2,D350,F,Boucyboucy,Adolescent,NA,38549.04251,38549.04251,Dongou,Boucyboucy,Manfoute,Boleike2,Boleike2,NA,NA,NA,NA,NA,0
281,Boleike2,D351,M,Boucyboucy,Enfant,NA,NA,#NAME?,Dongou,Boucyboucy,Manfoute,Boleike2,Boleike2,NA,NA,NA,NA,NA,0
282,Boleike2,D352,F,Boucyboucy,Personne agee,NA,4129.363417,5583.563324,Dongou,NA,NA,NA,NA,Manfoute,NA,NA,NA,NA,D353
283,Boleike2,D353,M,Manfoute,Personne agee,NA,NA,#NAME?,Dongou,NA,NA,NA,NA,Boucyboucy,NA,NA,NA,NA,D352
284,Boleike2,D354,F,Boucyboucy,Enfant,NA,NA,#NAME?,Dongou,Boucyboucy,Dongou,Boleike2,Boleike2,NA,NA,NA,NA,NA,0
285,Boleike2,D355,F,NA,Enfant,NA,NA,#NAME?,Dongou,Boucyboucy,Dongou,Boleike2,Boleike2,NA,NA,NA,NA,NA,0
286,Boleike2,D356,F,Modzaka,Enfant,NA,62501.04048,63606.3034,Dongou,Boucyboucy,Dongou,Boleike2,Boleike2,NA,NA,NA,NA,NA,0
287,Boleike2,D357,F,Dongou,Adolescent,NA,27586.04646,769332.6013,Dongou,Boucyboucy,Dongou,Boleike2,Boleike2,NA,NA,NA,NA,NA,0
288,Boleike2,D358,F,Boucyboucy,Adulte,NA,51440.67998,74720.04786,Dongou,NA,NA,NA,NA,Bangui,NA,NA,NA,NA,D359
289,Boleike2,D359,M,Bangui,Adulte,NA,73159.71879,77781.02875,Dongou,NA,NA,NA,NA,Boucyboucy,NA,NA,NA,NA,D358
290,Cacao,D36,F,Bondzale,Enfant,NA,NA,#NAME?,Dongou,Manfouete,Maoangouma,Cacao,Cacao,NA,NA,NA,NA,NA,0
291,Boleike2,D360,M,Dongou,Personne agee,NA,27586.04646,55481.4052,Dongou,NA,NA,NA,NA,Boucyboucy,NA,NA,NA,NA,D361
292,Boleike2,D361,F,Boucyboucy,Personne agee,NA,5507.762328,74720.04786,Dongou,NA,NA,NA,NA,Dongou,NA,NA,NA,NA,D360
293,Kokosso,D362,M,Boucyboucy,Enfant,NA,NA,#NAME?,Dongou,Mindjoukou,Bolomo,Kokosso,Kokosso,NA,NA,NA,NA,NA,0
294,Kokosso,D363,F,Manfouete,Personne agee,NA,65082.98307,92533.4575,Dongou,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
295,Kokosso,D364,M,Boucyboucy,Enfant,NA,NA,#NAME?,Dongou,Mindjoukou,Bolomo,Kokosso,Kokosso,NA,NA,NA,NA,NA,0
296,Kokosso,D365,F,Boucyboucy,Adolescent,NA,74720.04786,74720.04786,Dongou,Mindjoukou,Bolomo,Kokosso,Kokosso,NA,NA,NA,NA,NA,0
297,Kokosso,D366,F,Mindjoukou,Personne agee,NA,78023.86127,149369.9794,Dongou,NA,NA,NA,NA,Bolomo,NA,NA,NA,NA,D367
298,Kokosso,D367,M,Bolomo,Personne agee,NA,43586.54304,63449.00622,Dongou,NA,NA,NA,NA,Mindjoukou,NA,NA,NA,NA,D366
299,Boleike1,D368,F,Boucyboucy,Personne agee,NA,58153.59165,792500.6063,Dongou,NA,NA,NA,NA,Manfouete,NA,NA,NA,NA,D369
300,Boleike1,D369,M,Manfouete,Personne agee,NA,64048.06389,785075.2434,Dongou,NA,NA,NA,NA,Boucyboucy,NA,NA,NA,NA,D368
301,Cacao,D37,M,Bondzale,Adolescent,NA,NA,#NAME?,Dongou,Manfouete,Maoangouma,Cacao,Cacao,NA,NA,NA,NA,NA,0
302,Boleike3,D370,F,Boucyboucy,Enfant,NA,NA,#NAME?,Dongou,Boucyboucy,Manfouete,Boleike3,Boleike3,NA,NA,NA,NA,NA,0
303,Boleike3,D371,F,Boucyboucy,Enfant,NA,NA,#NAME?,Dongou,Boucyboucy,Manfouete,Boleike3,Boleike3,NA,NA,NA,NA,NA,0
304,Boleike3,D372,F,Boucyboucy,Enfant,NA,NA,#NAME?,Dongou,Boucyboucy,Manfouete,Boleike3,Boleike3,NA,NA,NA,NA,NA,0
305,Boleike3,D373,F,Boucyboucy,Adulte,NA,74720.04786,74720.04786,Dongou,NA,NA,NA,NA,Manfouete,Boucyboucy,Boucyboucy,Boleike3,Boleike3,D376
306,Boleike3,D374,F,Boucyboucy,Enfant,NA,NA,#NAME?,Dongou,Boucyboucy,Boucyboucy,Boleike3,Boleike3,NA,NA,NA,NA,NA,0
307,Boleike3,D375,M,Boucyboucy,Adolescent,NA,NA,#NAME?,Dongou,Boucyboucy,Boucyboucy,Boleike3,Boleike3,NA,NA,NA,NA,NA,0
308,Boleike3,D376,M,Manfouete,Adulte,NA,92533.4575,92533.4575,Dongou,Boucyboucy,Boucyboucy,Boleike3,Boleike3,Boucyboucy,NA,NA,NA,NA,D373
309,Boleike3,D377,M,Boucyboucy,Enfant,NA,NA,#NAME?,Dongou,Boucyboucy,Boucyboucy,Boleike3,Boleike3,NA,NA,NA,NA,NA,0
310,Boleike3,D378,M,Boucyboucy,Enfant,NA,NA,#NAME?,Dongou,Boucyboucy,NA,Boleike3,NA,NA,NA,NA,NA,NA,0
311,Boleike3,D379,M,Boucyboucy,Personne agee,NA,74720.04786,792500.6063,Dongou,NA,NA,NA,NA,Boucyboucy,NA,NA,NA,NA,D380
312,Bokoko,D38,F,Ndzoumbele,Adulte,NA,44220.32375,73789.28825,Dongou,NA,NA,NA,NA,Ndzoumbele,NA,NA,NA,NA,D39
313,Boleike3,D380,F,Boucyboucy,Personne agee,NA,51440.67998,74720.04786,Dongou,NA,NA,NA,NA,Boucyboucy,NA,NA,NA,NA,D379
314,Boleike3,D381,F,Boucyboucy,Adulte,2,28161.31211,64359.06248,Dongou,Boucyboucy,Boucyboucy,Boleike3,Boleike3,NA,NA,NA,NA,NA,0
315,Boleike3,D382,F,Boucyboucy,Enfant,NA,NA,#NAME?,Dongou,Boucyboucy,NA,Boleike3,NA,NA,NA,NA,NA,NA,0
316,Mokombo1,D383,M,Dongou,Enfant,NA,NA,#NAME?,Dongou,NA,Mokombo 1,NA,Mokombo1,NA,NA,NA,NA,NA,0
317,Mokombo1,D384,F,Dongou,Adulte,NA,NA,#NAME?,Dongou,NA,NA,NA,NA,Longa,NA,NA,NA,NA,D386
318,Mokombo1,D385,F,Dongou,Enfant,NA,NA,#NAME?,Dongou,NA,Mokombo 1,NA,Mokombo1,NA,NA,NA,NA,NA,0
319,Mokombo1,D386,M,Longa,Adulte,NA,NA,#NAME?,Dongou,NA,NA,NA,NA,Dongou,NA,NA,NA,NA,D384
320,Mokombo2,D387,M,Dongou,Enfant,NA,NA,#NAME?,Dongou,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
321,Mokombo2,D388,F,Village Mapote,Personne agee,NA,NA,#NAME?,Dongou,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
322,Mokombo2,D389,F,Dongou,Enfant,NA,NA,#NAME?,Dongou,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
323,Bokoko,D39,M,Ndzoumbele,Adulte,3,44142.94463,73789.28825,Dongou,NA,NA,NA,NA,Ndzoumbele,NA,NA,NA,NA,D38
324,Mokombo2,D390,F,Dongou,Enfant,NA,NA,#NAME?,Dongou,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
325,Bagorhe,D391,F,Boucyboucy,Personne agee,NA,NA,#NAME?,Dongou,NA,NA,NA,NA,Mimbelli,NA,NA,NA,NA,D395
