"X","camp_name","house_num","house_ppl","time_camp","sex","age_group","ref","region","year"
845,"CAMP085","1",4,2,"F","Adulte","M71","Macao",2022
846,"CAMP022","2",5,2,"F","Enfant","M181","Macao",2022
847,"CAMP022","1",5,2,"M","Enfant","M174","Macao",2022
848,"CAMP047","1",6,1,"F","Enfant","M87","Macao",2022
849,"CAMP087","3",3,2,"F","Enfant","M53","Macao",2022
850,"CAMP085","1",4,2,"M","Adulte","M70","Macao",2022
851,"CAMP022","2",5,2,"F","Enfant","M180","Macao",2022
852,"CAMP115","1",6,2,"M","Adulte","M18","Macao",2022
853,"CAMP115","1",6,2,"M","Enfant","M22","Macao",2022
854,"CAMP021","6",3,2,"M","Enfant","M160","Macao",2022
855,"CAMP013","3",2,1,"M","Enfant","M17","Macao",2022
856,"CAMP047","2",5,1,"M","Enfant","M133","Macao",2022
857,"CAMP105","1",5,2,"M","Enfant","M28","Macao",2022
858,"CAMP095","2",4,2,"M","Enfant","M143","Macao",2022
859,"CAMP013","1",2,1,"M","Adulte","M14","Macao",2022
860,"CAMP021","4",5,2,"M","Enfant","M156","Macao",2022
861,"CAMP021","4",5,2,"M","Enfant","M157","Macao",2022
862,"CAMP021","3",4,2,"F","Enfant","M109","Macao",2022
863,"CAMP095","1",3,2,"M","Enfant","M100","Macao",2022
864,"CAMP115","1",6,2,"F","Enfant","M21","Macao",2022
865,"CAMP022","1",5,2,"M","Enfant","M173","Macao",2022
866,"CAMP008","2",3,2,"F","Adulte","M148","Macao",2022
867,"CAMP030","1",2,1,"F","Personne agée","M95","Macao",2022
868,"CAMP008","1",1,2,"M","Adulte","M98","Macao",2022
869,"CAMP096","2",3,NA,"M","Enfant","M200","Macao",2022
870,"CAMP039","1",4,2,"F","Enfant","MI1","Minganga",2022
871,"CAMP039","1",4,2,"M","Adulte","MI10","Minganga",2022
872,"CAMP059","2",6,2,"M","Enfant","MI100","Minganga",2022
873,"CAMP048","1",7,2,"F","Enfant","MI101","Minganga",2022
874,"CAMP048","1",7,2,"M","Enfant","MI102","Minganga",2022
875,"CAMP048","1",7,2,"F","Enfant","MI103","Minganga",2022
876,"CAMP048","1",7,2,"M","Enfant","MI104","Minganga",2022
877,"CAMP048","1",7,2,"F","Personne agée","MI105","Minganga",2022
878,"CAMP048","1",7,2,"F","Adulte","MI106","Minganga",2022
879,"CAMP017","2",4,2,"M","Adolescent","MI107","Minganga",2022
880,"CAMP017","3",3,2,"M","Enfant","MI108","Minganga",2022
881,"CAMP017","1",2,1,"M","Adulte","MI109","Minganga",2022
882,"CAMP071","1",5,1,"F","Personne agée","MI11","Minganga",2022
883,"CAMP017","3",3,2,"F","Adulte","MI110","Minganga",2022
884,"CAMP017","2",4,2,"F","Enfant","MI111","Minganga",2022
885,"CAMP017","2",4,2,"M","Enfant","MI112","Minganga",2022
886,"CAMP017","3",3,2,"M","Adulte","MI113","Minganga",2022
887,"CAMP004","1",3,2,"M","Adulte","MI114","Minganga",2022
888,"CAMP017","2",4,2,"F","Adulte","MI115","Minganga",2022
889,"CAMP017","1",2,1,"F","Adulte","MI116","Minganga",2022
890,"CAMP004","1",3,2,"F","Adulte","MI117","Minganga",2022
891,"CAMP004","1",3,2,"M","Enfant","MI118","Minganga",2022
892,"CAMP068","3",5,2,"M","Enfant","MI119","Minganga",2022
893,"CAMP071","1",5,3,"F","Personne agée","MI12","Minganga",2022
894,"CAMP068","3",5,2,"M","Enfant","MI120","Minganga",2022
895,"CAMP068","3",5,2,"M","Enfant","MI121","Minganga",2022
896,"CAMP068","3",5,2,"F","Adulte","MI122","Minganga",2022
897,"CAMP068","3",5,2,"M","Adulte","MI123","Minganga",2022
898,"CAMP068","1",3,2,"M","Enfant","MI124","Minganga",2022
899,"CAMP068","2",5,2,"M","Adulte","MI125","Minganga",2022
900,"CAMP068","1",3,2,"M","Adolescent","MI126","Minganga",2022
901,"CAMP005","2",2,1,"M","Adulte","MI127","Minganga",2022
902,"CAMP068","1",3,2,"F","Adulte","MI128","Minganga",2022
903,"CAMP068","2",5,2,"F","Adulte","MI129","Minganga",2022
904,"CAMP039","1",4,2,"F","Adulte","MI13","Minganga",2022
905,"CAMP068","2",5,2,"F","Enfant","MI130","Minganga",2022
906,"CAMP068","2",5,2,"M","Enfant","MI131","Minganga",2022
907,"CAMP068","2",5,2,"M","Enfant","MI132","Minganga",2022
908,"CAMP005","2",2,1,"F","Adulte","MI133","Minganga",2022
909,"CAMP111","5",4,2,"F","Enfant","MI14","Minganga",2022
910,"CAMP111","5",4,1,"F","Adolescent","MI15","Minganga",2022
911,"CAMP048","2",4,2,"F","Enfant","MI16","Minganga",2022
912,"CAMP111","1",3,5,"M","Personne agée","MI17","Minganga",2022
913,"CAMP111","5",4,4,"F","Adulte","MI18","Minganga",2022
914,"CAMP048","2",4,1,"M","Adolescent","MI19","Minganga",2022
915,"CAMP039","1",4,2,"M","Enfant","MI2","Minganga",2022
916,"CAMP111","1",3,5,"F","Adolescent","MI20","Minganga",2022
917,"CAMP111","1",3,5,"F","Personne agée","MI21","Minganga",2022
918,"CAMP111","3",3,2,"M","Adulte","MI22","Minganga",2022
919,"CAMP059","1",5,2,"M","Enfant","MI23","Minganga",2022
920,"CAMP059","1",5,2,"M","Enfant","MI24","Minganga",2022
921,"CAMP048","1",4,2,"M","Personne agée","MI25","Minganga",2022
922,"CAMP048","2",4,2,"F","Personne agée","MI26","Minganga",2022
923,"CAMP059","1",5,2,"F","Adolescent","MI27","Minganga",2022
924,"CAMP059","1",5,2,"F","Personne agée","MI28","Minganga",2022
925,"CAMP059","1",5,2,"M","Adulte","MI29","Minganga",2022
926,"CAMP071","3",4,2,"F","Adolescent","MI3","Minganga",2022
927,"CAMP113","1",5,2,"M","Adolescent","MI30","Minganga",2022
928,"CAMP005","3",6,2,"F","Personne agée","MI31","Minganga",2022
929,"CAMP113","1",5,2,"M","Adolescent","MI32","Minganga",2022
930,"CAMP113","1",5,2,"M","Adolescent","MI34","Minganga",2022
931,"CAMP113","3",6,2,"M","Enfant","MI35","Minganga",2022
932,"CAMP113","3",6,2,"F","Enfant","MI36","Minganga",2022
933,"CAMP113","3",6,2,"M","Enfant","MI37","Minganga",2022
934,"CAMP113","3",6,2,"F","Adulte","MI38","Minganga",2022
935,"CAMP113","3",6,2,"M","Adulte","MI39","Minganga",2022
936,"CAMP071","3",4,2,"M","Enfant","MI4","Minganga",2022
937,"CAMP113","3",6,2,"M","Enfant","MI40","Minganga",2022
938,"CAMP113","1",5,2,"M","Personne agée","MI41","Minganga",2022
939,"CAMP113","2",4,2,"F","Adolescent","MI42","Minganga",2022
940,"CAMP113","Avocat",4,2,"F","Adulte","MI43","Minganga",2022
941,"CAMP113","1",5,2,"F","Personne agée","MI44","Minganga",2022
942,"CAMP113","2",4,2,"M","Adulte","MI45","Minganga",2022
943,"CAMP113","2",4,2,"F","Enfant","MI46","Minganga",2022
944,"CAMP097","2",2,2,"M","Adolescent","MI47","Minganga",2022
945,"CAMP097","2",2,2,"F","Adolescent","MI48","Minganga",2022
946,"CAMP097","1",6,2,"F","Adolescent","MI49","Minganga",2022
947,"CAMP071","3",4,2,"F","Enfant","MI5","Minganga",2022
948,"CAMP097","1",5,2,"M","Adulte","MI50","Minganga",2022
949,"CAMP097","1",6,2,"F","Enfant","MI51","Minganga",2022
950,"CAMP097","1",6,2,"M","Enfant","MI52","Minganga",2022
951,"CAMP097","1",6,2,"F","Adulte","MI53","Minganga",2022
952,"CAMP097","1",6,2,"F","Enfant","MI54","Minganga",2022
953,"CAMP084","1",6,2,"M","Adulte","MI55","Minganga",2022
954,"CAMP084","3",2,2,"M","Enfant","MI56","Minganga",2022
955,"CAMP084","3",2,2,"F","Personne agée","MI57","Minganga",2022
956,"CAMP084","2",1,2,"M","Personne agée","MI58","Minganga",2022
957,"CAMP084","1",6,2,"F","Enfant","MI59","Minganga",2022
958,"CAMP071","3",4,2,"F","Adulte","MI6","Minganga",2022
959,"CAMP084","1",6,2,"F","Enfant","MI60","Minganga",2022
960,"CAMP084","1",6,2,"M","Enfant","MI61","Minganga",2022
961,"CAMP084","1",6,2,"F","Adulte","MI62","Minganga",2022
962,"CAMP005","1",3,2,"M","Adulte","MI63","Minganga",2022
963,"CAMP005","3",3,2,"F","Enfant","MI64","Minganga",2022
964,"CAMP005","3",3,2,"M","Enfant","MI65","Minganga",2022
965,"CAMP005","1",3,2,"M","Enfant","MI66","Minganga",2022
966,"CAMP005","1",3,2,"F","Adulte","MI67","Minganga",2022
967,"CAMP040","2",5,2,"F","Adulte","MI68","Minganga",2022
968,"CAMP040","1",3,2,"M","Enfant","MI69","Minganga",2022
969,"CAMP071","1",5,3,"M","Personne agée","MI7","Minganga",2022
970,"CAMP040","1",3,2,"M","Adulte","MI70","Minganga",2022
971,"CAMP040","1",3,2,"F","Adulte","MI71","Minganga",2022
972,"CAMP040","2",5,2,"F","Enfant","MI72","Minganga",2022
973,"CAMP040","2",5,2,"M","Enfant","MI73","Minganga",2022
974,"CAMP040","2",5,2,"M","Enfant","MI74","Minganga",2022
975,"CAMP040","2",5,2,"F","Enfant","MI75","Minganga",2022
976,"CAMP071","4",3,2,"M","Adulte","MI76","Minganga",2022
977,"CAMP071","4",3,3,"F","Adulte","MI77","Minganga",2022
978,"CAMP071","2",5,3,"F","Adulte","MI78","Minganga",2022
979,"CAMP071","2",5,3,"F","Enfant","MI79","Minganga",2022
980,"CAMP071","1",5,3,"F","Adulte","MI8","Minganga",2022
981,"CAMP071","4",3,3,"M","Enfant","MI80","Minganga",2022
982,"CAMP071","2",5,3,"M","Adolescent","MI81","Minganga",2022
983,"CAMP071","2",5,3,"M","Enfant","MI82","Minganga",2022
984,"CAMP071","2",5,3,"M","Enfant","MI83","Minganga",2022
985,"CAMP111","6",4,5,"M","Enfant","MI84","Minganga",2022
986,"CAMP111","6",4,4,"M","Enfant","MI85","Minganga",2022
987,"CAMP111","6",4,5,"F","Adulte","MI86","Minganga",2022
988,"CAMP111","4",4,4,"M","Enfant","MI87","Minganga",2022
989,"CAMP111","2",3,5,"M","Adulte","MI88","Minganga",2022
990,"CAMP111","4",4,4,"F","Enfant","MI89","Minganga",2022
991,"CAMP071","1",5,2,"F","Enfant","MI9","Minganga",2022
992,"CAMP111","4",4,5,"M","Adulte","MI90","Minganga",2022
993,"CAMP111","4",4,4,"M","Enfant","MI91","Minganga",2022
994,"CAMP111","2",3,5,"F","Adulte","MI92","Minganga",2022
995,"CAMP111","2",3,5,"M","Enfant","MI93","Minganga",2022
996,"CAMP059","2",6,2,"F","Enfant","MI94","Minganga",2022
997,"CAMP059","2",6,2,"M","Enfant","MI95","Minganga",2022
998,"CAMP059","2",6,2,"M","Adulte","MI96","Minganga",2022
999,"CAMP059","2",6,2,"M","Enfant","MI97","Minganga",2022
1000,"CAMP048","1",7,2,"M","Adulte","MI98","Minganga",2022
1001,"CAMP059","2",6,2,"F","Adulte","MI99","Minganga",2022
1002,"CAMP114","1",5,1,"M","Adulte","M202","Macao",2023
1003,"CAMP114","1",5,1,"F","Adulte","M203","Macao",2023
1004,"CAMP114","2",5,2,"F","Adulte","M204","Macao",2023
1005,"CAMP114","3",8,2,"F","Adulte","M205","Macao",2023
1006,"CAMP114","4",5,NA,"F","Adulte","M401","Macao",2023
1007,"CAMP114","4",6,2,"F","Personne agée","M206","Macao",2023
1008,"CAMP114","4",6,2,"M","Adulte","M207","Macao",2023
1009,"CAMP035","1",5,1,"M","Adulte","M208","Macao",2023
1010,"CAMP114","1",3,NA,"F","Enfant","M209","Macao",2023
1011,"CAMP056","1",4,2,"M","Adulte","M210","Macao",2023
1012,"CAMP056","1",4,2,"F","Adulte","M211","Macao",2023
1013,"CAMP056","2",5,3,"M","Adulte","M212","Macao",2023
1014,"CAMP056","7",3,3,"M","Personne agée","M213","Macao",2023
1015,"CAMP056","3",3,2,"M","Adulte","M214","Macao",2023
1016,"CAMP056","7",1,NA,"M","Enfant","M215","Macao",2023
1017,"CAMP056","1",4,NA,"F","Enfant","M216","Macao",2023
1018,"CAMP056","1",4,NA,"M","Enfant","M217","Macao",2023
1019,"CAMP056",NA,NA,NA,"M","Enfant","M218","Macao",2023
1020,"CAMP056","2",5,NA,"F","Enfant","M219","Macao",2023
1021,"CAMP012","1",2,1,"M","Adolescent","M220","Macao",2023
1022,"CAMP012","2",4,1,"F","Personne agée","M221","Macao",2023
1023,"CAMP012","2",4,1,"M","Personne agée","M222","Macao",2023
1024,"CAMP012","3",10,1,"F","Adulte","M223","Macao",2023
1025,"CAMP012","3",10,1,"M","Adulte","M224","Macao",2023
1026,"CAMP012","3",10,1,"M","Enfant","M225","Macao",2023
1027,"CAMP012","4",3,1,"F","Adulte","M227","Macao",2023
1028,"CAMP012","5",5,1,"F","Adulte","M228","Macao",2023
1029,"CAMP012","5",6,1,"M","Adulte","M229","Macao",2023
1030,"CAMP012","4",3,1,"M","Adulte","M230","Macao",2023
1031,"CAMP012","5",6,NA,"F","Enfant","M231","Macao",2023
1032,"CAMP012","5",6,NA,"F","Enfant","M232","Macao",2023
1033,"CAMP012","5",6,NA,"M","Enfant","M233","Macao",2023
1034,"CAMP012","3",10,NA,"F","Enfant","M234","Macao",2023
1035,"CAMP012","3",10,NA,"F","Enfant","M235","Macao",2023
1036,"CAMP012","3",10,NA,"M","Enfant","M236","Macao",2023
1037,"CAMP035","2",5,2,"F","Adulte","M237","Macao",2023
1038,"CAMP035","2",5,2,"M","Adulte","M238","Macao",2023
1039,"CAMP049","1",6,1,"M","Adulte","M239","Macao",2023
1040,"CAMP049","1",4,2,"F","Adulte","M240","Macao",2023
1041,"CAMP049",NA,NA,NA,"F","Adulte","M241","Macao",2023
1042,"CAMP066","1",3,1,"M","Adulte","M242","Macao",2023
1043,"CAMP066","1",3,1,"F","Adulte","M243","Macao",2023
1044,"CAMP066","2",4,1,"F","Personne agée","M244","Macao",2023
1045,"CAMP066","2",4,1,"M","Adulte","M245","Macao",2023
1046,"CAMP012","6",2,1,"M","Adulte","M246","Macao",2023
1047,"CAMP012","7",2,2,"F","Personne agée","M247","Macao",2023
1048,"CAMP012","6",2,1,"F","Adulte","M248","Macao",2023
1049,"CAMP049",NA,NA,NA,"M","Enfant","M249","Macao",2023
1050,"CAMP049",NA,NA,NA,"M","Enfant","M250","Macao",2023
1051,"CAMP056","4",7,1,"","Adulte","M251","Macao",2023
1052,"CAMP066","3",4,1,"F","Adolescent","M252","Macao",2023
1053,"CAMP066","2",4,1,"F","Adulte","M253","Macao",2023
1054,"CAMP066","4",3,2,"M","Adolescent","M254","Macao",2023
1055,"CAMP066","4",3,1,"F","Adolescent","M255","Macao",2023
1056,"CAMP012","1",2,1,"F","Adolescent","M257","Macao",2023
1057,"CAMP056","4",4,1,"F","Personne agée","M258","Macao",2023
1058,"CAMP012","5",6,NA,"M","Enfant","M256","Macao",2023
1059,"CAMP056","5",3,1,"F","Adulte","M259","Macao",2023
1060,"CAMP056","3",3,2,"F","Adulte","M260","Macao",2023
1061,"CAMP056","6",4,1,"F","Adulte","M261","Macao",2023
1062,"CAMP106","1",7,5,"F","Adulte","M262","Macao",2023
1063,"CAMP106","3",3,5,"F","Adulte","M263","Macao",2023
1064,"CAMP106","4",2,5,"F","Personne agée","M264","Macao",2023
1065,"CAMP106","5",6,5,"M","Adulte","M265","Macao",2023
1066,"CAMP106",NA,6,5,"F","Adulte","M266","Macao",2023
1067,"CAMP106","1",7,3,"M","Adulte","M267","Macao",2023
1068,"CAMP049",NA,NA,NA,"F","Adulte","M268","Macao",2023
1069,"CAMP106","6",5,3,"F","Personne agée","M269","Macao",2023
1070,"CAMP012","3",10,NA,"F","Enfant","M270","Macao",2023
1071,"CAMP104","2",6,5,"M","Adulte","M271","Macao",2023
1072,"CAMP104","2",6,5,"M","Adulte","M272","Macao",2023
1073,"CAMP104","3",2,5,"F","Adolescent","M273","Macao",2023
1074,"CAMP104","3",2,2,"M","Adolescent","M274","Macao",2023
1075,"CAMP104","4",1,5,"M","Personne agée","M275","Macao",2023
1076,"CAMP104","8",10,5,"F","Personne agée","M277","Macao",2023
1077,"CAMP104","10",5,2,"F","Adulte","M279","Macao",2023
1078,"CAMP104","10",5,2,"M","Adulte","M278","Macao",2023
1079,"CAMP104","11",2,2,"F","Adulte","M280","Macao",2023
1080,"CAMP104","8",10,5,"F","Adulte","M281","Macao",2023
1081,"CAMP104","13",2,1,"M","Adulte","M282","Macao",2023
1082,"CAMP104","13",2,2,"F","Adulte","M283","Macao",2023
1083,"CAMP104","14",4,2,"F","Adulte","M284","Macao",2023
1084,"CAMP104",NA,NA,NA,"M","Adolescent","M285","Macao",2023
1085,"CAMP104",NA,4,2,"F","Adulte","M286","Macao",2023
1086,"CAMP104",NA,2,1,"F","Adolescent","M287","Macao",2023
1087,"CAMP003","1",3,1,"M","Personne agée","M288","Macao",2023
1088,"CAMP003","4",4,1,"F","Personne agée","M373","Macao",2023
1089,"CAMP003","1",3,1,"F","Adulte","M289","Macao",2023
1090,"CAMP003","2",2,1,"F","Personne agée","M290","Macao",2023
1091,"CAMP003","3",1,1,"M","Adulte","M291","Macao",2023
1092,"CAMP003","5",2,1,"M","","M293","Macao",2023
1093,"CAMP003","5",2,1,"F","Adolescent","M294","Macao",2023
1094,"CAMP003","4",4,2,"F","Adolescent","M295","Macao",2023
1095,"CAMP033","1",6,2,"M","Adulte","M296","Macao",2023
1096,"CAMP033","1",6,2,"F","Adulte","M297","Macao",2023
1097,"CAMP104",NA,NA,2,"M","Adolescent","M298","Macao",2023
1098,"CAMP033","1",6,2,"M","Enfant","M501","Macao",2023
1099,"CAMP033","1",6,2,"F","Enfant","M502","Macao",2023
1100,"CAMP033","2",5,1,"M","Adulte","M299","Macao",2023
1101,"CAMP033","2",5,2,"F","Adulte","M300","Macao",2023
1102,"CAMP033","3",6,1,"M","Adulte","M301","Macao",2023
1103,"CAMP033","3",6,NA,"F","","M302","Macao",2023
1104,"CAMP033","3",6,2,"F","Adulte","M303","Macao",2023
1105,"CAMP033","4",4,1,"F","Personne agée","M503","Macao",2023
1106,"CAMP033","6",3,2,"F","Adulte","M304","Macao",2023
1107,"CAMP033","6",3,1,"M","Adulte","M305","Macao",2023
1108,"CAMP033","7",6,1,"M","Adulte","M306","Macao",2023
1109,"CAMP033","7",6,1,"F","Adulte","M307","Macao",2023
1110,"CAMP033","8",4,2,"M","Adulte","M308","Macao",2023
1111,"CAMP033","8",4,2,"F","Adulte","M309","Macao",2023
1112,"CAMP075","1",1,1,"F","Personne agée","M310","Macao",2023
1113,"CAMP075","2",2,2,"F","Adulte","M311","Macao",2023
1114,"CAMP075","2",2,2,"M","Adulte","M312","Macao",2023
1115,"CAMP075","3",2,2,"M","Adulte","M313","Macao",2023
1116,"CAMP075","3",2,2,"F","Adulte","M314","Macao",2023
1117,"CAMP075","4",3,2,"M","Adolescent","M315","Macao",2023
1118,"CAMP075","4",3,2,"M","Adolescent","M316","Macao",2023
1119,"CAMP029","1",1,1,"M","Adolescent","M317","Macao",2023
1120,"CAMP037","1",5,2,"M","Personne agée","M318","Macao",2023
1121,"CAMP037","1",5,2,"F","Personne agée","M319","Macao",2023
1122,"CAMP037","2",5,1,"F","Adulte","M321","Macao",2023
1123,"CAMP037","2",5,2,"M","Adulte","M322","Macao",2023
1124,"CAMP037","3",1,2,"M","Adulte","M323","Macao",2023
1125,"CAMP037","4",3,2,"M","Adolescent","M324","Macao",2023
1126,"CAMP037","4",3,1,"F","Adolescent","M325","Macao",2023
1127,"CAMP070","1",6,2,"F","Adulte","M326","Macao",2023
1128,"CAMP070","1",6,2,"M","Adulte","M327","Macao",2023
1129,"CAMP070","2",5,4,"M","Personne agée","M328","Macao",2023
1130,"CAMP070","4",5,5,"M","Adulte","M329","Macao",2023
1131,"CAMP070","6",4,2,"M","Adulte","M330","Macao",2023
1132,"CAMP064","1",2,5,"M","Personne agée","M331","Macao",2023
1133,"CAMP065","1",5,2,"F","Adulte","M332","Macao",2023
1134,"CAMP065","1",5,2,"M","Adulte","M333","Macao",2023
1135,"CAMP065","2",4,NA,"M","Adulte","M334","Macao",2023
1136,"CAMP065","3",1,1,"M","Adolescent","M335","Macao",2023
1137,"CAMP054","1",3,1,"F","Adulte","M336","Macao",2023
1138,"CAMP054","1",3,1,"M","Adulte","M337","Macao",2023
1139,"CAMP054","2",4,2,"M","Adulte","M338","Macao",2023
1140,"CAMP054",NA,4,2,"F","Adulte","M339","Macao",2023
1141,"CAMP080","1",2,2,"M","Adulte","M340","Macao",2023
1142,"CAMP080",NA,2,5,"F","Adulte","M341","Macao",2023
1143,"CAMP019","1",3,1,"F","Adulte","M342","Macao",2023
1144,"CAMP019","2",4,1,"F","Adulte","M343","Macao",2023
1145,"CAMP019","2",4,1,"M","Adulte","M344","Macao",2023
1146,"CAMP019","1",3,1,"M","Adolescent","M345","Macao",2023
1147,"CAMP010","1",7,5,"M","Personne agée","M346","Macao",2023
1148,"CAMP010","1",7,5,"F","Personne agée","M347","Macao",2023
1149,"CAMP018",NA,4,5,"M","Adulte","M348","Macao",2023
1150,"CAMP046",NA,2,5,"F","Adulte","M349","Macao",2023
1151,"CAMP080",NA,1,5,"F","Personne agée","M350","Macao",2023
1152,"CAMP002","1",5,1,"F","Adulte","M351","Macao",2023
1153,"CAMP002",NA,7,5,"M","Adulte","M352","Macao",2023
1154,"CAMP046","2",5,5,"F","Adulte","M353","Macao",2023
1155,"CAMP062","1",9,2,"F","Adulte","M354","Macao",2023
1156,"CAMP062","1",9,NA,"M","Adolescent","M355","Macao",2023
1157,"CAMP055","1",3,5,"","","M356","Macao",2023
1158,"CAMP058","1",6,1,"","Adulte","M357","Macao",2023
1159,"CAMP058","1",6,1,"M","Adulte","M359","Macao",2023
1160,"CAMP045","1",5,5,"F","Adulte","M360","Macao",2023
1161,"CAMP018","1",4,3,"F","Adolescent","M361","Macao",2023
1162,"CAMP001","1",4,2,"M","Adulte","M362","Macao",2023
1163,"CAMP045","1",3,3,"M","Adulte","M363","Macao",2023
1164,"CAMP001","1",4,5,"F","Adolescent","M364","Macao",2023
1165,"CAMP001","1",4,1,"M","Adolescent","M365","Macao",2023
1166,"CAMP001","1",4,5,"F","Adolescent","M366","Macao",2023
1167,"CAMP001","3",1,2,"M","Personne agée","M367","Macao",2023
1168,"CAMP001","5",5,5,"M","Adulte","M368","Macao",2023
1169,"CAMP001","5",5,5,"F","Adolescent","M369","Macao",2023
1170,"CAMP001","7",4,5,"F","Adulte","M370","Macao",2023
1171,"CAMP001","8",12,3,"F","Personne agée","M370","Macao",2023
1172,"CAMP001","8",12,5,"M","Personne agée","M372","Macao",2023
1173,"CAMP037",NA,NA,2,"F","","M400","Macao",2023
1174,"CAMP106",NA,6,3,"","Adolescent","M375","Macao",2023
1175,"CAMP066",NA,NA,NA,"M","Adulte","M374","Macao",2023
1176,"CAMP044",NA,NA,NA,"","","","Macao",2023
1177,"CAMP061","1",6,2,"M","Adulte","MI205","Minganga",2023
1178,"CAMP061","1",6,2,"F","Adulte","MI206","Minganga",2023
1179,"CAMP061","2",6,1,"F","Adulte","MI209","Minganga",2023
1180,"CAMP061","4",5,1,"F","Adulte","MI211","Minganga",2023
1181,"CAMP061","5",1,1,"M","Adolescent","MI212","Minganga",2023
1182,"CAMP059","1",1,2,"F","Personne agée","MI210","Minganga",2023
1183,"CAMP082","1",7,2,"M","Adulte","MI154","Minganga",2023
1184,"CAMP082","1",6,2,"F","Adulte","MI155","Minganga",2023
1185,"CAMP082","1",6,2,"F","Enfant","MI156","Minganga",2023
1186,"CAMP082","1",6,1,"M","Enfant","MI157","Minganga",2023
1187,"CAMP082","1",6,1,"M","Enfant","MI158","Minganga",2023
1188,"CAMP082","1",6,1,"F","Enfant","MI159","Minganga",2023
1189,"CAMP082","2",6,2,"M","Adulte","MI160","Minganga",2023
1190,"CAMP082","2",6,1,"F","Adulte","MI161","Minganga",2023
1191,"CAMP082","5",1,2,"F","Personne agée","MI162","Minganga",2023
1192,"CAMP082","2",6,1,"F","Enfant","MI163","Minganga",2023
1193,"CAMP082","2",6,1,"M","Enfant","MI164","Minganga",2023
1194,"CAMP082","2",6,1,"F","Enfant","MI165","Minganga",2023
1195,"CAMP082","2",6,1,"M","Enfant","MI166","Minganga",2023
1196,"CAMP082","3",2,2,"F","Adolescent","MI178","Minganga",2023
1197,"CAMP082","3",2,2,"F","Adolescent","MI179","Minganga",2023
1198,"CAMP082","4",5,2,"F","Adulte","MI180","Minganga",2023
1199,"CAMP082","4",5,2,"M","Adulte","MI181","Minganga",2023
1200,"CAMP061",NA,NA,NA,"M","Enfant","MI204","Minganga",2023
1201,"CAMP061","2",6,1,"M","Adulte","MI207","Minganga",2023
1202,"CAMP061","3",3,1,"F","Personne agée","MI208","Minganga",2023
1203,"CAMP061",NA,NA,NA,"M","Enfant","MI213","Minganga",2023
1204,"CAMP061",NA,NA,NA,"F","Enfant","MI214","Minganga",2023
1205,"CAMP061",NA,NA,NA,"F","Enfant","MI215","Minganga",2023
1206,"CAMP061",NA,NA,NA,"M","Enfant","MI217","Minganga",2023
1207,"CAMP061",NA,NA,NA,"F","Enfant","MI218","Minganga",2023
1208,"CAMP061",NA,NA,NA,"M","Enfant","MI219","Minganga",2023
1209,"CAMP061",NA,NA,NA,"F","Enfant","MI220","Minganga",2023
1210,"CAMP061",NA,NA,NA,"M","Enfant","MI221","Minganga",2023
1211,"CAMP059","2",3,1,"M","Adulte","MI216","Minganga",2023
1212,"CAMP059",NA,NA,NA,"M","Enfant","MI222","Minganga",2023
1213,"CAMP059",NA,NA,NA,"F","Enfant","MI223","Minganga",2023
1214,"CAMP059",NA,NA,NA,"M","Enfant","MI224","Minganga",2023
1215,"CAMP059",NA,NA,NA,"M","Enfant","MI225","Minganga",2023
1216,"CAMP059","3",6,1,"F","Adulte","MI226","Minganga",2023
1217,"CAMP020","1",6,2,"M","Adulte","MI187","Minganga",2023
1218,"CAMP020","1",6,2,"F","Adulte","MI188","Minganga",2023
1219,"CAMP020","2",4,2,"F","Adolescent","MI189","Minganga",2023
1220,"CAMP020",NA,NA,NA,"M","Enfant","MI190","Minganga",2023
1221,"CAMP020",NA,NA,NA,"M","Enfant","MI191","Minganga",2023
1222,"CAMP020","3",2,2,"F","Adolescent","MI192","Minganga",2023
1223,"CAMP020","7",1,NA,"F","Personne agée","MI193","Minganga",2023
1224,"CAMP020","4",5,1,"M","Adulte","MI195","Minganga",2023
1225,"CAMP020","3",2,2,"F","Adolescent","MI196","Minganga",2023
1226,"CAMP020","3",2,2,"F","Adulte","MI197","Minganga",2023
1227,"CAMP020","4",3,2,"F","Adulte","MI198","Minganga",2023
1228,"CAMP020",NA,NA,NA,"M","Enfant","MI199","Minganga",2023
1229,"CAMP020",NA,NA,NA,"F","Enfant","MI200","Minganga",2023
1230,"CAMP020",NA,NA,NA,"M","Enfant","MI201","Minganga",2023
1231,"CAMP020",NA,NA,NA,"","","MI227","Minganga",2023
1232,"CAMP111","1",2,2,"F","Adolescent","MI202","Minganga",2023
1233,"CAMP111","1",2,2,"M","Adolescent","MI203","Minganga",2023
1234,"CAMP028","1",1,2,"F","Personne agée","MI167","Minganga",2023
1235,"CAMP028","2",7,2,"M","Adulte","MI168","Minganga",2023
1236,"CAMP028","2",7,2,"F","Adulte","MI169","Minganga",2023
1237,"CAMP028","2",7,2,"M","Enfant","MI170","Minganga",2023
1238,"CAMP028","2",7,2,"M","Enfant","MI171","Minganga",2023
1239,"CAMP028","2",7,2,"M","Enfant","MI172","Minganga",2023
1240,"CAMP028","2",7,2,"F","Enfant","MI173","Minganga",2023
1241,"CAMP028","2",7,2,"F","Enfant","MI174","Minganga",2023
1242,"CAMP028","3",4,2,"M","Adulte","MI175","Minganga",2023
