"X","camp_name","house_num","house_ppl","time_camp","sex","age_group","ref","region","year"
1243,"CAMP028","3",4,2,"F","Adulte","MI176","Minganga",2023
1244,"CAMP028","4",1,2,"M","Adulte","MI177","Minganga",2023
1245,"CAMP073","1",4,1,"M","Adulte","MI145","Minganga",2023
1246,"CAMP073","1",4,1,"F","Adulte","MI146","Minganga",2023
1247,"CAMP073","1",4,1,"M","Enfant","MI147","Minganga",2023
1248,"CAMP073","1",4,1,"M","Enfant","MI148","Minganga",2023
1249,"CAMP073","2",1,3,"M","Personne agée","MI149","Minganga",2023
1250,"CAMP073","3",4,1,"M","Adulte","MI150","Minganga",2023
1251,"CAMP073","3",4,1,"F","Adulte","MI151","Minganga",2023
1252,"CAMP073","3",4,1,"F","Enfant","MI152","Minganga",2023
1253,"CAMP073","3",4,1,"F","Enfant","MI153","Minganga",2023
1254,"CAMP011","1",8,5,"M","Adulte","MI134","Minganga",2023
1255,"CAMP011","1",8,5,"F","Enfant","MI135","Minganga",2023
1256,"CAMP011","2",7,5,"F","Adulte","MI136","Minganga",2023
1257,"CAMP011","3",2,5,"F","Personne agée","MI137","Minganga",2023
1258,"CAMP011","2",7,5,"M","Adulte","MI138","Minganga",2023
1259,"CAMP011","2",7,5,"F","Enfant","MI139","Minganga",2023
1260,"CAMP011","2",7,5,"M","Enfant","MI140","Minganga",2023
1261,"CAMP011","2",7,5,"M","Enfant","MI141","Minganga",2023
1262,"CAMP011","2",7,5,"M","Enfant","MI142","Minganga",2023
1263,"CAMP011","3",2,5,"M","Adulte","MI143","Minganga",2023
1264,"CAMP024",NA,4,5,"M","Adulte","MI144","Minganga",2023
1265,"CAMP109","1",5,1,"F","","MI182","Minganga",2023
1266,"CAMP109","1",5,2,"F","Personne agée","MI183","Minganga",2023
1267,"CAMP109",NA,NA,NA,"M","Adulte","MI184","Minganga",2023
1268,"CAMP109","2",3,2,"M","Adolescent","MI185","Minganga",2023
1269,"CAMP109","1",5,NA,"F","Enfant","MI194","Minganga",2023
1270,"CAMP061","1",6,2,"M","Adulte","MI205","Minganga",2023
1271,"CAMP061","1",6,2,"F","Adulte","MI206","Minganga",2023
1272,"CAMP061","2",6,1,"F","Adulte","MI209","Minganga",2023
1273,"CAMP061","4",5,1,"F","Adulte","MI211","Minganga",2023
1274,"CAMP061","5",1,1,"M","Adolescent","MI212","Minganga",2023
1275,"CAMP059","1",1,2,"F","Personne agée","MI210","Minganga",2023
1276,"CAMP082","1",7,2,"M","Adulte","MI154","Minganga",2023
1277,"CAMP082","1",6,2,"F","Adulte","MI155","Minganga",2023
1278,"CAMP082","1",6,2,"F","Enfant","MI156","Minganga",2023
1279,"CAMP082","1",6,1,"M","Enfant","MI157","Minganga",2023
1280,"CAMP082","1",6,1,"M","Enfant","MI158","Minganga",2023
1281,"CAMP082","1",6,1,"F","Enfant","MI159","Minganga",2023
1282,"CAMP082","2",6,2,"M","Adulte","MI160","Minganga",2023
1283,"CAMP082","2",6,1,"F","Adulte","MI161","Minganga",2023
1284,"CAMP082","5",1,2,"F","Personne agée","MI162","Minganga",2023
1285,"CAMP082","2",6,1,"F","Enfant","MI163","Minganga",2023
1286,"CAMP082","2",6,1,"M","Enfant","MI164","Minganga",2023
1287,"CAMP082","2",6,1,"F","Enfant","MI165","Minganga",2023
1288,"CAMP082","2",6,1,"M","Enfant","MI166","Minganga",2023
1289,"CAMP082","3",2,2,"F","Adolescent","MI178","Minganga",2023
1290,"CAMP082","3",2,2,"F","Adolescent","MI179","Minganga",2023
1291,"CAMP082","4",5,2,"F","Adulte","MI180","Minganga",2023
1292,"CAMP082","4",5,2,"M","Adulte","MI181","Minganga",2023
1293,"CAMP061",NA,NA,NA,"M","Enfant","MI204","Minganga",2023
1294,"CAMP061","2",6,1,"M","Adulte","MI207","Minganga",2023
1295,"CAMP061","3",3,1,"F","Personne agée","MI208","Minganga",2023
1296,"CAMP061",NA,NA,NA,"M","Enfant","MI213","Minganga",2023
1297,"CAMP061",NA,NA,NA,"F","Enfant","MI214","Minganga",2023
1298,"CAMP061",NA,NA,NA,"F","Enfant","MI215","Minganga",2023
1299,"CAMP061",NA,NA,NA,"M","Enfant","MI217","Minganga",2023
1300,"CAMP061",NA,NA,NA,"F","Enfant","MI218","Minganga",2023
1301,"CAMP061",NA,NA,NA,"M","Enfant","MI219","Minganga",2023
1302,"CAMP061",NA,NA,NA,"F","Enfant","MI220","Minganga",2023
1303,"CAMP061",NA,NA,NA,"M","Enfant","MI221","Minganga",2023
1304,"CAMP059","2",3,1,"M","Adulte","MI216","Minganga",2023
1305,"CAMP059",NA,NA,NA,"M","Enfant","MI222","Minganga",2023
1306,"CAMP059",NA,NA,NA,"F","Enfant","MI223","Minganga",2023
1307,"CAMP059",NA,NA,NA,"M","Enfant","MI224","Minganga",2023
1308,"CAMP059",NA,NA,NA,"M","Enfant","MI225","Minganga",2023
1309,"CAMP059","3",6,1,"F","Adulte","MI226","Minganga",2023
1310,"CAMP020","1",6,2,"M","Adulte","MI187","Minganga",2023
1311,"CAMP020","1",6,2,"F","Adulte","MI188","Minganga",2023
1312,"CAMP020","2",4,2,"F","Adolescent","MI189","Minganga",2023
1313,"CAMP020",NA,NA,NA,"M","Enfant","MI190","Minganga",2023
1314,"CAMP020",NA,NA,NA,"M","Enfant","MI191","Minganga",2023
1315,"CAMP020","3",2,2,"F","Adolescent","MI192","Minganga",2023
1316,"CAMP020","7",1,NA,"F","Personne agée","MI193","Minganga",2023
1317,"CAMP020","4",5,1,"M","Adulte","MI195","Minganga",2023
1318,"CAMP020","3",2,2,"F","Adolescent","MI196","Minganga",2023
1319,"CAMP020","3",2,2,"F","Adulte","MI197","Minganga",2023
1320,"CAMP020","4",3,2,"F","Adulte","MI198","Minganga",2023
1321,"CAMP020",NA,NA,NA,"M","Enfant","MI199","Minganga",2023
1322,"CAMP020",NA,NA,NA,"F","Enfant","MI200","Minganga",2023
1323,"CAMP020",NA,NA,NA,"M","Enfant","MI201","Minganga",2023
1324,"CAMP020",NA,NA,NA,"","","MI227","Minganga",2023
1325,"CAMP111","1",2,2,"F","Adolescent","MI202","Minganga",2023
1326,"CAMP111","1",2,2,"M","Adolescent","MI203","Minganga",2023
1327,"CAMP028","1",1,2,"F","Personne agée","MI167","Minganga",2023
1328,"CAMP028","2",7,2,"M","Adulte","MI168","Minganga",2023
1329,"CAMP028","2",7,2,"F","Adulte","MI169","Minganga",2023
1330,"CAMP028","2",7,2,"M","Enfant","MI170","Minganga",2023
1331,"CAMP028","2",7,2,"M","Enfant","MI171","Minganga",2023
1332,"CAMP028","2",7,2,"M","Enfant","MI172","Minganga",2023
1333,"CAMP028","2",7,2,"F","Enfant","MI173","Minganga",2023
1334,"CAMP028","2",7,2,"F","Enfant","MI174","Minganga",2023
1335,"CAMP028","3",4,2,"M","Adulte","MI175","Minganga",2023
1336,"CAMP028","3",4,2,"F","Adulte","MI176","Minganga",2023
1337,"CAMP028","4",1,2,"M","Adulte","MI177","Minganga",2023
1338,"CAMP073","1",4,1,"M","Adulte","MI145","Minganga",2023
1339,"CAMP073","1",4,1,"F","Adulte","MI146","Minganga",2023
1340,"CAMP073","1",4,1,"M","Enfant","MI147","Minganga",2023
1341,"CAMP073","1",4,1,"M","Enfant","MI148","Minganga",2023
1342,"CAMP073","2",1,3,"M","Personne agée","MI149","Minganga",2023
1343,"CAMP073","3",4,1,"M","Adulte","MI150","Minganga",2023
1344,"CAMP073","3",4,1,"F","Adulte","MI151","Minganga",2023
1345,"CAMP073","3",4,1,"F","Enfant","MI152","Minganga",2023
1346,"CAMP073","3",4,1,"F","Enfant","MI153","Minganga",2023
1347,"CAMP011","1",8,5,"M","Adulte","MI134","Minganga",2023
1348,"CAMP011","1",8,5,"F","Enfant","MI135","Minganga",2023
1349,"CAMP011","2",7,5,"F","Adulte","MI136","Minganga",2023
1350,"CAMP011","3",2,5,"F","Personne agée","MI137","Minganga",2023
1351,"CAMP011","2",7,5,"M","Adulte","MI138","Minganga",2023
1352,"CAMP011","2",7,5,"F","Enfant","MI139","Minganga",2023
1353,"CAMP011","2",7,5,"M","Enfant","MI140","Minganga",2023
1354,"CAMP011","2",7,5,"M","Enfant","MI141","Minganga",2023
1355,"CAMP011","2",7,5,"M","Enfant","MI142","Minganga",2023
1356,"CAMP011","3",2,5,"M","Adulte","MI143","Minganga",2023
1357,"CAMP024",NA,4,5,"M","Adulte","MI144","Minganga",2023
1358,"CAMP109","1",5,1,"F","","MI182","Minganga",2023
1359,"CAMP109","1",5,2,"F","Personne agée","MI183","Minganga",2023
1360,"CAMP109",NA,NA,NA,"M","Adulte","MI184","Minganga",2023
1361,"CAMP109","2",3,2,"M","Adolescent","MI185","Minganga",2023
1362,"CAMP109","1",5,NA,"F","Enfant","MI194","Minganga",2023
1363,"CAMP114","1",5,1,"M","Adulte","M202","Macao",2023
1364,"CAMP114","1",5,1,"F","Adulte","M203","Macao",2023
1365,"CAMP114","2",5,2,"F","Adulte","M204","Macao",2023
1366,"CAMP114","3",8,2,"F","Adulte","M205","Macao",2023
1367,"CAMP114","4",5,NA,"F","Adulte","M401","Macao",2023
1368,"CAMP114","4",6,2,"F","Personne agée","M206","Macao",2023
1369,"CAMP114","4",6,2,"M","Adulte","M207","Macao",2023
1370,"CAMP035","1",5,1,"M","Adulte","M208","Macao",2023
1371,"CAMP114","1",3,NA,"F","Enfant","M209","Macao",2023
1372,"CAMP056","1",4,2,"M","Adulte","M210","Macao",2023
1373,"CAMP056","1",4,2,"F","Adulte","M211","Macao",2023
1374,"CAMP056","2",5,3,"M","Adulte","M212","Macao",2023
1375,"CAMP056","7",3,3,"M","Personne agée","M213","Macao",2023
1376,"CAMP056","3",3,2,"M","Adulte","M214","Macao",2023
1377,"CAMP056","7",1,NA,"M","Enfant","M215","Macao",2023
1378,"CAMP056","1",4,NA,"F","Enfant","M216","Macao",2023
1379,"CAMP056","1",4,NA,"M","Enfant","M217","Macao",2023
1380,"CAMP056",NA,NA,NA,"M","Enfant","M218","Macao",2023
1381,"CAMP056","2",5,NA,"F","Enfant","M219","Macao",2023
1382,"CAMP012","1",2,1,"M","Adolescent","M220","Macao",2023
1383,"CAMP012","2",4,1,"F","Personne agée","M221","Macao",2023
1384,"CAMP012","2",4,1,"M","Personne agée","M222","Macao",2023
1385,"CAMP012","3",10,1,"F","Adulte","M223","Macao",2023
1386,"CAMP012","3",10,1,"M","Adulte","M224","Macao",2023
1387,"CAMP012","3",10,1,"M","Enfant","M225","Macao",2023
1388,"CAMP012","4",3,1,"F","Adulte","M227","Macao",2023
1389,"CAMP012","5",5,1,"F","Adulte","M228","Macao",2023
1390,"CAMP012","5",6,1,"M","Adulte","M229","Macao",2023
1391,"CAMP012","4",3,1,"M","Adulte","M230","Macao",2023
1392,"CAMP012","5",6,NA,"F","Enfant","M231","Macao",2023
1393,"CAMP012","5",6,NA,"F","Enfant","M232","Macao",2023
1394,"CAMP012","5",6,NA,"M","Enfant","M233","Macao",2023
1395,"CAMP012","3",10,NA,"F","Enfant","M234","Macao",2023
1396,"CAMP012","3",10,NA,"F","Enfant","M235","Macao",2023
1397,"CAMP012","3",10,NA,"M","Enfant","M236","Macao",2023
1398,"CAMP035","2",5,2,"F","Adulte","M237","Macao",2023
1399,"CAMP035","2",5,2,"M","Adulte","M238","Macao",2023
1400,"CAMP049","1",6,1,"M","Adulte","M239","Macao",2023
1401,"CAMP049","1",4,2,"F","Adulte","M240","Macao",2023
1402,"CAMP049",NA,NA,NA,"F","Adulte","M241","Macao",2023
1403,"CAMP066","1",3,1,"M","Adulte","M242","Macao",2023
1404,"CAMP066","1",3,1,"F","Adulte","M243","Macao",2023
1405,"CAMP066","2",4,1,"F","Personne agée","M244","Macao",2023
1406,"CAMP066","2",4,1,"M","Adulte","M245","Macao",2023
1407,"CAMP012","6",2,1,"M","Adulte","M246","Macao",2023
1408,"CAMP012","7",2,2,"F","Personne agée","M247","Macao",2023
1409,"CAMP012","6",2,1,"F","Adulte","M248","Macao",2023
1410,"CAMP049",NA,NA,NA,"M","Enfant","M249","Macao",2023
1411,"CAMP049",NA,NA,NA,"M","Enfant","M250","Macao",2023
1412,"CAMP056","4",7,1,"","Adulte","M251","Macao",2023
1413,"CAMP066","3",4,1,"F","Adolescent","M252","Macao",2023
1414,"CAMP066","2",4,1,"F","Adulte","M253","Macao",2023
1415,"CAMP066","4",3,2,"M","Adolescent","M254","Macao",2023
1416,"CAMP066","4",3,1,"F","Adolescent","M255","Macao",2023
1417,"CAMP012","1",2,1,"F","Adolescent","M257","Macao",2023
1418,"CAMP056","4",4,1,"F","Personne agée","M258","Macao",2023
1419,"CAMP012","5",6,NA,"M","Enfant","M256","Macao",2023
1420,"CAMP056","5",3,1,"F","Adulte","M259","Macao",2023
1421,"CAMP056","3",3,2,"F","Adulte","M260","Macao",2023
1422,"CAMP056","6",4,1,"F","Adulte","M261","Macao",2023
1423,"CAMP106","1",7,5,"F","Adulte","M262","Macao",2023
1424,"CAMP106","3",3,5,"F","Adulte","M263","Macao",2023
1425,"CAMP106","4",2,5,"F","Personne agée","M264","Macao",2023
1426,"CAMP106","5",6,5,"M","Adulte","M265","Macao",2023
1427,"CAMP106",NA,6,5,"F","Adulte","M266","Macao",2023
1428,"CAMP106","1",7,3,"M","Adulte","M267","Macao",2023
1429,"CAMP049",NA,NA,NA,"F","Adulte","M268","Macao",2023
1430,"CAMP106","6",5,3,"F","Personne agée","M269","Macao",2023
1431,"CAMP012","3",10,NA,"F","Enfant","M270","Macao",2023
1432,"CAMP104","2",6,5,"M","Adulte","M271","Macao",2023
1433,"CAMP104","2",6,5,"M","Adulte","M272","Macao",2023
1434,"CAMP104","3",2,5,"F","Adolescent","M273","Macao",2023
1435,"CAMP104","3",2,2,"M","Adolescent","M274","Macao",2023
1436,"CAMP104","4",1,5,"M","Personne agée","M275","Macao",2023
1437,"CAMP104","8",10,5,"F","Personne agée","M277","Macao",2023
1438,"CAMP104","10",5,2,"F","Adulte","M279","Macao",2023
1439,"CAMP104","10",5,2,"M","Adulte","M278","Macao",2023
1440,"CAMP104","11",2,2,"F","Adulte","M280","Macao",2023
1441,"CAMP104","8",10,5,"F","Adulte","M281","Macao",2023
1442,"CAMP104","13",2,1,"M","Adulte","M282","Macao",2023
1443,"CAMP104","13",2,2,"F","Adulte","M283","Macao",2023
1444,"CAMP104","14",4,2,"F","Adulte","M284","Macao",2023
1445,"CAMP104",NA,NA,NA,"M","Adolescent","M285","Macao",2023
1446,"CAMP104",NA,4,2,"F","Adulte","M286","Macao",2023
1447,"CAMP104",NA,2,1,"F","Adolescent","M287","Macao",2023
1448,"CAMP003","1",3,1,"M","Personne agée","M288","Macao",2023
1449,"CAMP003","4",4,1,"F","Personne agée","M373","Macao",2023
1450,"CAMP003","1",3,1,"F","Adulte","M289","Macao",2023
1451,"CAMP003","2",2,1,"F","Personne agée","M290","Macao",2023
1452,"CAMP003","3",1,1,"M","Adulte","M291","Macao",2023
1453,"CAMP003","5",2,1,"M","","M293","Macao",2023
1454,"CAMP003","5",2,1,"F","Adolescent","M294","Macao",2023
1455,"CAMP003","4",4,2,"F","Adolescent","M295","Macao",2023
1456,"CAMP033","1",6,2,"M","Adulte","M296","Macao",2023
1457,"CAMP033","1",6,2,"F","Adulte","M297","Macao",2023
1458,"CAMP104",NA,NA,2,"M","Adolescent","M298","Macao",2023
1459,"CAMP033","1",6,2,"M","Enfant","M501","Macao",2023
1460,"CAMP033","1",6,2,"F","Enfant","M502","Macao",2023
1461,"CAMP033","2",5,1,"M","Adulte","M299","Macao",2023
1462,"CAMP033","2",5,2,"F","Adulte","M300","Macao",2023
1463,"CAMP033","3",6,1,"M","Adulte","M301","Macao",2023
1464,"CAMP033","3",6,NA,"F","","M302","Macao",2023
1465,"CAMP033","3",6,2,"F","Adulte","M303","Macao",2023
1466,"CAMP033","4",4,1,"F","Personne agée","M503","Macao",2023
1467,"CAMP033","6",3,2,"F","Adulte","M304","Macao",2023
1468,"CAMP033","6",3,1,"M","Adulte","M305","Macao",2023
1469,"CAMP033","7",6,1,"M","Adulte","M306","Macao",2023
1470,"CAMP033","7",6,1,"F","Adulte","M307","Macao",2023
1471,"CAMP033","8",4,2,"M","Adulte","M308","Macao",2023
1472,"CAMP033","8",4,2,"F","Adulte","M309","Macao",2023
1473,"CAMP075","1",1,1,"F","Personne agée","M310","Macao",2023
1474,"CAMP075","2",2,2,"F","Adulte","M311","Macao",2023
1475,"CAMP075","2",2,2,"M","Adulte","M312","Macao",2023
1476,"CAMP075","3",2,2,"M","Adulte","M313","Macao",2023
1477,"CAMP075","3",2,2,"F","Adulte","M314","Macao",2023
1478,"CAMP075","4",3,2,"M","Adolescent","M315","Macao",2023
1479,"CAMP075","4",3,2,"M","Adolescent","M316","Macao",2023
1480,"CAMP029","1",1,1,"M","Adolescent","M317","Macao",2023
1481,"CAMP037","1",5,2,"M","Personne agée","M318","Macao",2023
1482,"CAMP037","1",5,2,"F","Personne agée","M319","Macao",2023
1483,"CAMP037","2",5,1,"F","Adulte","M321","Macao",2023
1484,"CAMP037","2",5,2,"M","Adulte","M322","Macao",2023
1485,"CAMP037","3",1,2,"M","Adulte","M323","Macao",2023
1486,"CAMP037","4",3,2,"M","Adolescent","M324","Macao",2023
1487,"CAMP037","4",3,1,"F","Adolescent","M325","Macao",2023
1488,"CAMP070","1",6,2,"F","Adulte","M326","Macao",2023
1489,"CAMP070","1",6,2,"M","Adulte","M327","Macao",2023
1490,"CAMP070","2",5,4,"M","Personne agée","M328","Macao",2023
1491,"CAMP070","4",5,5,"M","Adulte","M329","Macao",2023
1492,"CAMP070","6",4,2,"M","Adulte","M330","Macao",2023
1493,"CAMP064","1",2,5,"M","Personne agée","M331","Macao",2023
1494,"CAMP065","1",5,2,"F","Adulte","M332","Macao",2023
1495,"CAMP065","1",5,2,"M","Adulte","M333","Macao",2023
1496,"CAMP065","2",4,NA,"M","Adulte","M334","Macao",2023
1497,"CAMP065","3",1,1,"M","Adolescent","M335","Macao",2023
1498,"CAMP054","1",3,1,"F","Adulte","M336","Macao",2023
1499,"CAMP054","1",3,1,"M","Adulte","M337","Macao",2023
1500,"CAMP054","2",4,2,"M","Adulte","M338","Macao",2023
1501,"CAMP054",NA,4,2,"F","Adulte","M339","Macao",2023
1502,"CAMP080","1",2,2,"M","Adulte","M340","Macao",2023
1503,"CAMP080",NA,2,5,"F","Adulte","M341","Macao",2023
1504,"CAMP019","1",3,1,"F","Adulte","M342","Macao",2023
1505,"CAMP019","2",4,1,"F","Adulte","M343","Macao",2023
1506,"CAMP019","2",4,1,"M","Adulte","M344","Macao",2023
1507,"CAMP019","1",3,1,"M","Adolescent","M345","Macao",2023
1508,"CAMP010","1",7,5,"M","Personne agée","M346","Macao",2023
1509,"CAMP010","1",7,5,"F","Personne agée","M347","Macao",2023
1510,"CAMP018",NA,4,5,"M","Adulte","M348","Macao",2023
1511,"CAMP046",NA,2,5,"F","Adulte","M349","Macao",2023
1512,"CAMP080",NA,1,5,"F","Personne agée","M350","Macao",2023
1513,"CAMP002","1",5,1,"F","Adulte","M351","Macao",2023
1514,"CAMP002",NA,7,5,"M","Adulte","M352","Macao",2023
1515,"CAMP046","2",5,5,"F","Adulte","M353","Macao",2023
1516,"CAMP062","1",9,2,"F","Adulte","M354","Macao",2023
1517,"CAMP062","1",9,NA,"M","Adolescent","M355","Macao",2023
1518,"CAMP055","1",3,5,"","","M356","Macao",2023
1519,"CAMP058","1",6,1,"","Adulte","M357","Macao",2023
1520,"CAMP058","1",6,1,"M","Adulte","M359","Macao",2023
1521,"CAMP045","1",5,5,"F","Adulte","M360","Macao",2023
1522,"CAMP018","1",4,3,"F","Adolescent","M361","Macao",2023
1523,"CAMP001","1",4,2,"M","Adulte","M362","Macao",2023
1524,"CAMP045","1",3,3,"M","Adulte","M363","Macao",2023
1525,"CAMP001","1",4,5,"F","Adolescent","M364","Macao",2023
1526,"CAMP001","1",4,1,"M","Adolescent","M365","Macao",2023
1527,"CAMP001","1",4,5,"F","Adolescent","M366","Macao",2023
1528,"CAMP001","3",1,2,"M","Personne agée","M367","Macao",2023
1529,"CAMP001","5",5,5,"M","Adulte","M368","Macao",2023
1530,"CAMP001","5",5,5,"F","Adolescent","M369","Macao",2023
1531,"CAMP001","7",4,5,"F","Adulte","M370","Macao",2023
1532,"CAMP001","8",12,3,"F","Personne agée","M370","Macao",2023
1533,"CAMP001","8",12,5,"M","Personne agée","M372","Macao",2023
1534,"CAMP037",NA,NA,2,"F","","M400","Macao",2023
1535,"CAMP106",NA,6,3,"","Adolescent","M375","Macao",2023
1536,"CAMP066",NA,NA,NA,"M","Adulte","M374","Macao",2023
1537,"CAMP044",NA,NA,NA,"","","","Macao",2023
