ref,sex,birthplace,region,median_dist,max_dist,min_dist,places_visited,times_live,times_just_visit,times_hunt,times_friend_visit,times_bantu_work,times_dance,times_fam_visit,times_fish,times_gather
M95,F,Bangui,Macao,10804.336,10804.336,10804.336,3,2,0,0,0,0,0,0,0,0
M98,M,Bangui,Macao,NA,NA,NA,6,0,0,0,1,0,0,0,0,0
M202,M,Bangui,Macao,1365.6645,1365.6645,1365.6645,7,1,0,0,0,4,0,0,0,0
M203,F,Bonga2,Macao,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
M204,F,Bonga2,Macao,NA,NA,NA,4,0,0,0,0,3,0,0,0,0
M205,F,Bangui,Macao,NA,NA,NA,2,0,0,0,0,2,0,0,0,0
M401,F,Bangui,Macao,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
M206,F,Bonga2,Macao,NA,NA,NA,2,0,0,0,0,1,0,0,0,1
M207,M,Bonga2,Macao,NA,NA,NA,2,0,0,0,0,1,0,1,0,0
M208,M,Bate,Macao,87923.682,87923.682,87923.682,5,1,0,0,0,3,0,0,0,0
M210,M,,Macao,NA,NA,NA,3,0,0,0,0,2,0,0,0,0
M211,F,Bangui,Macao,NA,NA,NA,3,0,0,0,0,3,0,0,0,0
M212,M,Bangui,Macao,NA,NA,NA,9,0,0,0,0,7,0,0,2,0
M213,M,Bangui,Macao,NA,NA,NA,6,0,0,0,0,5,0,0,0,0
M214,M,Bangui,Macao,NA,NA,NA,8,0,0,0,0,6,0,0,1,0
M220,M,Bangui,Macao,NA,NA,NA,3,0,0,0,0,3,0,0,0,0
M221,F,,Macao,NA,NA,NA,14,0,0,0,0,6,1,4,1,0
M222,M,,Macao,NA,NA,NA,4,0,0,0,0,0,0,3,0,0
M223,F,,Macao,NA,NA,NA,6,0,1,0,1,2,0,1,0,1
M224,M,Bangui,Macao,NA,NA,NA,13,0,0,0,1,7,0,1,0,1
M227,F,Bangui,Macao,NA,NA,NA,6,0,0,0,0,4,1,0,0,0
M228,F,Djoube,Macao,NA,NA,NA,5,0,0,0,0,3,0,0,0,1
M229,M,Bangui,Macao,NA,NA,NA,8,0,1,0,0,5,0,1,0,0
M230,M,Macao,Macao,46141.2218,46141.2218,46141.2218,7,2,1,0,0,3,0,0,0,0
M237,F,Bangui,Macao,NA,NA,NA,4,0,0,0,0,2,0,0,0,1
M238,M,Bandza,Macao,NA,NA,NA,3,0,0,0,0,2,0,0,0,0
M239,M,Bangui,Macao,NA,NA,NA,9,0,3,0,0,1,1,1,0,0
M240,F,Bangui,Macao,NA,NA,NA,4,0,0,0,0,4,0,0,0,0
M241,F,Bangui,Macao,1418.6109,1418.6109,1418.6109,2,1,0,0,0,0,0,1,0,0
M242,M,Bangui,Macao,NA,NA,NA,8,0,0,0,0,4,0,0,0,0
M243,F,Mboule,Macao,NA,NA,NA,5,0,0,0,0,0,1,1,0,0
M244,F,Bangui,Macao,NA,NA,NA,3,0,0,0,0,3,0,0,0,0
M245,M,Bangui,Macao,NA,NA,NA,10,0,0,0,0,1,0,0,0,0
M246,M,Boua,Macao,NA,NA,NA,9,0,0,0,0,3,0,1,0,0
M247,F,,Macao,NA,NA,NA,9,0,0,0,0,2,0,5,0,1
M248,F,Bangui,Macao,NA,NA,NA,3,0,0,0,0,2,0,1,0,0
M252,F,Bangui,Macao,NA,NA,NA,3,0,0,0,0,3,0,0,0,0
M253,F,Bangui,Macao,NA,NA,NA,6,0,0,0,0,2,1,0,0,1
M254,M,Bangui,Macao,NA,NA,NA,6,0,0,0,0,2,0,0,0,0
M255,F,Bangui,Macao,NA,NA,NA,4,0,0,0,0,4,0,0,0,0
M257,F,Bangui,Macao,NA,NA,NA,2,0,0,0,0,2,0,0,0,0
M258,F,Bangui,Macao,NA,NA,NA,3,0,0,0,0,2,0,1,0,0
M259,F,Bangui,Macao,NA,NA,NA,4,0,0,0,0,1,0,0,0,0
M260,F,Bangui,Macao,NA,NA,NA,7,0,0,0,0,5,0,1,0,0
M261,F,Bangui,Macao,NA,NA,NA,4,0,0,0,0,2,0,1,0,0
M262,F,Bangui,Macao,NA,NA,NA,2,0,0,0,0,0,0,0,0,0
M263,F,Bangui,Macao,NA,NA,NA,2,0,0,0,0,1,0,1,0,0
M264,F,Bangui,Macao,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
M265,M,Bangui,Macao,NA,NA,NA,14,0,0,0,0,4,0,0,0,0
M266,F,Bangui,Macao,NA,NA,NA,3,0,0,0,0,2,0,1,0,0
M267,M,Bangui,Macao,NA,NA,NA,6,0,0,0,0,5,0,0,0,0
M268,F,Bangui,Macao,1418.6109,1418.6109,1418.6109,3,1,0,0,0,1,0,1,0,0
M269,F,Bangui,Macao,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
M271,M,Bangui,Macao,NA,NA,NA,3,0,2,0,0,1,0,0,0,0
M272,M,Mboule,Macao,NA,NA,NA,13,0,1,0,0,6,0,1,0,0
M273,F,Bangui,Macao,NA,NA,NA,3,0,0,0,0,0,0,2,0,0
M274,M,Mboule,Macao,NA,NA,NA,4,0,0,0,0,3,0,0,0,0
M275,M,Bangui,Macao,NA,NA,NA,2,0,0,0,0,2,0,0,0,0
M277,F,,Macao,127584.265,127584.265,127584.265,11,1,3,0,0,1,0,1,0,0
M279,F,Mboule,Macao,NA,NA,NA,2,0,0,0,0,2,0,0,0,0
M278,M,Mboule,Macao,NA,NA,NA,2,0,0,0,0,1,0,1,0,0
M280,F,Mboule,Macao,NA,NA,NA,4,0,0,0,0,3,0,0,0,0
M281,F,Mboule,Macao,NA,NA,NA,6,0,0,0,0,2,0,3,0,0
M282,M,Bangui,Macao,NA,NA,NA,3,0,0,0,0,0,0,0,0,1
M283,F,Bangui,Macao,NA,NA,NA,2,0,0,0,0,1,0,0,0,0
M284,F,Bangui,Macao,NA,NA,NA,3,0,0,0,0,2,0,0,0,0
M285,M,Bangui,Macao,NA,NA,NA,4,0,1,0,0,2,0,0,0,0
M286,F,Bangui,Macao,NA,NA,NA,2,0,0,0,0,2,0,0,0,0
M287,F,Bangui,Macao,NA,NA,NA,3,0,1,0,0,1,0,0,0,0
M288,M,Mboule,Macao,NA,NA,NA,10,0,0,0,0,3,0,1,0,0
M373,F,Bangui,Macao,NA,NA,NA,1,0,0,0,0,0,0,1,0,0
M289,F,Bangui,Macao,NA,NA,NA,4,0,0,0,0,0,0,0,0,1
M290,F,Bangui,Macao,NA,NA,NA,3,0,0,0,0,2,0,0,0,0
M291,M,Mboule,Macao,NA,NA,NA,8,0,1,0,0,0,0,1,0,1
M294,F,Bangui,Macao,NA,NA,NA,2,0,0,0,0,0,0,0,0,1
M295,F,Bangui,Macao,7603.19023,7603.19023,7603.19023,2,1,0,0,0,1,0,0,0,0
M296,M,Djoube,Macao,73474.4782,73474.4782,73474.4782,10,1,0,0,0,3,0,0,1,1
M297,F,Bangui,Macao,NA,NA,NA,2,0,0,0,0,0,0,0,1,1
M298,M,Bangui,Macao,NA,NA,NA,5,0,0,0,0,3,0,0,0,1
M299,M,Djoube,Macao,NA,NA,NA,7,0,6,0,0,1,0,0,0,0
M300,F,Djoube,Macao,NA,NA,NA,1,0,0,0,0,0,0,0,0,1
M301,M,Mboule,Macao,NA,NA,NA,10,0,1,0,0,1,0,1,0,1
M303,F,Moumbelou,Macao,NA,NA,NA,3,0,0,0,0,0,0,1,1,0
M503,F,Mboule,Macao,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
M304,F,Bobate,Macao,NA,NA,NA,4,0,0,0,0,2,0,0,0,2
M305,M,Bangui,Macao,NA,NA,NA,6,0,0,0,0,2,0,3,0,0
M306,M,,Macao,NA,NA,NA,10,0,0,0,0,4,0,1,0,0
M307,F,Mafouet,Macao,31564.1087,31564.1087,31564.1087,3,1,0,0,0,0,0,2,0,0
M308,M,Bangui,Macao,NA,NA,NA,5,0,0,0,0,2,1,1,0,0
M309,F,Bangui,Macao,NA,NA,NA,4,0,1,0,0,0,0,1,1,1
M310,F,Mboule,Macao,NA,NA,NA,2,0,0,0,0,0,0,1,0,0
M311,F,Mboule,Macao,NA,NA,NA,2,0,0,0,0,1,0,0,0,0
M312,M,Bangui,Macao,NA,NA,NA,20,0,3,0,0,10,0,1,0,0
M313,M,Bangui,Macao,NA,NA,NA,11,0,0,0,0,4,0,0,1,1
M314,F,Bangui,Macao,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
M315,M,Mboule,Macao,22832.1103,22832.1103,22832.1103,6,1,0,0,0,2,0,3,0,0
M316,M,Bangui,Macao,NA,NA,NA,1,0,0,0,0,0,0,0,0,1
M317,M,Bangui,Macao,NA,NA,NA,4,0,0,0,0,3,0,0,0,0
M318,M,Bangui,Macao,NA,NA,NA,11,0,0,1,0,6,0,0,0,1
M319,F,Bangui,Macao,NA,NA,NA,2,0,0,0,0,0,0,1,0,0
M321,F,Bangui,Macao,NA,NA,NA,2,0,0,0,0,1,0,0,0,0
M322,M,Bangui,Macao,NA,NA,NA,10,0,0,0,0,8,0,0,0,1
M323,M,Bangui,Macao,NA,NA,NA,3,0,0,0,0,2,0,0,0,1
M324,M,Bangui,Macao,NA,NA,NA,3,0,0,0,0,2,0,0,0,0
M325,F,Bangui,Macao,NA,NA,NA,1,0,0,0,0,0,0,0,0,1
M326,F,Macao,Macao,28829.487,28829.487,28829.487,2,1,0,0,0,0,0,1,0,0
M327,M,Zingo,Macao,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
M328,M,Zingo,Macao,NA,NA,NA,26,0,4,0,0,11,2,2,1,0
M329,M,Macao,Macao,28829.487,28829.487,28829.487,4,1,0,0,0,1,0,0,0,0
M330,M,Macao,Macao,28829.487,28829.487,28829.487,8,1,5,0,0,0,0,0,0,0
M331,M,Bangui,Macao,23804.1628,28808.9603,18799.3653,2,2,0,0,0,0,0,0,0,0
M332,F,Macao,Macao,NA,NA,NA,3,0,0,0,0,1,1,0,0,0
M333,M,Seke,Macao,1651619.14,1651619.14,1651619.14,13,1,2,0,0,3,0,2,1,0
M334,M,Bangui,Macao,NA,NA,NA,10,0,0,0,0,7,0,0,0,0
M335,M,Seke,Macao,NA,NA,NA,4,0,0,0,0,1,1,1,0,0
M336,F,Macao,Macao,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
M337,M,Macao,Macao,NA,NA,NA,9,0,0,0,0,4,0,0,0,0
M338,M,Macao,Macao,NA,NA,NA,5,0,0,0,0,3,1,0,0,0
M339,F,Macao,Macao,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
M340,M,Thanry,Macao,NA,NA,NA,5,0,1,0,0,1,0,1,0,0
M341,F,Nzingou,Macao,19137.7927,19137.7927,19137.7927,2,1,0,0,0,1,0,0,0,0
M342,F,Bangui,Macao,27896.0474,27896.0474,27896.0474,4,1,0,0,0,0,0,1,0,0
M343,F,Macao,Macao,27896.0474,27896.0474,27896.0474,3,1,0,0,0,0,0,2,0,0
M344,M,Bangui,Macao,23803.5961,27896.0474,19711.1448,6,2,1,0,0,1,0,0,0,0
M345,M,Macao,Macao,27896.0474,27896.0474,27896.0474,7,1,0,0,0,0,0,0,1,0
M346,M,Macao,Macao,27954.486,27954.486,27954.486,9,1,0,0,0,0,0,5,0,0
M347,F,Djoube,Macao,27954.486,27954.486,27954.486,2,1,0,0,0,0,0,1,0,0
M348,M,,Macao,NA,NA,NA,6,0,0,0,0,1,0,5,0,0
M349,F,Macao,Macao,NA,NA,NA,2,0,0,0,0,0,1,0,0,0
M350,F,Zingo,Macao,NA,NA,NA,1,0,0,0,0,1,0,0,0,0
M351,F,Macao,Macao,28507.1707,28507.1707,28507.1707,3,1,0,0,0,0,1,1,0,0
M352,M,,Macao,NA,NA,NA,15,0,0,0,0,10,0,4,0,0
M353,F,Pape_village,Macao,NA,NA,NA,3,0,0,0,0,0,0,3,0,0
M354,F,Thanry,Macao,28575.2459,28575.2459,28575.2459,3,2,0,0,0,0,0,1,0,0
M355,M,Pape,Macao,28575.2459,28575.2459,28575.2459,2,1,0,0,0,0,0,1,0,0
M359,M,Macao,Macao,28506.7771,28506.7771,28506.7771,6,1,0,0,0,2,1,0,0,0
M360,F,Macao,Macao,27783.0723,27783.0723,27783.0723,2,1,0,0,0,0,0,1,0,0
M361,F,Macao,Macao,27877.0564,27877.0564,27877.0564,1,1,0,0,0,0,0,0,0,0
M362,M,Berandjokou,Macao,NA,NA,NA,2,0,0,0,0,1,0,0,0,0
M363,M,Macao,Macao,27783.0723,27783.0723,27783.0723,2,1,0,0,0,0,0,1,0,0
M364,F,Pape_village,Macao,NA,NA,NA,3,0,0,0,0,1,0,1,0,0
M365,M,Berandjokou,Macao,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
M366,F,Pape_village,Macao,NA,NA,NA,3,0,0,0,0,0,0,3,0,0
M367,M,Bangui-motaba,Macao,1383.54886,1383.54886,1383.54886,14,1,3,0,0,1,0,2,1,0
M368,M,Pape_village,Macao,NA,NA,NA,4,0,0,0,0,0,0,2,0,0
M369,F,,Macao,NA,NA,NA,3,0,0,0,0,0,0,2,0,0
M370,F,,Macao,NA,NA,NA,3,0,0,0,0,1,1,1,0,0
M370,F,Bangui,Macao,NA,NA,NA,3,0,0,0,0,2,0,1,0,0
M372,M,Pape_village,Macao,NA,NA,NA,9,0,0,0,0,4,0,2,0,0
M374,M,Bangui,Macao,NA,NA,NA,3,0,0,0,0,2,0,0,0,0
MI205,M,Mossombo,Minganga,NA,NA,NA,8,0,1,0,0,2,2,1,1,0
MI206,F,Mossombo,Minganga,NA,NA,NA,5,0,0,0,0,0,3,0,1,0
MI209,F,Mossombo,Minganga,NA,NA,NA,6,0,0,0,0,0,1,2,1,0
MI211,F,Mossombo,Minganga,NA,NA,NA,6,0,0,0,0,1,1,0,1,0
MI212,M,Mossombo,Minganga,NA,NA,NA,8,0,1,1,0,1,0,0,1,0
MI210,F,Mossombo,Minganga,1241.30171,1241.30171,1241.30171,5,1,0,0,0,0,0,2,1,0
MI154,M,Minganga,Minganga,NA,NA,NA,5,0,0,0,0,0,0,1,0,1
MI155,F,Minganga,Minganga,NA,NA,NA,6,0,0,0,0,1,0,1,0,0
MI160,M,Mossombo,Minganga,NA,NA,NA,11,0,0,0,0,3,1,4,0,0
MI161,F,Impfondo,Minganga,NA,NA,NA,7,0,0,0,0,1,0,2,0,0
MI162,F,Mossombo,Minganga,14628.4507,14628.4507,14628.4507,10,1,0,0,0,1,0,6,0,0
MI178,F,Mossombo,Minganga,NA,NA,NA,4,0,0,0,0,0,0,2,0,0
MI179,F,Mossombo,Minganga,NA,NA,NA,6,0,0,0,0,0,0,0,0,0
MI180,F,Mossombo,Minganga,91856.4107,91856.4107,91856.4107,6,1,0,0,0,0,0,1,0,0
MI181,M,Mossombo,Minganga,NA,NA,NA,8,0,0,0,0,1,0,3,0,0
MI207,M,Mossombo,Minganga,NA,NA,NA,9,0,0,0,0,2,1,1,1,0
MI208,F,Mossombo,Minganga,NA,NA,NA,6,0,0,0,0,0,0,4,1,0
MI216,M,Mobangui,Minganga,NA,NA,NA,11,0,0,0,0,2,0,8,1,0
MI226,F,Mossombo,Minganga,NA,NA,NA,9,0,0,0,0,1,0,8,1,0
MI187,M,Mbili,Minganga,14858.308,14858.308,14858.308,8,1,2,0,0,2,0,1,0,0
MI188,F,Mossombo,Minganga,NA,NA,NA,4,0,0,0,0,1,0,2,0,0
MI189,F,Mossombo,Minganga,14858.308,14858.308,14858.308,6,1,0,0,0,0,1,1,0,1
MI192,F,Toukoulaka,Minganga,NA,NA,NA,4,0,0,0,0,1,1,0,1,0
MI193,F,Mossombo,Minganga,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
MI195,M,Mbili,Minganga,NA,NA,NA,5,0,0,0,0,1,2,1,0,0
MI196,F,Mbili,Minganga,NA,NA,NA,6,0,0,0,0,3,0,0,0,0
MI197,F,Mbili,Minganga,NA,NA,NA,10,0,0,0,1,0,0,0,0,0
MI198,F,Mbili,Minganga,38073.2911,61288.2741,14858.308,9,2,0,0,1,0,1,4,0,0
MI202,F,,Minganga,NA,NA,NA,5,0,0,0,0,0,1,2,1,0
MI203,M,,Minganga,NA,NA,NA,5,0,0,0,0,1,2,0,1,0
MI167,F,Mbili,Minganga,NA,NA,NA,6,0,0,0,0,0,0,3,0,0
MI168,M,Mossombo,Minganga,NA,NA,NA,7,0,0,0,0,3,0,1,0,0
MI169,F,Mbili,Minganga,NA,NA,NA,5,0,0,0,0,0,0,1,0,0
MI175,M,Minganga,Minganga,NA,NA,NA,13,0,0,0,0,1,6,2,0,0
MI176,F,Mossombo,Minganga,NA,NA,NA,6,0,0,0,0,0,0,4,0,0
MI177,M,Mossombo,Minganga,NA,NA,NA,7,0,2,0,0,0,0,4,0,1
MI145,M,Attention,Minganga,NA,NA,NA,5,0,0,0,0,0,0,0,1,0
MI146,F,Attention,Minganga,NA,NA,NA,3,0,0,0,0,1,0,1,1,0
MI149,M,Ikelemba,Minganga,NA,NA,NA,6,0,4,0,0,0,0,0,1,0
MI150,M,Attention,Minganga,NA,NA,NA,5,0,0,0,0,3,1,0,0,0
MI151,F,Attention,Minganga,NA,NA,NA,5,0,0,0,0,1,1,0,1,0
MI134,M,Minganga,Minganga,NA,NA,NA,6,0,0,0,0,0,0,2,1,0
MI136,F,Mossombo,Minganga,NA,NA,NA,5,0,0,0,0,0,0,1,0,0
MI137,F,Mossombo,Minganga,NA,NA,NA,5,0,0,0,0,0,1,1,0,0
MI138,M,Mbili,Minganga,NA,NA,NA,6,0,1,0,0,0,0,0,1,0
MI143,M,Mossombo,Minganga,NA,NA,NA,6,0,0,0,0,1,1,1,1,0
MI144,M,Mossombo,Minganga,NA,NA,NA,7,0,0,0,0,3,0,0,1,0
MI183,F,Mbili,Minganga,36649.0095,36649.0095,36649.0095,6,1,0,0,0,2,0,1,0,0
MI184,M,Ikelemba,Minganga,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
MI185,M,Mbili,Minganga,14532.8917,14532.8917,14532.8917,10,1,4,0,0,0,0,3,1,0
MI10,M,Minganga,Minganga,NA,NA,NA,23,0,1,0,0,1,2,2,1,0
MI105,F,Mbili,Minganga,16531.6898,21239.8848,11823.4948,5,2,0,0,0,0,0,1,1,0
MI106,F,Mossombo,Minganga,NA,NA,NA,19,0,0,0,0,0,0,4,5,10
MI107,M,Attention,Minganga,NA,NA,NA,16,0,0,0,3,0,1,2,1,0
MI109,M,Attention,Minganga,NA,NA,NA,19,0,0,1,1,1,1,0,5,0
MI11,F,Mossombo,Minganga,12846.5461,26187.7318,6369.2079,16,3,0,0,0,3,0,2,0,0
MI110,F,Toukoulaka,Minganga,NA,NA,NA,18,0,0,0,2,0,0,1,2,5
MI113,M,Attention,Minganga,NA,NA,NA,19,0,0,1,4,1,1,3,4,0
MI114,M,,Minganga,NA,NA,NA,19,0,0,1,0,1,1,1,5,2
MI115,F,Bne,Minganga,NA,NA,NA,19,0,0,0,0,2,0,2,1,7
MI116,F,Minganga,Minganga,NA,NA,NA,18,0,0,0,0,2,0,1,6,3
MI117,F,Toukoulaka,Minganga,NA,NA,NA,18,0,0,0,0,0,0,1,4,4
MI12,F,Mossombo,Minganga,NA,NA,NA,19,0,0,0,0,0,0,6,0,0
MI122,F,Toukoulaka,Minganga,NA,NA,NA,19,0,0,0,0,1,0,1,4,5
MI123,M,Minganga,Minganga,NA,NA,NA,27,0,1,2,5,2,1,4,4,3
MI125,M,Attention,Minganga,NA,NA,NA,19,0,0,0,0,1,0,1,1,8
MI126,M,Attention,Minganga,NA,NA,NA,19,0,0,0,0,0,0,1,7,2
MI127,M,Attention,Minganga,NA,NA,NA,20,0,0,0,3,1,2,4,1,7
MI128,F,Attention,Minganga,NA,NA,NA,19,0,0,0,0,1,0,2,1,8
MI129,F,Bne,Minganga,NA,NA,NA,18,0,0,0,0,1,0,2,1,8
MI13,F,Minganga,Minganga,NA,NA,NA,12,0,0,0,0,1,0,2,0,0
MI133,F,Minganga,Minganga,NA,NA,NA,22,0,0,0,0,4,0,1,1,8
MI15,F,Mbili,Minganga,NA,NA,NA,13,0,0,0,0,0,0,2,0,0
MI17,M,Mossombo,Minganga,NA,NA,NA,27,1,1,0,0,1,1,4,4,0
MI18,F,Mbili,Minganga,NA,NA,NA,19,0,0,0,0,0,0,1,2,0
MI19,M,Minganga,Minganga,NA,NA,NA,18,1,0,0,0,0,0,0,0,0
MI20,F,Mbaya,Minganga,NA,NA,NA,11,0,0,0,0,0,0,1,1,0
MI21,F,Mossombo,Minganga,NA,NA,NA,17,1,0,0,0,0,1,3,4,2
MI22,M,Minganga,Minganga,NA,NA,NA,20,0,0,0,0,1,1,0,1,0
MI25,M,Minganga,Minganga,NA,NA,NA,14,1,2,2,0,1,0,0,2,0
MI26,F,Minganga,Minganga,NA,NA,NA,12,0,0,0,0,1,0,2,3,0
MI27,F,Minganga,Minganga,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
MI28,F,Minganga,Minganga,NA,NA,NA,14,1,0,0,2,0,0,6,0,0
MI29,M,Minganga,Minganga,NA,NA,NA,14,1,0,0,0,4,1,3,1,0
MI3,F,,Minganga,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
MI30,M,Toukoulaka,Minganga,NA,NA,NA,21,1,0,2,1,2,0,0,0,0
MI31,F,Toukoulaka,Minganga,NA,NA,NA,19,1,0,0,0,1,1,3,1,2
MI32,M,Attention,Minganga,NA,NA,NA,6,1,2,0,0,1,0,0,0,0
MI34,M,Toukoulaka,Minganga,NA,NA,NA,22,1,0,2,1,3,0,0,0,0
MI38,F,Attention,Minganga,NA,NA,NA,21,1,0,0,0,0,0,1,2,0
MI39,M,Attention,Minganga,NA,NA,NA,21,1,0,0,0,0,0,0,3,0
MI41,M,Minganga,Minganga,NA,NA,NA,25,1,0,0,0,4,1,2,2,4
MI42,F,Attention,Minganga,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
MI43,F,Attention,Minganga,NA,NA,NA,19,1,1,0,0,0,0,2,0,3
MI44,F,Bne,Minganga,12267.2824,12267.2824,12267.2824,21,2,0,0,0,1,0,1,2,0
MI45,M,Attention,Minganga,NA,NA,NA,21,1,0,0,0,1,0,0,3,4
MI47,M,Attention,Minganga,NA,NA,NA,21,1,0,0,0,2,0,1,3,5
MI48,F,Attention,Minganga,NA,NA,NA,19,1,0,0,0,1,0,1,1,1
MI49,F,Attention,Minganga,NA,NA,NA,1,0,0,0,0,0,0,0,0,0
MI50,M,Attention,Minganga,NA,NA,NA,19,1,3,0,0,2,0,2,0,4
MI53,F,,Minganga,NA,NA,NA,23,1,2,0,1,1,0,3,0,3
MI55,M,Attention,Minganga,NA,NA,NA,21,1,4,0,0,1,0,1,0,4
MI57,F,Minganga,Minganga,NA,NA,NA,17,1,2,0,1,0,0,0,0,9
MI58,M,,Minganga,NA,NA,NA,13,1,1,0,0,2,0,0,0,5
MI6,F,Mbili,Minganga,NA,NA,NA,14,1,0,0,0,0,1,1,0,0
MI62,F,Attention,Minganga,NA,NA,NA,21,1,2,0,0,0,0,1,3,5
MI63,M,Attention,Minganga,NA,NA,NA,19,1,3,0,0,0,0,2,0,1
MI67,F,Toukoulaka,Minganga,NA,NA,NA,23,1,4,0,1,0,0,3,4,2
MI68,F,Minganga,Minganga,NA,NA,NA,14,0,0,0,5,1,1,0,1,1
MI7,M,Mossombo,Minganga,NA,NA,NA,14,1,0,0,0,3,0,3,0,2
MI70,M,Mbili,Minganga,NA,NA,NA,19,0,0,0,2,1,0,1,2,0
MI71,F,Mbili,Minganga,NA,NA,NA,19,0,0,0,1,1,0,1,2,0
MI76,M,Mossombo,Minganga,NA,NA,NA,13,0,0,0,0,1,0,1,0,0
MI77,F,Mbili,Minganga,NA,NA,NA,13,0,0,0,0,1,0,4,0,0
MI78,F,Mossombo,Minganga,NA,NA,NA,13,0,0,0,0,2,2,0,0,0
MI8,F,Mossombo,Minganga,NA,NA,NA,10,0,0,0,0,0,0,2,0,0
MI81,M,Mossombo,Minganga,NA,NA,NA,12,0,0,0,2,0,2,2,0,0
MI86,F,,Minganga,NA,NA,NA,16,0,0,0,0,1,1,2,1,2
MI88,M,Minganga,Minganga,NA,NA,NA,21,0,0,0,1,1,0,3,0,0
MI90,M,Mossombo,Minganga,NA,NA,NA,12,0,0,0,3,3,0,1,1,2
MI92,F,Minganga,Minganga,NA,NA,NA,18,0,0,0,2,1,0,0,0,0
MI96,M,Minganga,Minganga,NA,NA,NA,18,0,0,0,1,2,0,0,6,0
MI98,M,Attention,Minganga,NA,NA,NA,24,0,0,1,2,3,0,1,7,5
MI99,F,Minganga,Minganga,NA,NA,NA,12,0,1,0,1,2,1,0,4,0
E102,F,Enyelle,Enyelle,58938.519,58938.519,58938.519,5,1,0,0,0,1,0,0,0,1
E104,M,Enyelle,Enyelle,NA,NA,NA,8,0,0,0,1,2,0,4,0,0
E105,F,Enyelle,Enyelle,NA,NA,NA,7,0,0,0,3,1,0,0,0,0
E106,F,Enyelle,Enyelle,NA,NA,NA,4,0,0,0,0,0,3,0,0,0
E107,M,Enyelle,Enyelle,NA,NA,NA,3,0,0,0,1,0,2,0,0,0
E108,F,Enyelle,Enyelle,NA,NA,NA,6,0,0,0,0,0,2,2,1,0
E11,M,,Enyelle,NA,NA,NA,7,1,0,0,0,2,2,0,1,0
E110,M,Enyelle,Enyelle,NA,NA,NA,8,0,0,0,0,2,2,3,0,0
E111,M,Enyelle,Enyelle,NA,NA,NA,10,0,0,0,1,2,2,0,0,0
E114,M,Dongou,Enyelle,NA,NA,NA,28,0,1,7,1,3,0,11,0,1
E115,F,Enyelle,Enyelle,NA,NA,NA,15,0,0,0,3,2,3,5,0,0
E121,F,Enyelle,Enyelle,79839.8454,79839.8454,79839.8454,10,1,0,0,0,1,5,2,0,1
E123,F,Enyelle,Enyelle,NA,NA,NA,7,0,0,0,0,1,3,2,0,0
E124,F,Enyelle,Enyelle,NA,NA,NA,8,0,0,0,0,1,3,2,0,0
E125,F,Enyelle,Enyelle,NA,NA,NA,5,0,0,0,1,0,3,1,0,0
E127,F,Enyelle,Enyelle,79839.8454,79839.8454,79839.8454,14,1,0,0,3,0,3,5,0,1
E129,M,Boyel,Enyelle,NA,NA,NA,16,0,0,0,0,5,2,3,0,0
E13,M,Btou,Enyelle,NA,NA,NA,9,1,0,0,1,1,0,1,0,0
E130,M,Enyelle,Enyelle,NA,NA,NA,18,0,1,4,4,4,0,3,0,0
E132,M,Boyel,Enyelle,NA,NA,NA,13,0,0,0,2,5,1,4,0,0
E134,F,Enyelle,Enyelle,NA,NA,NA,3,0,0,0,0,0,1,0,0,0
E137,M,Enyelle,Enyelle,NA,NA,NA,16,0,5,0,1,1,1,2,0,0
E141,F,Enyelle,Enyelle,NA,NA,NA,5,0,0,0,0,1,1,0,0,0
E142,F,Enyelle,Enyelle,NA,NA,NA,10,0,2,0,1,1,1,2,1,0
E143,F,Enyelle,Enyelle,NA,NA,NA,4,0,0,0,0,0,1,1,0,0
E145,M,Enyelle,Enyelle,NA,NA,NA,5,0,0,0,0,2,0,2,0,0
E147,F,Bongoye,Enyelle,NA,NA,NA,8,0,0,0,1,0,2,0,0,1
E148,M,Enyelle,Enyelle,NA,NA,NA,4,0,0,0,1,0,0,1,0,0
E151,M,Enyelle,Enyelle,NA,NA,NA,5,0,0,0,1,0,3,0,0,0
E152,F,Enyelle,Enyelle,NA,NA,NA,7,0,0,0,1,0,4,1,0,0
E153,M,Enyelle,Enyelle,NA,NA,NA,7,0,0,1,1,2,0,1,0,0
E156,F,Enyelle,Enyelle,NA,NA,NA,6,0,0,0,0,4,1,0,0,0
E158,F,Enyelle,Enyelle,NA,NA,NA,10,0,0,0,1,3,3,1,0,0
